"AID","CID"
"AID295","CID1"
"AID2371","CID1"
"AID1989","CID1"
"AID2291","CID1"
"AID2464","CID1"
"AID2606","CID1"
"AID2434","CID2"
"AID2955","CID2"
"AID2726","CID2"
"AID2942","CID2"
"AID226","CID3"
"AID587","CID3"
"AID1802","CID3"
"AID2878","CID3"
"AID112","CID3"
"AID596","CID3"
"AID1429","CID3"
"AID355","CID3"
"AID1218","CID3"
"AID411","CID4"
"AID1039","CID4"
"AID2010","CID4"
"AID2794","CID4"
"AID544","CID4"
"AID1392","CID4"
"AID993","CID4"
"AID1450","CID4"
"AID1643","CID4"
"AID1916","CID4"
"AID452","CID4"
"AID1428","CID4"
"AID764","CID5"
"AID1091","CID5"
"AID1337","CID5"
"AID1513","CID5"
"AID1624","CID5"
"AID1885","CID5"
"AID186","CID5"
"AID1569","CID5"
"AID1973","CID5"
"AID2666","CID5"
"AID1534","CID6"
"AID2799","CID6"
"AID594","CID6"
"AID991","CID6"
"AID1408","CID6"
"AID2108","CID6"
"AID2474","CID6"
"AID2484","CID6"
"AID435","CID6"
"AID1118","CID6"
"AID2460","CID6"
"AID1864","CID7"
"AID2021","CID7"
"AID738","CID8"
"AID2441","CID8"
"AID1368","CID8"
"AID682","CID8"
"AID2570","CID8"
"AID1400","CID9"
"AID1536","CID9"
"AID2588","CID9"
"AID494","CID9"
"AID1596","CID9"
"AID2220","CID9"
"AID768","CID10"
"AID2097","CID10"
"AID2619","CID10"
"AID2755","CID11"
"AID200","CID11"
"AID2068","CID11"
"AID35","CID12"
"AID43","CID12"
"AID317","CID12"
"AID938","CID12"
"AID2201","CID12"
"AID2280","CID12"
"AID2672","CID12"
"AID2736","CID12"
"AID2411","CID12"
"AID456","CID12"
"AID2635","CID12"
"AID2823","CID12"
"AID186","CID13"
"AID1569","CID13"
"AID965","CID13"
"AID2111","CID13"
"AID1610","CID13"
"AID2403","CID13"
"AID2889","CID13"
"AID165","CID13"
"AID1072","CID13"
"AID2170","CID14"
"AID2838","CID14"
"AID344","CID14"
"AID2271","CID15"
"AID1243","CID15"
"AID1959","CID16"
"AID2671","CID16"
"AID1210","CID17"
"AID1947","CID17"
"AID2591","CID18"
"AID2789","CID18"
"AID298","CID18"
"AID526","CID18"
"AID2491","CID18"
"AID96","CID18"
"AID2496","CID18"
"AID2405","CID18"
"AID2788","CID18"
"AID2959","CID18"
"AID1388","CID19"
"AID2814","CID19"
"AID1673","CID19"
"AID1911","CID19"
"AID2344","CID19"
"AID2481","CID19"
"AID599","CID20"
"AID2180","CID20"
"AID2611","CID20"
"AID2705","CID20"
"AID2380","CID21"
"AID20","CID21"
"AID522","CID21"
"AID971","CID21"
"AID985","CID21"
"AID1295","CID21"
"AID1701","CID22"
"AID2778","CID22"
"AID1327","CID22"
"AID1977","CID22"
"AID22","CID22"
"AID860","CID22"
"AID2124","CID22"
"AID2209","CID22"
"AID1644","CID23"
"AID234","CID23"
"AID1187","CID23"
"AID1319","CID23"
"AID2649","CID23"
"AID1732","CID24"
"AID2083","CID24"
"AID1686","CID24"
"AID2556","CID24"
"AID2605","CID24"
"AID913","CID24"
"AID2001","CID24"
"AID1444","CID25"
"AID2132","CID25"
"AID2475","CID25"
"AID688","CID25"
"AID1161","CID25"
"AID1939","CID25"
"AID2107","CID26"
"AID1188","CID26"
"AID1438","CID26"
"AID1613","CID26"
"AID2715","CID26"
"AID221","CID26"
"AID1551","CID27"
"AID1586","CID27"
"AID1750","CID27"
"AID92","CID27"
"AID2167","CID27"
"AID2049","CID27"
"AID75","CID27"
"AID1944","CID27"
"AID2393","CID27"
"AID503","CID28"
"AID1138","CID28"
"AID2405","CID28"
"AID2608","CID28"
"AID786","CID29"
"AID530","CID29"
"AID1224","CID29"
"AID1367","CID29"
"AID1273","CID29"
"AID515","CID29"
"AID2340","CID29"
"AID99","CID30"
"AID633","CID30"
"AID710","CID30"
"AID814","CID30"
"AID1104","CID30"
"AID1112","CID30"
"AID1849","CID30"
"AID2144","CID30"
"AID2802","CID30"
"AID1399","CID30"
"AID200","CID30"
"AID850","CID30"
"AID1888","CID30"
