AID,BID
AID1,BID127
AID1,BID329
AID1,BID719
AID2,BID768
AID2,BID800
AID2,BID905
AID3,BID146
AID3,BID491
AID3,BID591
AID4,BID103
AID4,BID119
AID4,BID618
AID5,BID128
AID5,BID173
AID5,BID877
AID6,BID13
AID6,BID166
AID6,BID365
AID7,BID222
AID7,BID255
AID7,BID517
AID8,BID207
AID8,BID429
AID8,BID904
AID9,BID110
AID9,BID652
AID9,BID699
AID10,BID331
AID10,BID602
AID10,BID797
AID11,BID382
AID11,BID421
AID11,BID843
AID12,BID668
AID12,BID804
AID12,BID917
AID13,BID288
AID13,BID453
AID13,BID987
AID14,BID1000
AID14,BID435
AID14,BID732
AID15,BID251
AID15,BID290
AID15,BID372
AID16,BID489
AID16,BID584
AID16,BID605
AID17,BID189
AID17,BID699
AID17,BID970
AID18,BID492
AID18,BID682
AID18,BID796
AID19,BID173
AID19,BID193
AID19,BID688
AID20,BID149
AID20,BID376
AID20,BID421
AID21,BID118
AID21,BID604
AID21,BID808
AID22,BID311
AID22,BID6
AID22,BID885
AID23,BID298
AID23,BID672
AID23,BID859
AID24,BID218
AID24,BID624
AID24,BID973
AID25,BID511
AID25,BID736
AID25,BID852
AID26,BID199
AID26,BID611
AID26,BID99
AID27,BID386
AID27,BID847
AID27,BID960
AID28,BID30
AID28,BID498
AID28,BID985
AID29,BID185
AID29,BID558
AID29,BID612
AID30,BID40
AID30,BID729
AID30,BID935
AID31,BID107
AID31,BID594
AID31,BID836
AID32,BID382
AID32,BID445
AID32,BID598
AID33,BID398
AID33,BID907
AID33,BID985
AID34,BID57
AID34,BID589
AID34,BID906
AID35,BID323
AID35,BID877
AID35,BID907
AID36,BID213
AID36,BID33
AID36,BID907
AID37,BID309
AID37,BID632
AID37,BID663
AID38,BID241
AID38,BID477
AID38,BID63
AID39,BID423
AID39,BID58
AID39,BID960
AID40,BID264
AID40,BID482
AID40,BID648
AID41,BID315
AID41,BID452
AID41,BID750
AID42,BID275
AID42,BID535
AID42,BID762
AID43,BID19
AID43,BID687
AID43,BID923
AID44,BID338
AID44,BID496
AID44,BID857
AID45,BID482
AID45,BID776
AID45,BID904
AID46,BID1000
AID46,BID576
AID46,BID61
AID47,BID59
AID47,BID882
AID47,BID947
AID48,BID38
AID48,BID703
AID48,BID986
AID49,BID144
AID49,BID554
AID49,BID701
AID50,BID635
AID50,BID947
AID50,BID960
AID51,BID76
AID51,BID952
AID51,BID974
AID52,BID545
AID52,BID895
AID52,BID980
AID53,BID166
AID53,BID585
AID53,BID638
AID54,BID185
AID54,BID457
AID54,BID486
AID55,BID141
AID55,BID52
AID55,BID614
AID56,BID166
AID56,BID297
AID56,BID967
AID57,BID601
AID57,BID880
AID57,BID915
AID58,BID453
AID58,BID544
AID58,BID962
AID59,BID376
AID59,BID408
AID59,BID695
AID60,BID619
AID60,BID653
AID60,BID780
AID61,BID135
AID61,BID471
AID61,BID603
AID62,BID133
AID62,BID83
AID62,BID957
AID63,BID21
AID63,BID381
AID63,BID577
AID64,BID118
AID64,BID247
AID64,BID477
AID65,BID337
AID65,BID339
AID65,BID989
AID66,BID722
AID66,BID758
AID66,BID787
AID67,BID123
AID67,BID85
AID67,BID954
AID68,BID234
AID68,BID680
AID68,BID906
AID69,BID231
AID69,BID490
AID69,BID996
AID70,BID613
AID70,BID87
AID70,BID916
AID71,BID674
AID71,BID89
AID71,BID925
AID72,BID655
AID72,BID689
AID72,BID891
AID73,BID166
AID73,BID212
AID73,BID567
AID74,BID240
AID74,BID276
AID74,BID502
AID75,BID294
AID75,BID475
AID75,BID932
AID76,BID26
AID76,BID462
AID76,BID923
AID77,BID127
AID77,BID663
AID77,BID923
AID78,BID319
AID78,BID697
AID78,BID832
AID79,BID15
AID79,BID518
AID79,BID558
AID80,BID598
AID80,BID667
AID80,BID879
AID81,BID372
AID81,BID542
AID81,BID761
AID82,BID508
AID82,BID52
AID82,BID840
AID83,BID352
AID83,BID68
AID83,BID690
AID84,BID311
AID84,BID332
AID84,BID573
AID85,BID180
AID85,BID425
AID85,BID550
AID86,BID178
AID86,BID209
AID86,BID931
AID87,BID566
AID87,BID804
AID87,BID956
AID88,BID301
AID88,BID408
AID88,BID483
AID89,BID322
AID89,BID388
AID89,BID869
AID90,BID529
AID90,BID795
AID90,BID800
AID91,BID136
AID91,BID78
AID91,BID808
AID92,BID358
AID92,BID369
AID92,BID594
AID93,BID325
AID93,BID4
AID93,BID515
AID94,BID200
AID94,BID347
AID94,BID987
AID95,BID344
AID95,BID679
AID95,BID890
AID96,BID305
AID96,BID330
AID96,BID978
AID97,BID285
AID97,BID736
AID97,BID942
AID98,BID225
AID98,BID370
AID98,BID813
AID99,BID300
AID99,BID494
AID99,BID697
AID100,BID643
AID100,BID764
AID100,BID898
AID101,BID418
AID101,BID752
AID101,BID890
AID102,BID134
AID102,BID16
AID102,BID399
AID103,BID309
AID103,BID687
AID103,BID865
AID104,BID219
AID104,BID777
AID104,BID906
AID105,BID56
AID105,BID766
AID105,BID814
AID106,BID146
AID106,BID618
AID106,BID877
AID107,BID153
AID107,BID252
AID107,BID271
AID108,BID640
AID108,BID877
AID108,BID981
AID109,BID19
AID109,BID294
AID109,BID87
AID110,BID150
AID110,BID662
AID110,BID747
AID111,BID587
AID111,BID59
AID111,BID684
AID112,BID245
AID112,BID6
AID112,BID788
AID113,BID205
AID113,BID296
AID113,BID499
AID114,BID154
AID114,BID378
AID114,BID752
AID115,BID209
AID115,BID44
AID115,BID516
AID116,BID643
AID116,BID693
AID116,BID860
AID117,BID132
AID117,BID464
AID117,BID803
AID118,BID325
AID118,BID349
AID118,BID82
AID119,BID507
AID119,BID680
AID119,BID705
AID120,BID344
AID120,BID480
AID120,BID910
AID121,BID292
AID121,BID385
AID121,BID938
AID122,BID223
AID122,BID571
AID122,BID618
AID123,BID296
AID123,BID595
AID123,BID721
AID124,BID182
AID124,BID183
AID124,BID976
AID125,BID303
AID125,BID355
AID125,BID498
AID126,BID127
AID126,BID566
AID126,BID828
AID127,BID18
AID127,BID431
AID127,BID717
AID128,BID248
AID128,BID892
AID128,BID990
AID129,BID481
AID129,BID508
AID129,BID57
AID130,BID342
AID130,BID373
AID130,BID848
AID131,BID254
AID131,BID356
AID131,BID736
AID132,BID448
AID132,BID573
AID132,BID984
AID133,BID329
AID133,BID511
AID133,BID836
AID134,BID437
AID134,BID580
AID134,BID99
AID135,BID423
AID135,BID72
AID135,BID772
AID136,BID226
AID136,BID370
AID136,BID498
AID137,BID24
AID137,BID370
AID137,BID379
AID138,BID131
AID138,BID132
AID138,BID610
AID139,BID137
AID139,BID964
AID139,BID990
AID140,BID62
AID140,BID781
AID140,BID939
AID141,BID322
AID141,BID650
AID141,BID885
AID142,BID119
AID142,BID265
AID142,BID737
AID143,BID125
AID143,BID74
AID143,BID821
AID144,BID536
AID144,BID601
AID144,BID671
AID145,BID278
AID145,BID955
AID145,BID990
AID146,BID135
AID146,BID57
AID146,BID593
AID147,BID446
AID147,BID898
AID147,BID971
AID148,BID271
AID148,BID460
AID148,BID812
AID149,BID434
AID149,BID595
AID149,BID655
AID150,BID112
AID150,BID170
AID150,BID269
AID151,BID163
AID151,BID211
AID151,BID789
AID152,BID604
AID152,BID620
AID152,BID924
AID153,BID141
AID153,BID414
AID153,BID903
AID154,BID110
AID154,BID480
AID154,BID902
AID155,BID349
AID155,BID522
AID155,BID813
AID156,BID276
AID156,BID687
AID156,BID71
AID157,BID1000
AID157,BID496
AID157,BID786
AID158,BID578
AID158,BID875
AID158,BID950
AID159,BID479
AID159,BID527
AID159,BID978
AID160,BID366
AID160,BID51
AID160,BID756
AID161,BID590
AID161,BID627
AID161,BID834
AID162,BID525
AID162,BID748
AID162,BID887
AID163,BID123
AID163,BID794
AID163,BID977
AID164,BID591
AID164,BID689
AID164,BID888
AID165,BID81
AID165,BID810
AID165,BID865
AID166,BID258
AID166,BID289
AID166,BID316
AID167,BID574
AID167,BID993
AID167,BID995
AID168,BID603
AID168,BID80
AID168,BID927
AID169,BID129
AID169,BID180
AID169,BID72
AID170,BID23
AID170,BID621
AID170,BID825
AID171,BID350
AID171,BID512
AID171,BID70
AID172,BID332
AID172,BID476
AID172,BID920
AID173,BID226
AID173,BID482
AID173,BID778
AID174,BID486
AID174,BID612
AID174,BID802
AID175,BID245
AID175,BID813
AID175,BID814
AID176,BID114
AID176,BID574
AID176,BID730
AID177,BID449
AID177,BID451
AID177,BID660
AID178,BID152
AID178,BID195
AID178,BID417
AID179,BID3
AID179,BID833
AID179,BID834
AID180,BID340
AID180,BID476
AID180,BID67
AID181,BID281
AID181,BID58
AID181,BID587
AID182,BID204
AID182,BID471
AID182,BID865
AID183,BID172
AID183,BID176
AID183,BID183
AID184,BID274
AID184,BID385
AID184,BID570
AID185,BID106
AID185,BID871
AID185,BID996
AID186,BID195
AID186,BID609
AID186,BID648
AID187,BID170
AID187,BID958
AID187,BID962
AID188,BID557
AID188,BID688
AID188,BID821
AID189,BID518
AID189,BID600
AID189,BID654
AID190,BID549
AID190,BID840
AID190,BID866
AID191,BID1000
AID191,BID235
AID191,BID61
AID192,BID316
AID192,BID38
AID192,BID600
AID193,BID216
AID193,BID371
AID193,BID393
AID194,BID111
AID194,BID314
AID194,BID646
