"AID","CID"
"AID1067","CID1"
"AID2539","CID1"
"AID2651","CID1"
"AID1083","CID1"
"AID1180","CID1"
"AID1435","CID1"
"AID2104","CID1"
"AID2449","CID1"
"AID2646","CID1"
"AID2993","CID1"
"AID930","CID1"
"AID1052","CID1"
"AID2772","CID1"
"AID2839","CID1"
"AID1178","CID1"
"AID1183","CID1"
"AID2693","CID1"
"AID2266","CID1"
"AID1414","CID1"
"AID1530","CID1"
"AID1724","CID1"
"AID1830","CID1"
"AID2801","CID1"
"AID63","CID1"
"AID421","CID1"
"AID897","CID1"
"AID1726","CID1"
"AID1957","CID1"
"AID914","CID1"
"AID1621","CID1"
"AID2212","CID1"
"AID2769","CID1"
"AID1149","CID2"
"AID1292","CID2"
"AID1621","CID2"
"AID525","CID2"
"AID861","CID2"
"AID1653","CID2"
"AID1334","CID2"
"AID1848","CID2"
"AID1854","CID2"
"AID405","CID3"
"AID46","CID3"
"AID2050","CID3"
"AID2067","CID3"
"AID2575","CID3"
"AID2260","CID4"
"AID2697","CID4"
"AID297","CID4"
"AID712","CID4"
"AID1148","CID4"
"AID1502","CID4"
"AID2826","CID4"
"AID138","CID4"
"AID281","CID4"
"AID2436","CID4"
"AID2550","CID4"
"AID1042","CID4"
"AID1305","CID4"
"AID2242","CID4"
"AID2336","CID4"
"AID228","CID4"
"AID702","CID4"
"AID760","CID4"
"AID248","CID5"
"AID1242","CID5"
"AID2054","CID5"
"AID2765","CID5"
"AID974","CID5"
"AID68","CID5"
"AID98","CID5"
"AID484","CID5"
"AID2060","CID5"
"AID2308","CID5"
"AID1428","CID5"
"AID2028","CID5"
"AID2694","CID5"
"AID193","CID5"
"AID199","CID5"
"AID202","CID5"
"AID442","CID5"
"AID449","CID5"
"AID634","CID5"
"AID1134","CID5"
"AID1607","CID5"
"AID1956","CID5"
"AID1003","CID5"
"AID1380","CID5"
"AID1770","CID5"
"AID2615","CID5"
"AID2826","CID5"
"AID756","CID5"
"AID837","CID5"
"AID1968","CID5"
"AID1318","CID5"
"AID2057","CID5"
"AID2478","CID5"
"AID2862","CID6"
"AID1829","CID7"
"AID1929","CID7"
