"AID","CID"
"AID112","CID1"
"AID511","CID1"
"AID859","CID1"
"AID911","CID1"
"AID1074","CID1"
"AID1469","CID1"
"AID1505","CID1"
"AID1594","CID1"
"AID600","CID2"
"AID728","CID2"
"AID933","CID2"
"AID1131","CID2"
"AID1255","CID2"
"AID1558","CID2"
"AID541","CID2"
"AID586","CID2"
"AID1629","CID2"
"AID1638","CID2"
"AID1947","CID2"
"AID289","CID3"
"AID965","CID3"
"AID1431","CID3"
"AID1633","CID3"
"AID484","CID4"
"AID708","CID4"
"AID1151","CID4"
"AID1482","CID4"
"AID879","CID4"
"AID1162","CID4"
"AID1898","CID4"
"AID643","CID5"
"AID865","CID5"
"AID867","CID5"
"AID1111","CID5"
"AID1263","CID5"
"AID1555","CID5"
"AID1620","CID5"
"AID1755","CID5"
"AID1853","CID5"
"AID256","CID5"
"AID319","CID5"
"AID499","CID5"
"AID519","CID5"
"AID647","CID5"
"AID1105","CID5"
"AID1310","CID5"
"AID1446","CID5"
"AID1459","CID5"
"AID1706","CID5"
"AID1769","CID5"
"AID261","CID6"
"AID375","CID6"
"AID830","CID6"
"AID984","CID6"
"AID985","CID6"
"AID1840","CID6"
"AID1915","CID6"
"AID163","CID6"
"AID695","CID6"
"AID1102","CID6"
"AID1224","CID6"
"AID1838","CID6"
"AID314","CID7"
"AID649","CID7"
"AID847","CID7"
"AID946","CID7"
"AID998","CID7"
"AID1211","CID7"
"AID1560","CID7"
"AID1920","CID7"
"AID149","CID7"
"AID280","CID7"
"AID411","CID7"
"AID495","CID7"
"AID597","CID7"
"AID817","CID7"
"AID1862","CID7"
"AID34","CID8"
"AID369","CID8"
"AID747","CID8"
"AID889","CID8"
"AID1016","CID8"
"AID1553","CID8"
"AID1793","CID8"
"AID1829","CID8"
"AID1949","CID8"
"AID817","CID9"
"AID838","CID9"
"AID839","CID9"
"AID1286","CID9"
"AID1449","CID9"
"AID827","CID9"
"AID845","CID9"
"AID947","CID9"
"AID1059","CID9"
"AID1239","CID9"
"AID1982","CID9"
"AID225","CID10"
"AID667","CID10"
"AID1251","CID10"
"AID1536","CID10"
"AID66","CID11"
"AID79","CID11"
"AID369","CID11"
"AID1742","CID11"
"AID1993","CID11"
"AID356","CID12"
"AID543","CID12"
"AID804","CID12"
"AID1657","CID12"
"AID1778","CID12"
"AID71","CID13"
"AID475","CID13"
"AID713","CID13"
"AID792","CID13"
"AID892","CID13"
"AID1250","CID13"
"AID1566","CID13"
"AID1604","CID13"
"AID1948","CID13"
"AID39","CID14"
