AID,BID
AID1,BID2700
AID2,BID1160
AID2,BID2097
AID2,BID2290
AID3,BID2405
AID3,BID924
AID4,BID646
AID4,BID689
AID5,BID2147
AID6,BID2784
AID6,BID2866
AID7,BID2848
AID8,BID1376
AID9,BID2194
AID9,BID844
AID10,BID1421
AID10,BID1990
AID10,BID2795
AID11,BID1185
AID11,BID932
AID12,BID2279
AID12,BID391
AID13,BID1547
AID13,BID2299
AID13,BID249
AID14,BID1364
AID14,BID588
AID15,BID1497
AID15,BID561
AID15,BID564
AID16,BID873
AID17,BID1968
AID18,BID2390
AID18,BID2404
AID18,BID666
AID19,BID2595
AID20,BID18
AID20,BID2903
AID20,BID86
AID21,BID2173
AID21,BID425
AID22,BID211
AID23,BID1798
AID23,BID593
AID23,BID875
AID24,BID1987
AID24,BID690
AID25,BID1142
AID25,BID2817
AID25,BID540
AID26,BID1155
AID27,BID1330
AID27,BID2317
AID27,BID2835
AID28,BID1543
AID28,BID2122
AID28,BID2333
AID29,BID1811
AID29,BID827
AID30,BID216
AID30,BID423
AID31,BID155
AID31,BID1559
AID31,BID2313
AID32,BID1239
AID32,BID2545
AID32,BID2846
AID33,BID1256
AID33,BID2908
AID34,BID1463
AID34,BID863
AID35,BID2076
AID35,BID2483
AID36,BID1945
AID37,BID2555
AID37,BID2854
AID37,BID448
AID38,BID856
AID38,BID915
AID39,BID1531
AID40,BID2301
AID40,BID2472
AID41,BID2795
AID42,BID1422
AID42,BID29
AID42,BID998
AID43,BID1574
AID43,BID1927
AID44,BID2382
AID44,BID905
AID44,BID971
AID45,BID2155
AID46,BID588
AID46,BID6
AID47,BID241
AID47,BID705
AID48,BID1279
AID48,BID2830
AID49,BID238
AID49,BID873
AID49,BID960
AID50,BID1593
AID50,BID1817
AID50,BID1923
AID51,BID1977
AID51,BID199
AID52,BID1417
AID52,BID2080
AID52,BID548
AID53,BID2594
AID54,BID1067
AID54,BID2777
AID55,BID1947
AID56,BID123
AID56,BID275
AID56,BID960
AID57,BID2825
AID58,BID2017
AID58,BID2640
AID58,BID407
AID59,BID177
AID59,BID2977
AID60,BID1182
AID60,BID1291
AID60,BID2557
AID61,BID1611
AID62,BID1171
AID62,BID1953
AID63,BID1518
AID64,BID1459
AID64,BID2687
AID65,BID2067
AID65,BID2425
AID66,BID1681
AID66,BID2977
AID67,BID2400
AID67,BID727
AID68,BID1746
AID68,BID367
AID69,BID2999
AID69,BID711
AID69,BID838
AID70,BID2102
AID71,BID659
AID72,BID1998
AID72,BID2752
AID73,BID1038
AID74,BID1874
AID74,BID2302
AID74,BID339
AID75,BID1096
AID75,BID1450
AID75,BID2243
AID76,BID1830
AID76,BID2942
AID76,BID583
AID77,BID194
AID78,BID54
AID78,BID594
AID79,BID1819
AID79,BID2914
AID79,BID907
AID80,BID2989
AID80,BID570
AID81,BID2118
AID81,BID329
AID82,BID2481
AID82,BID2578
AID83,BID1121
AID83,BID1194
AID83,BID686
AID84,BID1226
AID84,BID348
