CID,BID
CID1,BID1359
CID1,BID1455
CID2,BID2202
CID2,BID2334
CID2,BID2888
CID3,BID2054
CID3,BID2228
CID4,BID103
CID4,BID1063
CID4,BID2571
CID4,BID739
CID5,BID130
CID5,BID2520
CID5,BID396
CID6,BID2071
CID6,BID2310
CID6,BID274
CID6,BID394
CID7,BID1650
CID7,BID2302
CID7,BID813
CID8,BID1989
CID8,BID757
CID9,BID1309
CID9,BID1513
CID9,BID2055
CID9,BID2120
CID10,BID1653
CID10,BID2609
CID11,BID1113
CID11,BID1389
CID11,BID2239
CID11,BID2479
CID12,BID1921
CID12,BID2080
CID13,BID1670
CID13,BID1770
CID14,BID1059
CID14,BID20
CID14,BID639
CID15,BID1536
CID15,BID2167
CID15,BID2379
CID16,BID1637
CID16,BID1827
CID16,BID2959
CID16,BID885
CID17,BID1814
CID17,BID459
CID17,BID827
CID18,BID1173
CID18,BID1726
CID18,BID1949
CID18,BID2313
CID19,BID1603
CID19,BID1841
CID20,BID1151
CID20,BID2192
CID20,BID2913
CID20,BID44
CID21,BID1464
CID21,BID153
CID22,BID1524
CID22,BID1676
CID22,BID787
CID22,BID931
CID23,BID1490
CID23,BID1685
CID23,BID2107
CID23,BID2342
CID24,BID124
CID24,BID2252
CID24,BID2646
CID25,BID1386
CID25,BID1508
CID25,BID1910
CID26,BID1954
CID26,BID2081
CID26,BID2109
CID26,BID601
CID27,BID1826
CID27,BID309
CID28,BID212
CID28,BID566
CID29,BID1308
CID29,BID2232
CID29,BID529
CID30,BID1413
CID30,BID2369
CID31,BID1918
CID31,BID234
CID32,BID169
CID32,BID2200
CID32,BID713
CID33,BID1918
CID33,BID2707
CID33,BID839
CID34,BID1280
CID34,BID2358
CID34,BID2414
CID35,BID1665
CID35,BID2992
CID35,BID66
CID36,BID1060
CID36,BID1356
CID36,BID2736
CID36,BID2953
CID37,BID1042
CID37,BID1506
CID37,BID2471
CID38,BID1052
CID38,BID2915
CID38,BID2927
CID39,BID1634
CID39,BID521
CID40,BID1372
CID40,BID1795
CID40,BID2006
CID40,BID2519
CID41,BID193
CID41,BID2168
CID41,BID558
CID41,BID757
CID42,BID1088
CID42,BID2104
CID42,BID2175
CID43,BID1789
CID43,BID2450
CID43,BID2836
CID43,BID570
CID44,BID1691
CID44,BID176
CID44,BID1846
CID45,BID1523
CID45,BID1968
CID45,BID404
CID45,BID491
CID46,BID2214
CID46,BID2654
CID47,BID1321
CID47,BID2243
CID47,BID2656
CID47,BID702
CID48,BID2314
CID48,BID453
CID49,BID1631
CID49,BID2564
CID49,BID863
CID50,BID1180
CID50,BID1511
CID50,BID2129
CID51,BID1623
CID51,BID57
CID51,BID837
CID52,BID1824
CID52,BID2557
CID53,BID1930
CID53,BID2396
CID53,BID2648
CID53,BID399
CID54,BID1308
