CID,DID
CID1,DID820
CID1,DID939
CID2,DID573
CID2,DID870
CID3,DID345
CID3,DID91
CID4,DID486
CID4,DID623
CID5,DID821
CID5,DID951
CID6,DID73
CID6,DID889
CID7,DID162
CID7,DID394
CID8,DID403
CID8,DID732
CID9,DID713
CID9,DID868
CID10,DID383
CID10,DID425
CID11,DID232
CID11,DID834
CID12,DID387
CID12,DID580
CID13,DID550
CID13,DID603
CID14,DID386
CID14,DID544
CID15,DID492
CID15,DID652
CID16,DID726
CID16,DID875
CID17,DID201
CID17,DID699
CID18,DID216
CID18,DID961
CID19,DID467
CID19,DID993
CID20,DID333
CID20,DID450
CID21,DID197
CID21,DID370
CID22,DID449
CID22,DID8
CID23,DID322
CID23,DID787
CID24,DID251
CID24,DID339
CID25,DID327
CID25,DID575
CID26,DID101
CID26,DID561
CID27,DID290
CID27,DID319
CID28,DID349
CID28,DID930
CID29,DID591
CID29,DID886
CID30,DID376
CID30,DID731
CID31,DID15
CID31,DID810
CID32,DID277
CID32,DID827
CID33,DID765
CID33,DID924
CID34,DID266
CID34,DID803
CID35,DID222
CID35,DID263
CID36,DID814
CID36,DID818
CID37,DID644
CID37,DID654
CID38,DID261
CID38,DID556
CID39,DID330
CID39,DID332
CID40,DID188
CID40,DID27
CID41,DID806
CID41,DID81
CID42,DID417
CID42,DID423
CID43,DID342
CID43,DID522
CID44,DID624
CID44,DID632
CID45,DID586
CID45,DID980
CID46,DID50
CID46,DID851
CID47,DID286
CID47,DID809
CID48,DID242
CID48,DID58
CID49,DID147
CID49,DID759
CID50,DID181
CID50,DID991
CID51,DID187
CID51,DID754
CID52,DID708
CID52,DID777
CID53,DID198
CID53,DID431
CID54,DID190
CID54,DID865
CID55,DID322
CID55,DID995
CID56,DID567
CID56,DID850
CID57,DID550
CID57,DID926
CID58,DID272
CID58,DID511
CID59,DID338
CID59,DID50
CID60,DID461
CID60,DID546
CID61,DID322
CID61,DID434
CID62,DID32
CID62,DID42
CID63,DID739
CID63,DID907
CID64,DID188
CID64,DID42
CID65,DID186
CID65,DID47
CID66,DID440
CID66,DID52
CID67,DID539
CID67,DID688
CID68,DID448
CID68,DID50
CID69,DID260
CID69,DID814
CID70,DID158
CID70,DID926
CID71,DID439
CID71,DID736
CID72,DID581
CID72,DID632
CID73,DID559
CID73,DID776
CID74,DID596
CID74,DID967
CID75,DID269
CID75,DID684
CID76,DID506
CID76,DID971
CID77,DID191
CID77,DID582
CID78,DID348
CID78,DID828
CID79,DID196
CID79,DID480
CID80,DID180
CID80,DID951
CID81,DID341
CID81,DID492
CID82,DID165
CID82,DID538
CID83,DID594
CID83,DID82
CID84,DID741
CID84,DID898
CID85,DID344
CID85,DID830
CID86,DID196
CID86,DID689
CID87,DID181
