AID,BID
AID1,BID2175
AID2,BID1254
AID2,BID2355
AID2,BID2393
AID3,BID1792
AID4,BID1082
AID4,BID1427
AID4,BID2930
AID5,BID1461
AID6,BID2274
AID6,BID2466
AID7,BID1950
AID7,BID637
AID8,BID2463
AID9,BID1982
AID9,BID2018
AID10,BID1255
AID10,BID2051
AID10,BID66
AID11,BID1519
AID12,BID1683
AID12,BID357
AID13,BID1209
AID14,BID300
AID14,BID967
AID15,BID1564
AID15,BID179
AID15,BID2901
AID16,BID1544
AID16,BID668
AID17,BID496
AID18,BID1191
AID18,BID363
AID18,BID783
AID19,BID2500
AID19,BID878
AID19,BID982
AID20,BID1225
AID20,BID707
AID21,BID1136
AID21,BID1501
AID21,BID2141
AID22,BID1378
AID22,BID1851
AID22,BID1936
AID23,BID1500
AID23,BID1642
AID23,BID2818
AID24,BID1209
AID25,BID1542
AID25,BID362
AID25,BID680
AID26,BID2049
AID26,BID2401
AID26,BID2480
AID27,BID2727
AID27,BID495
AID27,BID656
AID28,BID2072
AID28,BID399
AID29,BID1261
AID30,BID214
AID31,BID2110
AID31,BID282
AID31,BID506
AID32,BID1380
AID32,BID1659
AID32,BID2543
AID33,BID1317
AID34,BID260
AID35,BID1610
AID35,BID2530
AID36,BID714
AID37,BID1367
AID37,BID172
AID38,BID1037
AID38,BID1491
AID38,BID1787
AID39,BID1695
AID39,BID2665
AID39,BID361
AID40,BID2280
AID40,BID2340
AID41,BID1453
AID42,BID1168
AID42,BID2706
AID43,BID1105
AID43,BID1836
AID43,BID2727
AID44,BID1274
AID44,BID2000
AID44,BID377
AID45,BID1480
AID46,BID1416
AID46,BID953
AID47,BID2154
AID48,BID1756
AID48,BID2827
AID48,BID663
AID49,BID1781
AID50,BID2416
AID50,BID2987
AID51,BID1089
AID51,BID2088
AID52,BID1510
AID52,BID2211
AID52,BID704
AID53,BID2330
AID53,BID316
AID53,BID657
AID54,BID100
AID54,BID2755
AID54,BID946
AID55,BID2543
AID55,BID2567
AID56,BID220
AID56,BID75
AID57,BID2264
AID57,BID356
AID58,BID2792
AID58,BID544
AID59,BID173
AID59,BID418
AID59,BID920
AID60,BID1865
AID61,BID2177
AID62,BID1793
AID62,BID2681
AID63,BID1136
AID63,BID503
AID64,BID2317
AID64,BID2580
AID64,BID845
AID65,BID1836
AID65,BID2412
AID66,BID123
AID67,BID1305
AID67,BID1339
AID67,BID729
AID68,BID2552
AID69,BID279
AID70,BID1682
AID70,BID861
AID71,BID1581
AID71,BID1601
AID71,BID1970
AID72,BID2494
AID73,BID2494
