AID,BID
AID1,BID1259
AID1,BID127
AID1,BID947
AID2,BID1180
AID2,BID1894
AID2,BID278
AID3,BID989
AID4,BID1641
AID5,BID1030
AID5,BID1570
AID5,BID1813
AID6,BID1053
AID6,BID1304
AID6,BID1428
AID7,BID1179
AID7,BID2996
AID8,BID2427
AID8,BID982
AID9,BID1550
AID9,BID1817
AID9,BID2145
AID10,BID173
AID10,BID2516
AID11,BID1391
AID11,BID2114
AID11,BID73
AID12,BID1000
AID12,BID2974
AID12,BID835
AID13,BID2266
AID14,BID537
AID15,BID1067
AID16,BID1857
AID16,BID1996
AID16,BID1997
AID17,BID1778
AID17,BID2701
AID17,BID794
AID18,BID1307
AID18,BID176
AID19,BID1297
AID19,BID1903
AID19,BID967
AID20,BID1317
AID20,BID2532
AID21,BID1066
AID21,BID2015
AID21,BID351
AID22,BID1816
AID22,BID2282
AID22,BID2913
AID23,BID1884
AID23,BID2077
AID23,BID888
AID24,BID2673
AID25,BID94
AID26,BID282
AID27,BID2279
AID28,BID2392
AID28,BID2622
AID29,BID2369
AID29,BID2657
AID30,BID1688
AID30,BID486
AID30,BID640
AID31,BID1348
AID31,BID2359
AID31,BID2985
AID32,BID1094
AID32,BID1921
AID32,BID1926
AID33,BID158
AID33,BID2085
AID34,BID1023
AID34,BID452
AID35,BID1229
AID35,BID1412
AID35,BID2136
AID36,BID2052
AID36,BID2839
AID36,BID878
AID37,BID406
AID38,BID2032
AID38,BID682
AID39,BID1207
AID39,BID2998
AID39,BID368
AID40,BID2224
AID41,BID2592
AID41,BID2988
AID42,BID1196
AID42,BID175
AID42,BID1988
AID43,BID1537
AID43,BID1554
AID43,BID1898
AID44,BID1504
AID44,BID1553
AID44,BID374
AID45,BID1069
AID45,BID1915
AID45,BID2558
AID46,BID2042
AID46,BID2303
AID46,BID2434
AID47,BID2837
AID47,BID2988
AID47,BID571
AID48,BID1143
AID48,BID1270
AID48,BID1622
AID49,BID1941
AID50,BID108
AID50,BID1854
AID51,BID2856
AID51,BID723
AID52,BID1106
AID52,BID2761
AID53,BID952
AID54,BID2109
AID54,BID2132
AID55,BID1990
AID55,BID2729
AID55,BID735
AID56,BID1267
AID56,BID2240
AID56,BID2613
AID57,BID1466
AID57,BID378
AID58,BID181
AID58,BID2209
AID58,BID2449
AID59,BID2301
AID59,BID988
AID60,BID2602
AID61,BID2027
AID62,BID778
AID63,BID1300
AID63,BID2359
AID63,BID620
AID64,BID2451
AID65,BID1244
AID66,BID1507
AID66,BID2822
AID67,BID1055
AID67,BID1216
AID67,BID2462
AID68,BID292
AID69,BID1806
AID69,BID2020
AID69,BID2689
AID70,BID116
AID71,BID2614
AID72,BID2944
AID73,BID1156
AID73,BID2695
AID73,BID376
AID74,BID1211
AID74,BID2107
AID74,BID638
AID75,BID1256
AID75,BID627
AID75,BID902
AID76,BID2615
AID76,BID653
AID77,BID1851
AID77,BID1912
AID77,BID715
AID78,BID2991
AID78,BID553
AID79,BID1065
AID79,BID2263
AID79,BID2644
AID80,BID2237
AID80,BID2491
AID80,BID2547
AID81,BID230
AID81,BID2550
AID82,BID2094
AID82,BID2906
AID83,BID2093
AID83,BID472
AID84,BID2487
AID85,BID1055
AID85,BID1772
AID85,BID2109
AID86,BID1108
AID86,BID2356
AID86,BID488
AID87,BID2716
AID88,BID2513
AID88,BID421
AID89,BID2251
AID90,BID64
AID91,BID1922
AID92,BID1210
AID92,BID1999
AID93,BID257
AID94,BID2288
AID94,BID2900
AID94,BID642
AID95,BID2336
AID95,BID2537
AID96,BID833
AID97,BID1691
AID97,BID2825
AID97,BID919
AID98,BID1727
AID98,BID2215
AID98,BID803
AID99,BID2247
AID99,BID487
AID99,BID988
AID100,BID1448
AID100,BID1941
AID100,BID616
AID101,BID1106
AID101,BID2825
AID101,BID821
AID102,BID393
AID103,BID1761
AID104,BID1930
AID104,BID2266
AID104,BID793
AID105,BID2039
AID106,BID16
AID107,BID1355
AID107,BID199
AID107,BID930
AID108,BID1702
AID109,BID2848
AID109,BID924
AID110,BID2404
AID111,BID1883
AID111,BID2782
AID111,BID2826
AID112,BID1255
AID112,BID1589
AID112,BID1714
AID113,BID1426
AID113,BID179
AID114,BID1875
AID115,BID2200
AID115,BID667
AID116,BID1375
AID116,BID2604
AID117,BID1277
AID117,BID940
AID118,BID1068
AID118,BID2649
AID118,BID698
AID119,BID872
AID120,BID1809
AID121,BID1342
AID121,BID2389
AID122,BID1209
AID122,BID1466
AID122,BID2698
AID123,BID403
AID124,BID1387
AID124,BID2021
AID125,BID1994
AID125,BID307
AID125,BID310
AID126,BID1818
AID126,BID792
AID127,BID2037
AID127,BID2132
AID127,BID738
AID128,BID1345
AID129,BID1636
AID129,BID1862
AID129,BID1917
AID130,BID435
AID131,BID1916
AID131,BID346
AID131,BID840
AID132,BID2172
AID133,BID1682
AID133,BID448
AID134,BID1092
AID135,BID2093
AID136,BID1486
AID136,BID607
AID136,BID675
AID137,BID2825
AID138,BID852
AID139,BID1082
AID139,BID1751
AID139,BID2821
AID140,BID178
AID140,BID729
AID141,BID1305
AID141,BID1380
AID141,BID774
AID142,BID2966
AID143,BID2052
AID143,BID503
AID144,BID63
AID144,BID978
AID145,BID2188
AID145,BID2465
AID146,BID201
AID146,BID2130
AID147,BID935
AID148,BID221
AID148,BID58
AID148,BID637
AID149,BID1247
AID149,BID223
AID149,BID2842
AID150,BID559
AID151,BID1174
AID152,BID291
AID152,BID73
AID153,BID1693
AID153,BID2232
AID153,BID487
AID154,BID1127
AID154,BID1326
AID154,BID296
AID155,BID143
AID155,BID2653
AID156,BID2753
AID157,BID2654
AID158,BID1285
AID159,BID1146
AID159,BID208
AID159,BID2221
AID160,BID2648
AID161,BID1824
AID161,BID2126
AID161,BID2423
AID162,BID1851
AID162,BID2371
AID163,BID1101
AID163,BID2843
AID163,BID922
AID164,BID1151
AID164,BID787
AID165,BID2093
AID165,BID430
AID166,BID1972
AID166,BID2744
AID167,BID1503
AID167,BID1936
AID167,BID910
AID168,BID1339
AID168,BID2646
AID169,BID1141
AID169,BID2655
AID170,BID271
AID170,BID2960
AID171,BID503
AID172,BID1029
AID172,BID1123
AID173,BID2570
AID174,BID123
AID175,BID1210
AID175,BID2927
AID175,BID322
AID176,BID990
AID177,BID1814
