"AID","DID"
"AID1","DID424"
"AID1","DID636"
"AID2","DID555"
"AID2","DID962"
"AID2","DID866"
"AID2","DID954"
"AID3","DID16"
"AID3","DID182"
"AID3","DID247"
"AID3","DID519"
"AID3","DID301"
"AID3","DID399"
"AID3","DID405"
"AID3","DID874"
"AID3","DID165"
"AID3","DID515"
"AID4","DID306"
"AID4","DID8"
"AID4","DID317"
"AID4","DID620"
"AID4","DID520"
"AID4","DID535"
"AID4","DID704"
"AID4","DID907"
"AID4","DID527"
"AID4","DID928"
"AID5","DID322"
"AID5","DID429"
"AID5","DID107"
"AID5","DID418"
"AID5","DID292"
"AID5","DID875"
"AID5","DID555"
"AID5","DID653"
"AID5","DID502"
"AID5","DID818"
"AID5","DID144"
"AID5","DID648"
"AID5","DID418"
"AID5","DID960"
"AID6","DID275"
"AID6","DID383"
"AID6","DID26"
"AID6","DID701"
"AID6","DID278"
"AID6","DID761"
"AID6","DID742"
"AID6","DID928"
"AID6","DID91"
"AID6","DID97"
"AID6","DID132"
"AID6","DID314"
"AID7","DID50"
"AID7","DID523"
"AID7","DID114"
"AID7","DID122"
"AID7","DID674"
"AID7","DID703"
"AID7","DID547"
"AID7","DID960"
"AID8","DID208"
"AID8","DID532"
"AID8","DID753"
"AID8","DID792"
"AID8","DID233"
"AID8","DID849"
"AID8","DID385"
"AID8","DID954"
"AID8","DID530"
"AID8","DID893"
"AID8","DID613"
"AID8","DID673"
"AID8","DID308"
"AID8","DID795"
"AID8","DID127"
"AID8","DID302"
"AID8","DID124"
"AID8","DID483"
"AID8","DID369"
"AID8","DID559"
"AID8","DID602"
"AID8","DID904"
"AID9","DID168"
"AID9","DID174"
"AID9","DID142"
"AID9","DID862"
"AID9","DID772"
"AID9","DID992"
"AID9","DID138"
"AID9","DID18"
"AID9","DID108"
"AID9","DID961"
"AID10","DID135"
"AID10","DID627"
"AID10","DID101"
"AID10","DID983"
"AID10","DID385"
"AID10","DID735"
"AID10","DID400"
"AID10","DID761"
"AID10","DID806"
"AID10","DID972"
"AID11","DID586"
"AID11","DID754"
"AID11","DID228"
"AID11","DID640"
"AID12","DID280"
"AID12","DID508"
"AID12","DID413"
"AID12","DID865"
"AID12","DID716"
"AID12","DID99"
"AID12","DID155"
"AID12","DID49"
"AID12","DID232"
"AID12","DID573"
"AID12","DID402"
"AID12","DID810"
"AID12","DID906"
"AID12","DID989"
"AID13","DID264"
"AID13","DID423"
"AID13","DID422"
"AID13","DID702"
"AID13","DID33"
"AID13","DID901"
"AID13","DID601"
"AID13","DID763"
"AID13","DID476"
"AID13","DID684"
"AID13","DID271"
"AID13","DID329"
"AID14","DID114"
"AID14","DID836"
"AID15","DID133"
"AID15","DID471"
"AID15","DID627"
"AID15","DID682"
"AID15","DID235"
"AID15","DID91"
"AID15","DID919"
"AID15","DID99"
"AID16","DID623"
"AID16","DID918"
"AID16","DID192"
"AID16","DID531"
"AID16","DID511"
"AID16","DID538"
"AID16","DID31"
"AID16","DID873"
"AID17","DID57"
"AID17","DID58"
"AID17","DID270"
"AID17","DID881"
"AID17","DID245"
"AID17","DID72"
"AID17","DID752"
"AID17","DID9"
"AID17","DID533"
"AID17","DID633"
"AID18","DID484"
"AID18","DID600"
"AID18","DID780"
"AID18","DID900"
"AID18","DID296"
"AID18","DID839"
"AID18","DID458"
"AID18","DID811"
"AID19","DID267"
"AID19","DID632"
"AID19","DID180"
"AID19","DID386"
"AID19","DID247"
"AID19","DID734"
"AID19","DID717"
"AID19","DID736"
"AID19","DID400"
"AID19","DID572"
"AID20","DID118"
"AID20","DID880"
"AID20","DID211"
"AID20","DID354"
"AID21","DID685"
"AID21","DID736"
"AID21","DID249"
"AID21","DID634"
"AID22","DID255"
"AID22","DID78"
"AID22","DID709"
"AID22","DID829"
"AID22","DID770"
"AID22","DID83"
"AID22","DID163"
"AID22","DID668"
"AID22","DID203"
"AID22","DID552"
"AID23","DID398"
"AID23","DID80"
"AID23","DID190"
"AID23","DID542"
"AID23","DID447"
"AID23","DID547"
"AID23","DID802"
"AID23","DID95"
"AID23","DID625"
"AID23","DID665"
"AID24","DID652"
"AID24","DID680"
"AID24","DID222"
"AID24","DID513"
"AID25","DID488"
"AID25","DID857"
"AID25","DID203"
"AID25","DID857"
"AID25","DID168"
"AID25","DID501"
"AID25","DID259"
"AID25","DID604"
"AID25","DID555"
"AID25","DID747"
"AID25","DID65"
