"BID","DID"
"BID1359","DID1133"
"BID1455","DID1133"
"BID1359","DID1334"
"BID1455","DID1334"
"BID1359","DID211"
"BID1455","DID211"
"BID1359","DID315"
"BID1455","DID315"
"BID2202","DID1298"
"BID2334","DID1298"
"BID2888","DID1298"
"BID2202","DID270"
"BID2334","DID270"
"BID2888","DID270"
"BID2202","DID390"
"BID2334","DID390"
"BID2888","DID390"
"BID2202","DID585"
"BID2334","DID585"
"BID2888","DID585"
"BID2202","DID662"
"BID2334","DID662"
"BID2888","DID662"
"BID2202","DID748"
"BID2334","DID748"
"BID2888","DID748"
"BID2054","DID1160"
"BID2228","DID1160"
"BID2054","DID1206"
"BID2228","DID1206"
"BID2054","DID1345"
"BID2228","DID1345"
"BID2054","DID1439"
"BID2228","DID1439"
"BID2054","DID478"
"BID2228","DID478"
"BID2054","DID739"
"BID2228","DID739"
"BID103","DID1386"
"BID1063","DID1386"
"BID2571","DID1386"
"BID739","DID1386"
"BID103","DID1433"
"BID1063","DID1433"
"BID2571","DID1433"
"BID739","DID1433"
"BID130","DID147"
"BID2520","DID147"
"BID396","DID147"
"BID130","DID215"
"BID2520","DID215"
"BID396","DID215"
"BID130","DID359"
"BID2520","DID359"
"BID396","DID359"
"BID130","DID540"
"BID2520","DID540"
"BID396","DID540"
"BID130","DID883"
"BID2520","DID883"
"BID396","DID883"
"BID2071","DID117"
"BID2310","DID117"
"BID274","DID117"
"BID394","DID117"
"BID1650","DID1108"
"BID2302","DID1108"
"BID813","DID1108"
"BID1650","DID25"
"BID2302","DID25"
"BID813","DID25"
"BID1650","DID274"
"BID2302","DID274"
"BID813","DID274"
"BID1650","DID586"
"BID2302","DID586"
"BID813","DID586"
"BID1989","DID1158"
"BID757","DID1158"
"BID1989","DID371"
"BID757","DID371"
"BID1309","DID1259"
"BID1513","DID1259"
"BID2055","DID1259"
"BID2120","DID1259"
"BID1309","DID1411"
"BID1513","DID1411"
"BID2055","DID1411"
"BID2120","DID1411"
"BID1309","DID458"
"BID1513","DID458"
"BID2055","DID458"
"BID2120","DID458"
"BID1653","DID1414"
"BID2609","DID1414"
"BID1653","DID147"
"BID2609","DID147"
"BID1653","DID478"
"BID2609","DID478"
"BID1653","DID854"
"BID2609","DID854"
"BID1113","DID1070"
"BID1389","DID1070"
"BID2239","DID1070"
"BID2479","DID1070"
"BID1113","DID1260"
"BID1389","DID1260"
"BID2239","DID1260"
"BID2479","DID1260"
"BID1921","DID1189"
"BID2080","DID1189"
"BID1670","DID1398"
"BID1770","DID1398"
"BID1670","DID419"
"BID1770","DID419"
"BID1670","DID947"
"BID1770","DID947"
"BID1059","DID802"
"BID20","DID802"
"BID639","DID802"
"BID1536","DID1350"
"BID2167","DID1350"
"BID2379","DID1350"
"BID1536","DID1464"
"BID2167","DID1464"
"BID2379","DID1464"
"BID1637","DID266"
"BID1827","DID266"
"BID2959","DID266"
"BID885","DID266"
"BID1814","DID227"
"BID459","DID227"
"BID827","DID227"
"BID1173","DID1070"
"BID1726","DID1070"
"BID1949","DID1070"
"BID2313","DID1070"
"BID1173","DID762"
"BID1726","DID762"
"BID1949","DID762"
"BID2313","DID762"
"BID1603","DID714"
"BID1841","DID714"
"BID1151","DID126"
"BID2192","DID126"
"BID2913","DID126"
"BID44","DID126"
"BID1151","DID868"
"BID2192","DID868"
"BID2913","DID868"
"BID44","DID868"
"BID1464","DID1134"
"BID153","DID1134"
"BID1464","DID135"
"BID153","DID135"
"BID1524","DID145"
"BID1676","DID145"
"BID787","DID145"
"BID931","DID145"
"BID1524","DID316"
"BID1676","DID316"
"BID787","DID316"
"BID931","DID316"
"BID1524","DID433"
"BID1676","DID433"
"BID787","DID433"
"BID931","DID433"
"BID1524","DID962"
"BID1676","DID962"
"BID787","DID962"
"BID931","DID962"
"BID1490","DID176"
"BID1685","DID176"
"BID2107","DID176"
"BID2342","DID176"
"BID1490","DID240"
"BID1685","DID240"
"BID2107","DID240"
"BID2342","DID240"
"BID124","DID407"
"BID2252","DID407"
"BID2646","DID407"
"BID124","DID957"
"BID2252","DID957"
"BID2646","DID957"
"BID1386","DID239"
"BID1508","DID239"
"BID1910","DID239"
"BID1386","DID659"
"BID1508","DID659"
"BID1910","DID659"
"BID1954","DID1118"
"BID2081","DID1118"
"BID2109","DID1118"
"BID601","DID1118"
"BID1954","DID1160"
"BID2081","DID1160"
"BID2109","DID1160"
"BID601","DID1160"
"BID1954","DID282"
"BID2081","DID282"
"BID2109","DID282"
"BID601","DID282"
"BID1954","DID856"
"BID2081","DID856"
"BID2109","DID856"
"BID601","DID856"
"BID1954","DID981"
"BID2081","DID981"
"BID2109","DID981"
"BID601","DID981"
"BID1826","DID1076"
"BID309","DID1076"
"BID1826","DID388"
"BID309","DID388"
"BID1826","DID776"
"BID309","DID776"
"BID1826","DID794"
"BID309","DID794"
"BID212","DID1178"
"BID566","DID1178"
"BID1308","DID1297"
"BID2232","DID1297"
"BID529","DID1297"
"BID1308","DID308"
"BID2232","DID308"
"BID529","DID308"
"BID1308","DID527"
"BID2232","DID527"
"BID529","DID527"
"BID1308","DID661"
"BID2232","DID661"
"BID529","DID661"
"BID1308","DID69"
"BID2232","DID69"
"BID529","DID69"
"BID1308","DID709"
"BID2232","DID709"
"BID529","DID709"
"BID1413","DID1337"
"BID2369","DID1337"
"BID1413","DID1443"
"BID2369","DID1443"
"BID1413","DID455"
"BID2369","DID455"
"BID1413","DID688"
"BID2369","DID688"
"BID1413","DID692"
"BID2369","DID692"
"BID1413","DID774"
"BID2369","DID774"
"BID1918","DID1214"
"BID234","DID1214"
"BID1918","DID1313"
"BID234","DID1313"
"BID1918","DID1352"
"BID234","DID1352"
"BID1918","DID1422"
"BID234","DID1422"
"BID1918","DID890"
"BID234","DID890"
"BID1918","DID984"
"BID234","DID984"
"BID169","DID1081"
"BID2200","DID1081"
"BID713","DID1081"
"BID169","DID1330"
"BID2200","DID1330"
"BID713","DID1330"
"BID169","DID38"
"BID2200","DID38"
"BID713","DID38"
"BID1918","DID865"
"BID2707","DID865"
"BID839","DID865"
"BID1280","DID1452"
"BID2358","DID1452"
"BID2414","DID1452"
"BID1665","DID292"
"BID2992","DID292"
"BID66","DID292"
"BID1665","DID300"
"BID2992","DID300"
"BID66","DID300"
"BID1665","DID695"
"BID2992","DID695"
"BID66","DID695"
"BID1060","DID499"
"BID1356","DID499"
"BID2736","DID499"
"BID2953","DID499"
"BID1060","DID795"
"BID1356","DID795"
"BID2736","DID795"
"BID2953","DID795"
"BID1042","DID560"
"BID1506","DID560"
"BID2471","DID560"
"BID1042","DID897"
"BID1506","DID897"
"BID2471","DID897"
"BID1052","DID170"
"BID2915","DID170"
"BID2927","DID170"
"BID1052","DID286"
"BID2915","DID286"
"BID2927","DID286"
"BID1052","DID693"
"BID2915","DID693"
"BID2927","DID693"
"BID1634","DID1147"
"BID521","DID1147"
"BID1634","DID288"
"BID521","DID288"
"BID1634","DID720"
"BID521","DID720"
"BID1372","DID895"
"BID1795","DID895"
"BID2006","DID895"
"BID2519","DID895"
"BID1372","DID968"
"BID1795","DID968"
"BID2006","DID968"
"BID2519","DID968"
"BID193","DID1222"
"BID2168","DID1222"
"BID558","DID1222"
"BID757","DID1222"
"BID193","DID260"
"BID2168","DID260"
"BID558","DID260"
"BID757","DID260"
"BID193","DID355"
"BID2168","DID355"
"BID558","DID355"
"BID757","DID355"
"BID193","DID411"
"BID2168","DID411"
"BID558","DID411"
"BID757","DID411"
