"AID","CID"
"AID1471","CID1"
"AID983","CID1"
"AID181","CID2"
"AID1911","CID2"
"AID2420","CID2"
"AID909","CID2"
"AID1094","CID2"
"AID1249","CID2"
"AID1666","CID3"
"AID2235","CID3"
"AID62","CID4"
"AID815","CID4"
"AID1010","CID5"
"AID1286","CID6"
"AID2570","CID7"
"AID241","CID7"
"AID572","CID7"
"AID321","CID8"
"AID1604","CID9"
"AID2268","CID9"
"AID2925","CID9"
"AID647","CID9"
"AID844","CID9"
"AID487","CID11"
"AID1774","CID11"
"AID549","CID12"
"AID460","CID12"
"AID528","CID12"
"AID1985","CID12"
"AID52","CID13"
"AID620","CID13"
"AID2772","CID13"
"AID102","CID13"
"AID882","CID13"
"AID2770","CID13"
"AID683","CID13"
"AID827","CID14"
"AID1603","CID14"
"AID2162","CID14"
"AID287","CID14"
"AID537","CID14"
"AID401","CID15"
"AID2367","CID15"
"AID2909","CID15"
"AID697","CID15"
"AID1779","CID15"
"AID2086","CID15"
"AID2650","CID16"
"AID1803","CID16"
"AID246","CID17"
"AID1546","CID17"
"AID1930","CID17"
"AID2669","CID17"
"AID1408","CID17"
"AID1686","CID17"
"AID2088","CID17"
"AID1271","CID17"
"AID1621","CID17"
"AID71","CID18"
"AID1421","CID18"
"AID340","CID18"
"AID1981","CID18"
"AID1450","CID19"
"AID2382","CID19"
"AID2730","CID19"
"AID818","CID19"
"AID1950","CID19"
"AID439","CID19"
"AID2488","CID19"
"AID1839","CID20"
"AID455","CID20"
"AID698","CID20"
"AID726","CID20"
"AID637","CID21"
"AID1208","CID21"
"AID2363","CID21"
"AID1567","CID21"
"AID1305","CID21"
"AID2493","CID21"
"AID1094","CID22"
"AID2559","CID22"
"AID2761","CID22"
"AID2083","CID23"
"AID2181","CID23"
"AID2870","CID23"
"AID154","CID24"
"AID186","CID24"
"AID1635","CID24"
"AID58","CID24"
"AID451","CID24"
"AID1479","CID24"
"AID2960","CID24"
"AID895","CID25"
"AID2855","CID25"
"AID1129","CID25"
"AID616","CID26"
"AID2412","CID26"
"AID2898","CID26"
"AID169","CID26"
"AID2277","CID26"
"AID385","CID27"
"AID2927","CID27"
"AID2932","CID27"
"AID1330","CID28"
"AID2087","CID28"
"AID434","CID28"
"AID1421","CID29"
"AID1414","CID29"
"AID2886","CID29"
"AID1135","CID29"
"AID1631","CID29"
"AID929","CID30"
"AID2060","CID30"
"AID2152","CID30"
"AID206","CID31"
"AID1192","CID31"
"AID1458","CID31"
"AID2525","CID31"
"AID216","CID32"
"AID920","CID32"
"AID1293","CID32"
"AID1109","CID32"
"AID2073","CID32"
"AID478","CID33"
"AID1353","CID33"
"AID2444","CID34"
"AID677","CID34"
"AID2966","CID34"
"AID155","CID34"
"AID1668","CID34"
"AID1734","CID34"
"AID15","CID35"
"AID2253","CID36"
"AID1952","CID36"
"AID2426","CID36"
"AID2563","CID36"
"AID1491","CID36"
"AID583","CID37"
"AID776","CID37"
"AID1647","CID37"
"AID2229","CID37"
"AID923","CID37"
"AID1689","CID38"
"AID1790","CID39"
"AID715","CID39"
"AID1792","CID39"
"AID81","CID39"
"AID2145","CID39"
"AID225","CID39"
"AID866","CID40"
"AID1076","CID40"
"AID1132","CID40"
"AID35","CID41"
"AID251","CID41"
"AID1313","CID41"
"AID2714","CID41"
"AID1984","CID42"
"AID1427","CID42"
"AID872","CID42"
"AID2053","CID43"
"AID757","CID43"
"AID960","CID43"
"AID451","CID43"
"AID1479","CID43"
"AID2960","CID43"
"AID532","CID44"
"AID578","CID44"
"AID1929","CID44"
"AID47","CID44"
"AID1360","CID45"
"AID2142","CID45"
"AID1443","CID46"
"AID1808","CID46"
"AID1731","CID47"
"AID197","CID47"
"AID308","CID47"
"AID674","CID47"
"AID893","CID48"
"AID2090","CID48"
"AID1978","CID48"
"AID436","CID48"
"AID1119","CID48"
"AID1387","CID49"
"AID2745","CID49"
"AID2396","CID50"
"AID101","CID50"
"AID1442","CID50"
"AID652","CID51"
"AID93","CID52"
"AID2042","CID52"
"AID1835","CID52"
"AID2895","CID53"
"AID1465","CID53"
"AID2371","CID53"
"AID2584","CID53"
"AID1545","CID54"
"AID1924","CID54"
"AID2328","CID54"
"AID1763","CID55"
"AID1939","CID55"
"AID2675","CID55"
"AID2237","CID55"
"AID1918","CID56"
"AID338","CID56"
"AID724","CID57"
"AID1044","CID57"
"AID2493","CID57"
"AID597","CID58"
"AID1322","CID58"
"AID2253","CID58"
"AID1750","CID59"
"AID1179","CID60"
"AID841","CID61"
"AID1174","CID61"
"AID324","CID61"
"AID599","CID62"
"AID2071","CID62"
"AID2343","CID62"
"AID8","CID63"
"AID1649","CID63"
"AID2788","CID63"
"AID2824","CID63"
"AID9","CID63"
"AID2984","CID63"
"AID1239","CID63"
"AID2867","CID63"
"AID134","CID64"
"AID1489","CID64"
"AID2514","CID64"
"AID2526","CID65"
"AID1959","CID65"
"AID2736","CID65"
"AID1922","CID66"
"AID388","CID66"
"AID146","CID67"
"AID721","CID67"
"AID1156","CID67"
"AID2932","CID68"
"AID22","CID69"
"AID275","CID69"
"AID1269","CID69"
"AID1335","CID69"
"AID1951","CID69"
"AID233","CID69"
"AID567","CID69"
"AID1405","CID69"
"AID1466","CID70"
"AID2470","CID70"
"AID9","CID70"
"AID2984","CID70"
"AID2176","CID71"
"AID313","CID71"
"AID1253","CID71"
"AID2007","CID71"
"AID2888","CID71"
"AID2898","CID71"
"AID272","CID72"
"AID845","CID72"
"AID1618","CID72"
"AID823","CID73"
"AID2052","CID73"
"AID1134","CID73"
"AID2314","CID74"
"AID2252","CID75"
"AID2779","CID75"
"AID1124","CID75"
"AID639","CID75"
"AID1514","CID75"
"AID1398","CID76"
"AID2265","CID76"
"AID1666","CID77"
"AID1866","CID78"
"AID6","CID78"
"AID1517","CID79"
"AID1625","CID80"
"AID1945","CID80"
"AID347","CID81"
"AID1612","CID81"
"AID2738","CID81"
"AID197","CID81"
"AID749","CID81"
"AID2670","CID81"
"AID2862","CID81"
"AID538","CID82"
"AID2859","CID82"
"AID848","CID82"
"AID1672","CID82"
"AID1797","CID82"
"AID1495","CID82"
"AID99","CID83"
"AID933","CID83"
"AID1604","CID84"
"AID2268","CID84"
"AID2925","CID84"
"AID2820","CID84"
"AID2964","CID84"
"AID1234","CID84"
"AID1684","CID84"
"AID651","CID85"
"AID1766","CID85"
"AID1983","CID85"
"AID1070","CID86"
"AID295","CID86"
"AID887","CID87"
"AID1283","CID87"
"AID1375","CID87"
"AID953","CID88"
"AID1459","CID88"
"AID2124","CID88"
"AID499","CID88"
"AID1302","CID88"
"AID2178","CID88"
"AID2323","CID89"
"AID2710","CID89"
"AID2979","CID90"
"AID1316","CID91"
"AID1936","CID91"
"AID2967","CID91"
"AID93","CID91"
"AID2042","CID91"
"AID324","CID91"
"AID2796","CID92"
"AID1067","CID92"
"AID1325","CID92"
"AID369","CID93"
"AID1898","CID93"
"AID2265","CID93"
"AID2450","CID93"
"AID111","CID93"
"AID1243","CID93"
"AID2648","CID93"
"AID2862","CID94"
"AID2911","CID94"
"AID2477","CID94"
"AID1327","CID94"
"AID1684","CID95"
"AID931","CID95"
"AID933","CID95"
"AID2885","CID95"
"AID2396","CID96"
"AID1225","CID96"
"AID1212","CID97"
"AID955","CID97"
"AID1682","CID97"
"AID1835","CID97"
"AID1180","CID98"
"AID1890","CID98"
"AID2044","CID98"
"AID1592","CID99"
"AID856","CID100"
"AID1149","CID100"
"AID956","CID100"
"AID2564","CID100"
"AID796","CID101"
"AID990","CID101"
"AID2253","CID101"
"AID2825","CID101"
"AID2951","CID101"
"AID918","CID102"
"AID55","CID102"
"AID627","CID102"
"AID2326","CID103"
"AID2538","CID103"
"AID1681","CID104"
"AID1271","CID104"
"AID1621","CID104"
"AID473","CID104"
"AID2202","CID104"
"AID111","CID104"
"AID1086","CID104"
"AID2901","CID104"
"AID381","CID105"
"AID1727","CID105"
"AID1923","CID105"
"AID2164","CID107"
"AID2571","CID107"
"AID224","CID107"
"AID1946","CID107"
"AID2717","CID107"
"AID1570","CID107"
"AID891","CID108"
"AID818","CID109"
"AID1473","CID109"
"AID2276","CID109"
"AID2351","CID109"
"AID1139","CID110"
"AID1464","CID110"
"AID857","CID111"
"AID601","CID111"
"AID979","CID111"
"AID1407","CID111"
"AID2694","CID112"
"AID329","CID112"
"AID2064","CID112"
"AID1196","CID113"
"AID1301","CID113"
"AID368","CID113"
"AID1080","CID113"
"AID1154","CID113"
"AID1435","CID114"
"AID1492","CID114"
"AID1835","CID114"
"AID2290","CID115"
"AID2692","CID115"
"AID1312","CID116"
"AID873","CID116"
"AID2536","CID116"
"AID2831","CID116"
"AID1629","CID117"
"AID2803","CID117"
"AID890","CID117"
"AID1404","CID117"
"AID2376","CID118"
"AID521","CID119"
"AID1443","CID119"
"AID160","CID119"
"AID2505","CID119"
"AID2412","CID120"
"AID2284","CID120"
"AID243","CID121"
"AID1941","CID121"
"AID1177","CID122"
"AID1255","CID122"
"AID1463","CID122"
"AID1804","CID122"
"AID2066","CID122"
"AID1491","CID122"
"AID921","CID122"
"AID2156","CID123"
"AID2678","CID123"
"AID2555","CID123"
"AID714","CID123"
"AID1513","CID123"
"AID1901","CID123"
"AID2531","CID123"
"AID2895","CID123"
"AID610","CID123"
"AID2008","CID123"
"AID1520","CID124"
"AID1065","CID124"
"AID2813","CID124"
"AID2864","CID124"
"AID351","CID125"
"AID900","CID125"
"AID1989","CID125"
"AID2578","CID125"
"AID181","CID126"
"AID1012","CID126"
"AID2780","CID126"
"AID578","CID126"
"AID2548","CID126"
"AID880","CID126"
"AID2244","CID126"
"AID2646","CID127"
"AID966","CID127"
"AID2610","CID128"
"AID2970","CID128"
"AID174","CID129"
"AID705","CID129"
"AID2185","CID129"
"AID1160","CID129"
"AID662","CID130"
"AID985","CID130"
"AID745","CID131"
"AID1178","CID131"
"AID1558","CID133"
"AID1699","CID133"
"AID2143","CID133"
"AID2524","CID133"
"AID314","CID133"
"AID2118","CID133"
"AID1706","CID134"
"AID1625","CID134"
"AID1945","CID134"
"AID402","CID135"
"AID1497","CID135"
"AID1580","CID135"
"AID1032","CID135"
"AID1575","CID135"
"AID1913","CID135"
"AID2157","CID135"
"AID2402","CID135"
"AID1192","CID135"
"AID1458","CID135"
"AID2525","CID135"
"AID1851","CID135"
"AID26","CID136"
"AID2854","CID136"
"AID2644","CID136"
"AID297","CID136"
"AID2262","CID136"
"AID311","CID137"
"AID1043","CID137"
"AID1895","CID137"
"AID407","CID137"
"AID2562","CID137"
"AID863","CID138"
"AID1234","CID139"
"AID2317","CID139"
"AID2790","CID139"
"AID2592","CID140"
"AID1844","CID140"
"AID2336","CID141"
"AID2825","CID141"
"AID1139","CID142"
"AID1761","CID142"
"AID617","CID142"
"AID797","CID142"
"AID1795","CID142"
"AID1658","CID143"
"AID2907","CID144"
"AID2261","CID145"
"AID114","CID145"
"AID1713","CID145"
"AID65","CID146"
"AID1048","CID146"
"AID1488","CID146"
"AID1305","CID146"
"AID732","CID146"
"AID923","CID146"
"AID173","CID147"
"AID160","CID147"
"AID374","CID147"
"AID2756","CID147"
"AID2062","CID147"
"AID512","CID148"
"AID536","CID148"
"AID1398","CID148"
"AID1617","CID148"
"AID2214","CID148"
"AID943","CID148"
"AID1335","CID148"
"AID1748","CID148"
"AID2184","CID148"
"AID2489","CID149"
"AID550","CID149"
"AID1471","CID149"
"AID1682","CID150"
"AID2026","CID150"
"AID2852","CID150"
"AID1316","CID151"
"AID1904","CID151"
"AID269","CID151"
"AID334","CID151"
"AID785","CID151"
"AID1346","CID151"
"AID1759","CID151"
"AID2883","CID151"
"AID651","CID152"
"AID204","CID152"
"AID1905","CID152"
"AID2904","CID152"
"AID486","CID153"
"AID2815","CID153"
"AID745","CID154"
"AID32","CID154"
"AID236","CID154"
"AID647","CID154"
"AID2893","CID154"
"AID1420","CID155"
"AID2924","CID155"
"AID617","CID156"
"AID661","CID156"
"AID2169","CID157"
"AID1108","CID157"
