AID,BID
AID1,BID1449
AID1,BID2840
AID1,BID874
AID2,BID1062
AID2,BID111
AID2,BID3410
AID3,BID2815
AID3,BID3601
AID3,BID3956
AID4,BID1769
AID4,BID1794
AID4,BID2709
AID5,BID1692
AID5,BID2754
AID5,BID4
AID6,BID114
AID6,BID2986
AID6,BID427
AID7,BID3733
AID7,BID466
AID7,BID77
AID8,BID1918
AID8,BID2609
AID8,BID3710
AID9,BID1863
AID9,BID2429
AID9,BID3021
AID10,BID122
AID10,BID2443
AID10,BID3282
AID11,BID179
AID11,BID2706
AID11,BID3178
AID12,BID1468
AID12,BID1733
AID12,BID2544
AID13,BID2418
AID13,BID798
AID13,BID868
AID14,BID1825
AID14,BID3215
AID14,BID897
AID15,BID1471
AID15,BID2157
AID15,BID3731
AID16,BID1556
AID16,BID1906
AID16,BID2783
AID17,BID1860
AID17,BID30
AID17,BID3059
AID18,BID1913
AID18,BID2088
AID18,BID2307
AID19,BID1545
AID19,BID2350
AID19,BID2842
AID20,BID1301
AID20,BID664
AID20,BID867
AID21,BID2068
AID21,BID3295
AID21,BID3487
AID22,BID1507
AID22,BID2196
AID22,BID3529
AID23,BID1314
AID23,BID2553
AID23,BID393
AID24,BID3087
AID24,BID3930
AID24,BID423
AID25,BID1119
AID25,BID3488
AID25,BID3780
AID26,BID1653
AID26,BID3974
AID26,BID808
AID27,BID2665
AID27,BID3656
AID27,BID741
AID28,BID3186
AID28,BID356
AID28,BID83
AID29,BID1482
AID29,BID1518
AID29,BID524
AID30,BID1319
AID30,BID1322
AID30,BID2967
AID31,BID1382
AID31,BID1405
AID31,BID3976
AID32,BID211
AID32,BID2908
AID32,BID3686
AID33,BID2485
AID33,BID622
AID33,BID907
AID34,BID1944
AID34,BID1954
AID34,BID2558
AID35,BID304
AID35,BID3274
AID35,BID3341
AID36,BID2016
AID36,BID2841
AID36,BID3360
AID37,BID2809
AID37,BID3486
AID37,BID3592
AID38,BID2649
AID38,BID440
AID38,BID840
AID39,BID1411
AID39,BID2421
AID39,BID3503
AID40,BID1499
AID40,BID2015
AID40,BID287
AID41,BID1167
AID41,BID1197
AID41,BID1291
AID42,BID1173
AID42,BID2567
AID42,BID31
AID43,BID2550
AID43,BID2712
AID43,BID705
AID44,BID3070
AID44,BID3138
AID44,BID3344
AID45,BID1814
AID45,BID2817
AID45,BID596
AID46,BID2918
AID46,BID3701
AID46,BID3794
AID47,BID1454
AID47,BID31
AID47,BID3131
AID48,BID1271
AID48,BID1485
AID48,BID1764
AID49,BID1778
AID49,BID2149
AID49,BID2233
AID50,BID1287
AID50,BID2633
AID50,BID3230
AID51,BID1497
AID51,BID2881
AID51,BID814
AID52,BID2265
AID52,BID3040
AID52,BID3756
AID53,BID1127
AID53,BID699
AID53,BID960
AID54,BID148
AID54,BID3566
AID54,BID553
AID55,BID1811
AID55,BID1875
AID55,BID958
AID56,BID1321
AID56,BID3978
AID56,BID584
AID57,BID2399
AID57,BID2624
AID57,BID2967
AID58,BID1386
AID58,BID2876
AID58,BID844
AID59,BID1877
AID59,BID3018
AID59,BID50
AID60,BID1050
AID60,BID1807
AID60,BID479
AID61,BID1957
AID61,BID3402
AID61,BID3580
AID62,BID1820
AID62,BID3104
AID62,BID3677
AID63,BID1809
AID63,BID3905
AID63,BID955
AID64,BID1287
AID64,BID218
AID64,BID356
AID65,BID1169
AID65,BID1266
AID65,BID3588
AID66,BID19
AID66,BID2482
AID66,BID3708
AID67,BID1047
AID67,BID3584
AID67,BID3852
AID68,BID1084
AID68,BID3196
AID68,BID3321
AID69,BID2801
AID69,BID3869
AID69,BID952
AID70,BID1426
AID70,BID263
AID70,BID3091
AID71,BID186
AID71,BID3500
AID71,BID877
AID72,BID1984
AID72,BID245
AID72,BID2907
AID73,BID1435
AID73,BID2771
AID73,BID732
AID74,BID1491
AID74,BID467
AID74,BID640
AID75,BID1711
AID75,BID2998
AID75,BID693
AID76,BID1360
AID76,BID149
AID76,BID3830
AID77,BID2341
AID77,BID3023
AID77,BID3870
AID78,BID1361
AID78,BID3325
AID78,BID406
AID79,BID1422
AID79,BID1523
AID79,BID1556
AID80,BID1818
AID80,BID3155
AID80,BID3770
AID81,BID2001
AID81,BID2027
AID81,BID2397
AID82,BID1977
AID82,BID2235
AID82,BID438
AID83,BID1469
AID83,BID2529
AID83,BID3363
AID84,BID2216
AID84,BID2492
AID84,BID3853
AID85,BID1734
AID85,BID2712
AID85,BID805
AID86,BID1584
AID86,BID1919
AID86,BID2654
AID87,BID1343
AID87,BID721
AID87,BID974
AID88,BID1187
AID88,BID3544
AID88,BID506
AID89,BID1787
AID89,BID2360
AID89,BID2582
AID90,BID2501
AID90,BID3079
AID90,BID94
AID91,BID1842
AID91,BID2797
AID91,BID3609
AID92,BID2599
AID92,BID2890
AID92,BID94
AID93,BID138
AID93,BID3097
AID93,BID3380
AID94,BID201
AID94,BID2259
AID94,BID874
AID95,BID1378
AID95,BID1384
AID95,BID659
AID96,BID2177
AID96,BID2483
AID96,BID3608
AID97,BID1277
AID97,BID3699
AID97,BID3762
AID98,BID1285
AID98,BID3105
AID98,BID717
AID99,BID1187
AID99,BID15
AID99,BID4000
AID100,BID2216
AID100,BID2589
AID100,BID31
AID101,BID2179
AID101,BID3036
AID101,BID3479
AID102,BID3388
AID102,BID3432
AID102,BID3883
AID103,BID1778
AID103,BID346
AID103,BID3631
AID104,BID1445
AID104,BID2415
AID104,BID744
AID105,BID2817
AID105,BID2870
AID105,BID3225
AID106,BID3415
AID106,BID48
AID106,BID958
AID107,BID1274
AID107,BID1941
AID107,BID776
