AID,BID
AID1,BID2735
AID1,BID4772
AID2,BID3137
AID2,BID595
AID3,BID1335
AID3,BID1862
AID4,BID3295
AID4,BID5236
AID5,BID4938
AID5,BID588
AID6,BID2173
AID6,BID2235
AID7,BID2307
AID7,BID531
AID8,BID1257
AID8,BID5600
AID9,BID1843
AID9,BID3218
AID10,BID1886
AID10,BID2232
AID11,BID4655
AID11,BID5438
AID12,BID2983
AID12,BID5616
AID13,BID1019
AID13,BID1144
AID14,BID2366
AID14,BID85
AID15,BID1297
AID15,BID4774
AID16,BID3545
AID16,BID4676
AID17,BID4150
AID17,BID5309
AID18,BID1394
AID18,BID4165
AID19,BID170
AID19,BID5706
AID20,BID114
AID20,BID1882
AID21,BID1777
AID21,BID5550
AID22,BID2583
AID22,BID4498
AID23,BID4571
AID23,BID4652
AID24,BID2172
AID24,BID5384
AID25,BID1587
AID25,BID2706
AID26,BID1671
AID26,BID5956
AID27,BID1350
AID27,BID623
AID28,BID281
AID28,BID4358
AID29,BID5021
AID29,BID846
AID30,BID3980
AID30,BID915
AID31,BID1730
AID31,BID928
AID32,BID5952
AID32,BID978
AID33,BID1471
AID33,BID4490
AID34,BID2092
AID34,BID804
AID35,BID2697
AID35,BID4180
AID36,BID2309
AID36,BID4410
AID37,BID631
AID37,BID875
AID38,BID445
AID38,BID5322
AID39,BID3133
AID39,BID3446
AID40,BID141
AID40,BID9
AID41,BID2540
AID41,BID293
AID42,BID1279
AID42,BID3314
AID43,BID2842
AID43,BID4542
AID44,BID2883
AID44,BID5647
AID45,BID2560
AID45,BID3491
AID46,BID1689
AID46,BID4630
AID47,BID5340
AID47,BID929
AID48,BID164
AID48,BID1967
AID49,BID1510
AID49,BID3601
AID50,BID235
AID50,BID4060
AID51,BID3648
AID51,BID4477
AID52,BID1357
AID52,BID4518
AID53,BID1551
AID53,BID1590
AID54,BID1136
AID54,BID5734
AID55,BID1226
AID55,BID5887
AID56,BID1184
AID56,BID5180
AID57,BID4314
AID57,BID785
AID58,BID2896
AID58,BID5309
AID59,BID1037
AID59,BID3996
AID60,BID207
AID60,BID2792
AID61,BID1629
AID61,BID604
AID62,BID1491
AID62,BID2508
AID63,BID2412
AID63,BID3735
AID64,BID3147
AID64,BID549
AID65,BID418
AID65,BID4701
AID66,BID5398
AID66,BID600
AID67,BID1953
AID67,BID2309
AID68,BID1430
AID68,BID4047
AID69,BID3896
AID69,BID5904
AID70,BID1309
AID70,BID818
AID71,BID2279
AID71,BID5027
AID72,BID199
AID72,BID4521
AID73,BID1135
AID73,BID5780
AID74,BID253
AID74,BID5099
AID75,BID1592
AID75,BID5731
AID76,BID2650
AID76,BID2687
AID77,BID2615
AID77,BID856
AID78,BID1764
AID78,BID4020
AID79,BID1040
AID79,BID96
AID80,BID5394
AID80,BID666
AID81,BID562
AID81,BID620
AID82,BID2890
AID82,BID4712
