AID,BID
AID1,BID1258
AID1,BID1878
AID1,BID49
AID2,BID1408
AID2,BID1720
AID2,BID96
AID3,BID1258
AID3,BID1927
AID3,BID918
AID4,BID1308
AID4,BID1614
AID4,BID503
AID5,BID1861
AID5,BID354
AID5,BID390
AID6,BID1229
AID6,BID1853
AID6,BID274
AID7,BID1051
AID7,BID1240
AID7,BID1571
AID8,BID1127
AID8,BID1202
AID8,BID427
AID9,BID1370
AID9,BID1706
AID9,BID323
AID10,BID1924
AID10,BID1985
AID10,BID542
AID11,BID1296
AID11,BID453
AID11,BID75
AID12,BID120
AID12,BID1641
AID12,BID244
AID13,BID1126
AID13,BID1661
AID13,BID857
AID14,BID424
AID14,BID56
AID14,BID746
AID15,BID1333
AID15,BID1810
AID15,BID722
AID16,BID1548
AID16,BID1964
AID16,BID788
AID17,BID1219
AID17,BID406
AID17,BID618
AID18,BID1374
AID18,BID559
AID18,BID747
AID19,BID141
AID19,BID381
AID19,BID797
AID20,BID1135
AID20,BID1279
AID20,BID1743
AID21,BID1381
AID21,BID1578
AID21,BID493
AID22,BID1170
AID22,BID1278
AID22,BID938
AID23,BID1417
AID23,BID7
AID23,BID875
AID24,BID1198
AID24,BID604
AID24,BID898
AID25,BID1406
AID25,BID1606
AID25,BID905
AID26,BID61
AID26,BID828
AID26,BID899
AID27,BID1411
AID27,BID1504
AID27,BID28
AID28,BID1589
AID28,BID766
AID28,BID795
AID29,BID1388
AID29,BID1852
AID29,BID554
AID30,BID1649
AID30,BID369
AID30,BID999
AID31,BID1757
AID31,BID1868
AID31,BID540
AID32,BID763
AID32,BID820
AID32,BID956
AID33,BID1219
AID33,BID1449
AID33,BID903
AID34,BID1454
AID34,BID164
AID34,BID815
AID35,BID1155
AID35,BID1454
AID35,BID749
AID36,BID1544
AID36,BID1592
AID36,BID1738
AID37,BID1634
AID37,BID348
AID37,BID472
AID38,BID1092
AID38,BID1497
AID38,BID911
AID39,BID1404
AID39,BID1423
AID39,BID907
AID40,BID1353
AID40,BID145
AID40,BID311
AID41,BID1625
AID41,BID393
AID41,BID719
AID42,BID316
AID42,BID483
AID42,BID652
AID43,BID1627
AID43,BID757
AID43,BID924
AID44,BID1253
AID44,BID1609
AID44,BID484
AID45,BID1628
AID45,BID183
AID45,BID807
AID46,BID1477
AID46,BID800
AID46,BID991
AID47,BID1224
AID47,BID1617
AID47,BID671
AID48,BID1775
AID48,BID930
AID48,BID973
AID49,BID1441
AID49,BID1976
AID49,BID911
AID50,BID1731
AID50,BID722
AID50,BID743
AID51,BID1161
AID51,BID510
AID51,BID608
AID52,BID1084
AID52,BID367
AID52,BID555
AID53,BID1322
AID53,BID1839
AID53,BID934
AID54,BID117
AID54,BID1362
AID54,BID241
AID55,BID1098
AID55,BID134
AID55,BID87
AID56,BID1736
AID56,BID696
AID56,BID874
AID57,BID1630
AID57,BID1964
AID57,BID73
AID58,BID215
AID58,BID261
AID58,BID406
AID59,BID635
AID59,BID65
AID59,BID984
AID60,BID1215
AID60,BID1659
AID60,BID430
AID61,BID1239
AID61,BID1319
AID61,BID477
AID62,BID114
AID62,BID713
AID62,BID818
AID63,BID1776
AID63,BID1901
AID63,BID1967
AID64,BID1220
AID64,BID194
AID64,BID342
AID65,BID165
AID65,BID253
AID65,BID545
AID66,BID1668
AID66,BID186
AID66,BID660
AID67,BID1600
AID67,BID315
AID67,BID812
AID68,BID1079
AID68,BID1576
AID68,BID831
AID69,BID1920
AID69,BID1938
AID69,BID1956
AID70,BID1017
AID70,BID1551
AID70,BID640
AID71,BID112
AID71,BID1196
AID71,BID1384
AID72,BID1191
AID72,BID382
AID72,BID683
AID73,BID1228
AID73,BID1937
AID73,BID765
AID74,BID1587
AID74,BID1744
AID74,BID198
AID75,BID1170
AID75,BID540
AID75,BID557
AID76,BID1103
AID76,BID1644
AID76,BID1793
AID77,BID1404
AID77,BID1549
AID77,BID432
AID78,BID1263
AID78,BID1990
AID78,BID550
AID79,BID1631
AID79,BID1787
AID79,BID855
AID80,BID1192
AID80,BID678
AID80,BID917
AID81,BID1587
AID81,BID814
AID81,BID987
AID82,BID1932
AID82,BID520
AID82,BID980
AID83,BID1257
AID83,BID1999
AID83,BID858
AID84,BID1868
AID84,BID333
AID84,BID555
AID85,BID1391
AID85,BID1471
AID85,BID1925
AID86,BID1148
AID86,BID421
AID86,BID851
AID87,BID1415
AID87,BID1570
AID87,BID1786
AID88,BID1011
AID88,BID92
AID88,BID942
AID89,BID1085
AID89,BID1162
AID89,BID522
AID90,BID1000
AID90,BID1330
AID90,BID64
AID91,BID1306
AID91,BID1974
AID91,BID486
AID92,BID1404
AID92,BID527
AID92,BID700
AID93,BID1766
AID93,BID50
AID93,BID702
AID94,BID1527
AID94,BID636
AID94,BID663
AID95,BID1770
AID95,BID652
AID95,BID938
AID96,BID1645
AID96,BID488
AID96,BID948
AID97,BID1353
AID97,BID1653
AID97,BID182
AID98,BID1475
AID98,BID521
AID98,BID689
AID99,BID1583
AID99,BID628
AID99,BID71
AID100,BID1293
AID100,BID1839
AID100,BID449
AID101,BID1086
AID101,BID789
AID101,BID876
AID102,BID1578
AID102,BID1799
AID102,BID727
AID103,BID1269
AID103,BID1698
AID103,BID802
AID104,BID1589
AID104,BID341
AID104,BID369
AID105,BID1420
AID105,BID1823
AID105,BID987
AID106,BID1128
AID106,BID1591
AID106,BID1664
AID107,BID1557
AID107,BID739
AID107,BID959
AID108,BID1802
AID108,BID268
AID108,BID701
AID109,BID1134
AID109,BID1232
AID109,BID461
AID110,BID1405
AID110,BID1474
AID110,BID805
AID111,BID1880
AID111,BID420
AID111,BID985
AID112,BID111
AID112,BID43
AID112,BID939
AID113,BID1498
AID113,BID1784
AID113,BID903
AID114,BID1681
AID114,BID255
AID114,BID42
AID115,BID594
AID115,BID638
AID115,BID639
AID116,BID1717
AID116,BID1779
AID116,BID531
AID117,BID1635
AID117,BID1654
AID117,BID1745
AID118,BID1996
AID118,BID448
AID118,BID796
AID119,BID1032
AID119,BID1061
AID119,BID794
AID120,BID1988
AID120,BID450
AID120,BID451
AID121,BID1564
AID121,BID1866
AID121,BID71
AID122,BID1299
AID122,BID400
AID122,BID921
AID123,BID1120
AID123,BID158
AID123,BID613
AID124,BID1118
AID124,BID1875
AID124,BID33
AID125,BID130
AID125,BID1403
AID125,BID313
AID126,BID1273
AID126,BID1315
AID126,BID545
AID127,BID1051
AID127,BID1097
AID127,BID1662
AID128,BID1013
AID128,BID793
AID128,BID984
AID129,BID1460
AID129,BID1608
AID129,BID790
AID130,BID1572
AID130,BID1636
AID130,BID545
AID131,BID1024
AID131,BID376
AID131,BID617
AID132,BID1336
AID132,BID137
AID132,BID1499
AID133,BID1117
AID133,BID1217
AID133,BID1671
AID134,BID1027
AID134,BID1632
AID134,BID1645
AID135,BID1047
AID135,BID219
AID135,BID977
AID136,BID1038
AID136,BID1793
AID136,BID489
AID137,BID1152
AID137,BID1406
AID137,BID549
AID138,BID122
AID138,BID1231
AID138,BID84
AID139,BID1104
AID139,BID1129
AID139,BID848
AID140,BID1032
AID140,BID1530
AID140,BID442
AID141,BID1194
AID141,BID168
AID141,BID779
AID142,BID1347
AID142,BID1533
AID142,BID1728
AID143,BID1386
AID143,BID1583
AID143,BID620
AID144,BID1623
AID144,BID1625
AID144,BID1702
AID145,BID1460
