CID,BID
CID1,BID2208
CID1,BID2788
CID2,BID2652
CID2,BID3612
CID3,BID579
CID3,BID85
CID4,BID152
CID4,BID405
CID5,BID3334
CID5,BID934
CID6,BID193
CID6,BID273
CID7,BID2257
CID7,BID3311
CID8,BID3772
CID8,BID440
CID9,BID2186
CID9,BID986
CID10,BID2316
CID10,BID3848
CID11,BID2892
CID11,BID3873
CID12,BID2067
CID12,BID2989
CID13,BID1105
CID13,BID1908
CID14,BID2663
CID14,BID875
CID15,BID2028
CID15,BID546
CID16,BID157
CID16,BID3810
CID17,BID1862
CID17,BID3078
CID18,BID1925
CID18,BID592
CID19,BID2044
CID19,BID3932
CID20,BID2971
CID20,BID965
CID21,BID3782
CID21,BID497
CID22,BID3845
CID22,BID750
CID23,BID2170
CID23,BID993
CID24,BID2377
CID24,BID522
CID25,BID1353
CID25,BID251
CID26,BID1316
CID26,BID2810
CID27,BID1536
CID27,BID1682
CID28,BID1947
CID28,BID889
CID29,BID3192
CID29,BID40
CID30,BID3095
CID30,BID949
CID31,BID184
CID31,BID2422
CID32,BID1841
CID32,BID3126
CID33,BID3798
CID33,BID3837
CID34,BID638
CID34,BID660
CID35,BID33
CID35,BID546
CID36,BID1229
CID36,BID3332
CID37,BID1706
CID37,BID2483
CID38,BID2640
CID38,BID3071
CID39,BID1526
CID39,BID3001
CID40,BID2319
CID40,BID2909
CID41,BID2359
CID41,BID3148
CID42,BID1060
CID42,BID1671
CID43,BID3515
CID43,BID932
CID44,BID1051
CID44,BID910
CID45,BID2784
CID45,BID3469
CID46,BID1130
CID46,BID2639
CID47,BID2106
CID47,BID3494
CID48,BID2938
CID48,BID3039
CID49,BID1570
CID49,BID2437
CID50,BID3323
CID50,BID843
CID51,BID2533
CID51,BID747
CID52,BID2968
CID52,BID3402
CID53,BID3984
CID53,BID3986
CID54,BID2998
CID54,BID3066
CID55,BID1920
CID55,BID2007
CID56,BID1216
CID56,BID548
CID57,BID1159
CID57,BID157
CID58,BID2573
CID58,BID2747
CID59,BID2108
CID59,BID3545
CID60,BID1131
CID60,BID1975
CID61,BID1495
CID61,BID3020
CID62,BID1887
CID62,BID2960
CID63,BID3329
CID63,BID714
CID64,BID166
CID64,BID348
CID65,BID1742
CID65,BID3995
CID66,BID1710
CID66,BID2350
CID67,BID3741
CID67,BID677
CID68,BID1233
CID68,BID2805
CID69,BID2710
CID69,BID2845
CID70,BID1548
CID70,BID2154
CID71,BID3786
CID71,BID512
CID72,BID1960
CID72,BID311
CID73,BID2736
CID73,BID748
CID74,BID1750
CID74,BID3070
CID75,BID2598
CID75,BID2900
CID76,BID2016
CID76,BID3274
CID77,BID162
CID77,BID3530
CID78,BID3394
CID78,BID648
CID79,BID1692
CID79,BID3307
CID80,BID3901
CID80,BID888
CID81,BID1546
CID81,BID155
CID82,BID1805
CID82,BID2235
CID83,BID3154
CID83,BID3952
CID84,BID2840
CID84,BID3542
CID85,BID2507
CID85,BID3323
CID86,BID1271
CID86,BID671
CID87,BID1436
CID87,BID3464
CID88,BID1264
CID88,BID613
CID89,BID1920
CID89,BID3841
CID90,BID163
CID90,BID3987
CID91,BID2715
CID91,BID483
CID92,BID1168
CID92,BID2143
CID93,BID1255
CID93,BID1639
CID94,BID1995
CID94,BID2192
CID95,BID1291
CID95,BID2443
CID96,BID2119
CID96,BID2897
CID97,BID271
CID97,BID3355
CID98,BID1091
CID98,BID270
CID99,BID3179
CID99,BID3434
CID100,BID1743
CID100,BID2933
CID101,BID2846
CID101,BID3770
CID102,BID2655
CID102,BID776
CID103,BID2437
CID103,BID3422
CID104,BID2208
CID104,BID515
CID105,BID3255
CID105,BID969
CID106,BID1677
CID106,BID2502
CID107,BID2432
CID107,BID832
CID108,BID3592
CID108,BID833
CID109,BID1536
CID109,BID228
CID110,BID2743
CID110,BID2972
CID111,BID1706
CID111,BID3968
CID112,BID370
CID112,BID3977
CID113,BID1614
CID113,BID1831
CID114,BID1271
CID114,BID1501
CID115,BID158
CID115,BID1822
CID116,BID114
CID116,BID943
CID117,BID2599
CID117,BID899
CID118,BID512
CID118,BID542
CID119,BID1051
CID119,BID1731
CID120,BID2263
CID120,BID3334
CID121,BID2348
CID121,BID2362
CID122,BID1232
CID122,BID1770
CID123,BID2880
CID123,BID2923
CID124,BID3621
CID124,BID815
CID125,BID3760
CID125,BID920
CID126,BID349
