CID,BID
CID1,BID2877
CID1,BID3160
CID1,BID326
CID1,BID5629
CID2,BID2961
CID2,BID4687
CID2,BID5586
CID2,BID5908
CID3,BID3533
CID3,BID3756
CID3,BID5435
CID3,BID937
CID4,BID101
CID4,BID21
CID4,BID2987
CID4,BID5785
CID5,BID2751
CID5,BID2830
CID5,BID3533
CID5,BID5303
CID6,BID2534
CID6,BID3393
CID6,BID3400
CID6,BID3660
CID7,BID2884
CID7,BID3550
CID7,BID5402
CID7,BID5834
CID8,BID1696
CID8,BID371
CID8,BID82
CID8,BID996
CID9,BID3343
CID9,BID4833
CID9,BID4925
CID9,BID5362
CID10,BID2807
CID10,BID2879
CID10,BID5799
CID10,BID5803
CID11,BID1671
CID11,BID3026
CID11,BID3505
CID11,BID4323
CID12,BID3720
CID12,BID4186
CID12,BID4441
CID12,BID4682
CID13,BID176
CID13,BID2680
CID13,BID3367
CID13,BID3587
CID14,BID1139
CID14,BID1577
CID14,BID3076
CID14,BID3209
CID15,BID1799
CID15,BID3394
CID15,BID4891
CID15,BID5883
CID16,BID3146
CID16,BID3201
CID16,BID342
CID16,BID5038
CID17,BID1160
CID17,BID1487
CID17,BID3529
CID17,BID5970
CID18,BID1209
CID18,BID3717
CID18,BID5168
CID18,BID5627
CID19,BID137
CID19,BID2144
CID19,BID2794
CID19,BID5477
CID20,BID1332
CID20,BID1493
CID20,BID4432
CID20,BID5479
CID21,BID2912
CID21,BID3137
CID21,BID3417
CID21,BID5483
CID22,BID22
CID22,BID3363
CID22,BID4982
CID22,BID699
CID23,BID1145
CID23,BID177
CID23,BID489
CID23,BID4982
CID24,BID1820
CID24,BID2669
CID24,BID3240
CID24,BID5763
CID25,BID1151
CID25,BID386
CID25,BID5608
CID25,BID5868
CID26,BID1004
CID26,BID2171
CID26,BID2621
CID26,BID5661
CID27,BID2077
CID27,BID2393
CID27,BID3059
CID27,BID5111
CID28,BID1910
CID28,BID5139
CID28,BID5746
CID28,BID5779
CID29,BID1881
CID29,BID1961
CID29,BID4274
CID29,BID5332
CID30,BID2230
CID30,BID3061
CID30,BID4676
CID30,BID4786
CID31,BID1970
CID31,BID4151
CID31,BID4266
CID31,BID4723
CID32,BID1840
CID32,BID2353
CID32,BID2748
CID32,BID4623
CID33,BID2378
CID33,BID4036
CID33,BID4711
CID33,BID51
CID34,BID2982
CID34,BID3047
CID34,BID3371
CID34,BID3804
CID35,BID1223
CID35,BID2792
CID35,BID3438
CID35,BID3686
CID36,BID4637
CID36,BID5109
CID36,BID5576
CID36,BID993
CID37,BID2684
CID37,BID372
CID37,BID5608
CID37,BID949
CID38,BID1216
CID38,BID1892
CID38,BID2930
CID38,BID598
CID39,BID3548
CID39,BID5246
CID39,BID5595
CID39,BID5661
CID40,BID1042
CID40,BID175
CID40,BID2865
CID40,BID636
CID41,BID1425
CID41,BID4112
CID41,BID5941
CID41,BID655
CID42,BID2170
CID42,BID3852
CID42,BID5002
CID42,BID5532
CID43,BID1824
CID43,BID4493
CID43,BID5473
CID43,BID756
CID44,BID4396
CID44,BID4619
CID44,BID5788
CID44,BID831
CID45,BID4090
CID45,BID5846
CID45,BID5892
CID45,BID907
CID46,BID2490
CID46,BID2711
CID46,BID5254
CID46,BID658
CID47,BID1795
CID47,BID4589
CID47,BID5237
CID47,BID861
CID48,BID2328
CID48,BID2689
CID48,BID4510
CID48,BID5721
CID49,BID368
CID49,BID4085
CID49,BID5464
CID49,BID5587
CID50,BID1210
CID50,BID315
CID50,BID4770
CID50,BID868
CID51,BID2241
CID51,BID326
CID51,BID4257
CID51,BID4651
CID52,BID1171
CID52,BID3057
CID52,BID3421
CID52,BID4955
CID53,BID1465
CID53,BID366
CID53,BID5565
CID53,BID5850
CID54,BID1424
CID54,BID2802
CID54,BID4298
CID54,BID5949
CID55,BID1204
CID55,BID1998
CID55,BID3163
CID55,BID533
CID56,BID1022
CID56,BID3165
CID56,BID3431
CID56,BID890
CID57,BID2812
CID57,BID4069
CID57,BID4502
CID57,BID571
CID58,BID2107
CID58,BID3725
CID58,BID5231
CID58,BID821
CID59,BID1549
CID59,BID3948
CID59,BID4603
CID59,BID5616
CID60,BID2561
CID60,BID4547
CID60,BID5662
CID60,BID712
CID61,BID2849
CID61,BID3457
CID61,BID4203
CID61,BID893
CID62,BID2295
CID62,BID2519
CID62,BID3090
CID62,BID327
CID63,BID302
CID63,BID4761
CID63,BID773
CID63,BID797
CID64,BID1822
CID64,BID2484
CID64,BID4129
CID64,BID4328
CID65,BID1060
CID65,BID422
CID65,BID4325
CID65,BID4837
CID66,BID101
CID66,BID3123
CID66,BID3638
CID66,BID4882
CID67,BID1504
