"AID","DID"
"AID2649","DID1249"
"AID2649","DID1335"
"AID480","DID1927"
"AID602","DID1927"
"AID1809","DID1927"
"AID2426","DID1927"
"AID2699","DID1927"
"AID480","DID363"
"AID602","DID363"
"AID1809","DID363"
"AID2426","DID363"
"AID2699","DID363"
"AID1326","DID1086"
"AID1326","DID1471"
"AID1326","DID1809"
"AID1272","DID213"
"AID1752","DID213"
"AID1272","DID514"
"AID1752","DID514"
"AID1360","DID1266"
"AID1925","DID1266"
"AID631","DID1266"
"AID924","DID1266"
"AID1360","DID1945"
"AID1925","DID1945"
"AID631","DID1945"
"AID924","DID1945"
"AID766","DID1125"
"AID1414","DID1125"
"AID766","DID240"
"AID1414","DID240"
"AID766","DID278"
"AID1414","DID278"
"AID100","DID1257"
"AID508","DID1257"
"AID1963","DID1257"
"AID2349","DID1257"
"AID100","DID1548"
"AID508","DID1548"
"AID1963","DID1548"
"AID2349","DID1548"
"AID100","DID729"
"AID508","DID729"
"AID1963","DID729"
"AID2349","DID729"
"AID100","DID860"
"AID508","DID860"
"AID1963","DID860"
"AID2349","DID860"
"AID1736","DID19"
"AID1782","DID19"
"AID1736","DID775"
"AID1782","DID775"
"AID2002","DID1625"
"AID2002","DID1988"
"AID2002","DID214"
"AID2002","DID751"
"AID1390","DID1328"
"AID369","DID1328"
"AID2502","DID1328"
"AID2783","DID1328"
"AID2979","DID1328"
"AID1390","DID50"
"AID369","DID50"
"AID2502","DID50"
"AID2783","DID50"
"AID2979","DID50"
"AID1390","DID907"
"AID369","DID907"
"AID2502","DID907"
"AID2783","DID907"
"AID2979","DID907"
"AID802","DID1252"
"AID2772","DID1252"
"AID802","DID658"
"AID2772","DID658"
"AID802","DID689"
"AID2772","DID689"
"AID802","DID887"
"AID2772","DID887"
"AID31","DID1067"
"AID2499","DID1067"
"AID31","DID473"
"AID2499","DID473"
"AID185","DID1180"
"AID754","DID1180"
"AID1368","DID1180"
"AID185","DID151"
"AID754","DID151"
"AID1368","DID151"
"AID185","DID64"
"AID754","DID64"
"AID1368","DID64"
"AID185","DID993"
"AID754","DID993"
"AID1368","DID993"
"AID1043","DID1316"
"AID2661","DID1316"
"AID1043","DID1369"
"AID2661","DID1369"
"AID1043","DID573"
"AID2661","DID573"
"AID1043","DID908"
"AID2661","DID908"
"AID223","DID1136"
"AID896","DID1136"
"AID1415","DID1136"
"AID1291","DID1136"
"AID1625","DID1136"
"AID223","DID1614"
"AID896","DID1614"
"AID1415","DID1614"
"AID1291","DID1614"
"AID1625","DID1614"
"AID223","DID460"
"AID896","DID460"
"AID1415","DID460"
"AID1291","DID460"
"AID1625","DID460"
"AID223","DID785"
"AID896","DID785"
"AID1415","DID785"
"AID1291","DID785"
"AID1625","DID785"
"AID2669","DID1589"
"AID1496","DID1589"
"AID2669","DID1723"
"AID1496","DID1723"
"AID2669","DID1856"
"AID1496","DID1856"
"AID2669","DID1892"
"AID1496","DID1892"
"AID2241","DID132"
"AID2241","DID1874"
"AID2241","DID809"
"AID655","DID156"
"AID1311","DID156"
"AID1569","DID156"
"AID2429","DID156"
"AID2929","DID156"
"AID366","DID156"
"AID1254","DID156"
"AID655","DID442"
"AID1311","DID442"
"AID1569","DID442"
"AID2429","DID442"
"AID2929","DID442"
"AID366","DID442"
"AID1254","DID442"
"AID655","DID536"
"AID1311","DID536"
"AID1569","DID536"
"AID2429","DID536"
"AID2929","DID536"
"AID366","DID536"
"AID1254","DID536"
"AID491","DID1108"
"AID994","DID1108"
"AID491","DID283"
"AID994","DID283"
"AID107","DID116"
"AID138","DID116"
"AID2506","DID116"
"AID107","DID154"
"AID138","DID154"
"AID2506","DID154"
"AID107","DID1968"
"AID138","DID1968"
"AID2506","DID1968"
"AID107","DID837"
"AID138","DID837"
"AID2506","DID837"
"AID1450","DID1148"
"AID1525","DID1148"
"AID2691","DID1148"
"AID1450","DID1839"
"AID1525","DID1839"
"AID2691","DID1839"
"AID566","DID1640"
"AID1345","DID1640"
"AID566","DID1850"
"AID1345","DID1850"
"AID566","DID1907"
"AID1345","DID1907"
"AID566","DID673"
"AID1345","DID673"
"AID82","DID228"
"AID878","DID228"
"AID1997","DID228"
"AID82","DID759"
"AID878","DID759"
"AID1997","DID759"
"AID24","DID1693"
"AID335","DID1693"
"AID853","DID1693"
"AID947","DID1693"
"AID24","DID1932"
"AID335","DID1932"
"AID853","DID1932"
"AID947","DID1932"
"AID24","DID330"
"AID335","DID330"
"AID853","DID330"
"AID947","DID330"
"AID2505","DID591"
"AID836","DID591"
"AID1124","DID591"
"AID2505","DID739"
"AID836","DID739"
"AID1124","DID739"
"AID2505","DID760"
"AID836","DID760"
"AID1124","DID760"
"AID293","DID1483"
"AID400","DID1483"
"AID293","DID1619"
"AID400","DID1619"
"AID293","DID1838"
"AID400","DID1838"
"AID293","DID305"
"AID400","DID305"
"AID31","DID1297"
"AID2499","DID1297"
"AID31","DID778"
"AID2499","DID778"
"AID730","DID1339"
"AID1241","DID1339"
"AID1421","DID1339"
"AID730","DID738"
"AID1241","DID738"
"AID1421","DID738"
"AID221","DID1082"
"AID1100","DID1082"
"AID221","DID1130"
"AID1100","DID1130"
"AID221","DID1608"
"AID1100","DID1608"
"AID1047","DID1669"
"AID2066","DID1669"
"AID2228","DID1669"
"AID2512","DID1669"
"AID1047","DID209"
"AID2066","DID209"
"AID2228","DID209"
"AID2512","DID209"
"AID1047","DID474"
"AID2066","DID474"
"AID2228","DID474"
"AID2512","DID474"
"AID1047","DID811"
"AID2066","DID811"
"AID2228","DID811"
"AID2512","DID811"
