"AID","DID"
"AID1067","DID1054"
"AID1067","DID1254"
"AID1067","DID1331"
"AID1067","DID145"
"AID1067","DID25"
"AID1067","DID550"
"AID1067","DID612"
"AID1067","DID704"
"AID1067","DID711"
"AID1067","DID778"
"AID2539","DID1054"
"AID2539","DID1254"
"AID2539","DID1331"
"AID2539","DID145"
"AID2539","DID25"
"AID2539","DID550"
"AID2539","DID612"
"AID2539","DID704"
"AID2539","DID711"
"AID2539","DID778"
"AID2651","DID1054"
"AID2651","DID1254"
"AID2651","DID1331"
"AID2651","DID145"
"AID2651","DID25"
"AID2651","DID550"
"AID2651","DID612"
"AID2651","DID704"
"AID2651","DID711"
"AID2651","DID778"
"AID1083","DID1054"
"AID1083","DID1254"
"AID1083","DID1331"
"AID1083","DID145"
"AID1083","DID25"
"AID1083","DID550"
"AID1083","DID612"
"AID1083","DID704"
"AID1083","DID711"
"AID1083","DID778"
"AID1180","DID1054"
"AID1180","DID1254"
"AID1180","DID1331"
"AID1180","DID145"
"AID1180","DID25"
"AID1180","DID550"
"AID1180","DID612"
"AID1180","DID704"
"AID1180","DID711"
"AID1180","DID778"
"AID1435","DID1054"
"AID1435","DID1254"
"AID1435","DID1331"
"AID1435","DID145"
"AID1435","DID25"
"AID1435","DID550"
"AID1435","DID612"
"AID1435","DID704"
"AID1435","DID711"
"AID1435","DID778"
"AID2104","DID1054"
"AID2104","DID1254"
"AID2104","DID1331"
"AID2104","DID145"
"AID2104","DID25"
"AID2104","DID550"
"AID2104","DID612"
"AID2104","DID704"
"AID2104","DID711"
"AID2104","DID778"
"AID2449","DID1054"
"AID2449","DID1254"
"AID2449","DID1331"
"AID2449","DID145"
"AID2449","DID25"
"AID2449","DID550"
"AID2449","DID612"
"AID2449","DID704"
"AID2449","DID711"
"AID2449","DID778"
"AID2646","DID1054"
"AID2646","DID1254"
"AID2646","DID1331"
"AID2646","DID145"
"AID2646","DID25"
"AID2646","DID550"
"AID2646","DID612"
"AID2646","DID704"
"AID2646","DID711"
"AID2646","DID778"
"AID2993","DID1054"
"AID2993","DID1254"
"AID2993","DID1331"
"AID2993","DID145"
"AID2993","DID25"
"AID2993","DID550"
"AID2993","DID612"
"AID2993","DID704"
"AID2993","DID711"
"AID2993","DID778"
"AID930","DID1054"
"AID930","DID1254"
"AID930","DID1331"
"AID930","DID145"
"AID930","DID25"
"AID930","DID550"
"AID930","DID612"
"AID930","DID704"
"AID930","DID711"
"AID930","DID778"
"AID1052","DID1054"
"AID1052","DID1254"
"AID1052","DID1331"
"AID1052","DID145"
"AID1052","DID25"
"AID1052","DID550"
"AID1052","DID612"
"AID1052","DID704"
"AID1052","DID711"
"AID1052","DID778"
"AID2772","DID1054"
"AID2772","DID1254"
"AID2772","DID1331"
"AID2772","DID145"
"AID2772","DID25"
"AID2772","DID550"
"AID2772","DID612"
"AID2772","DID704"
"AID2772","DID711"
"AID2772","DID778"
"AID2839","DID1054"
"AID2839","DID1254"
"AID2839","DID1331"
"AID2839","DID145"
"AID2839","DID25"
"AID2839","DID550"
"AID2839","DID612"
"AID2839","DID704"
"AID2839","DID711"
"AID2839","DID778"
"AID1178","DID1054"
"AID1178","DID1254"
"AID1178","DID1331"
"AID1178","DID145"
"AID1178","DID25"
"AID1178","DID550"
"AID1178","DID612"
"AID1178","DID704"
"AID1178","DID711"
"AID1178","DID778"
"AID1183","DID1054"
"AID1183","DID1254"
