"DID","AID"
"DID198","AID643"
"DID56","AID643"
"DID654","AID643"
"DID858","AID643"
"DID889","AID643"
"DID988","AID643"
"DID198","AID826"
"DID56","AID826"
"DID654","AID826"
"DID858","AID826"
"DID889","AID826"
"DID988","AID826"
"DID198","AID1083"
"DID56","AID1083"
"DID654","AID1083"
"DID858","AID1083"
"DID889","AID1083"
"DID988","AID1083"
"DID198","AID1191"
"DID56","AID1191"
"DID654","AID1191"
"DID858","AID1191"
"DID889","AID1191"
"DID988","AID1191"
"DID198","AID1339"
"DID56","AID1339"
"DID654","AID1339"
"DID858","AID1339"
"DID889","AID1339"
"DID988","AID1339"
"DID198","AID1426"
"DID56","AID1426"
"DID654","AID1426"
"DID858","AID1426"
"DID889","AID1426"
"DID988","AID1426"
"DID198","AID611"
"DID56","AID611"
"DID654","AID611"
"DID858","AID611"
"DID889","AID611"
"DID988","AID611"
"DID198","AID959"
"DID56","AID959"
"DID654","AID959"
"DID858","AID959"
"DID889","AID959"
"DID988","AID959"
"DID198","AID1444"
"DID56","AID1444"
"DID654","AID1444"
"DID858","AID1444"
"DID889","AID1444"
"DID988","AID1444"
"DID198","AID1577"
"DID56","AID1577"
"DID654","AID1577"
"DID858","AID1577"
"DID889","AID1577"
"DID988","AID1577"
"DID198","AID1594"
"DID56","AID1594"
"DID654","AID1594"
"DID858","AID1594"
"DID889","AID1594"
"DID988","AID1594"
"DID198","AID1802"
"DID56","AID1802"
"DID654","AID1802"
"DID858","AID1802"
"DID889","AID1802"
"DID988","AID1802"
"DID198","AID306"
"DID56","AID306"
"DID654","AID306"
"DID858","AID306"
"DID889","AID306"
"DID988","AID306"
"DID198","AID653"
"DID56","AID653"
"DID654","AID653"
"DID858","AID653"
"DID889","AID653"
"DID988","AID653"
"DID198","AID795"
"DID56","AID795"
"DID654","AID795"
"DID858","AID795"
"DID889","AID795"
"DID988","AID795"
"DID198","AID1104"
"DID56","AID1104"
"DID654","AID1104"
"DID858","AID1104"
"DID889","AID1104"
"DID988","AID1104"
"DID198","AID1123"
"DID56","AID1123"
"DID654","AID1123"
"DID858","AID1123"
"DID889","AID1123"
"DID988","AID1123"
"DID198","AID1367"
"DID56","AID1367"
"DID654","AID1367"
"DID858","AID1367"
"DID889","AID1367"
"DID988","AID1367"
"DID198","AID1652"
"DID56","AID1652"
"DID654","AID1652"
"DID858","AID1652"
"DID889","AID1652"
"DID988","AID1652"
"DID198","AID822"
"DID56","AID822"
"DID654","AID822"
"DID858","AID822"
"DID889","AID822"
"DID988","AID822"
"DID198","AID987"
"DID56","AID987"
"DID654","AID987"
"DID858","AID987"
"DID889","AID987"
"DID988","AID987"
"DID198","AID1396"
"DID56","AID1396"
"DID654","AID1396"
"DID858","AID1396"
"DID889","AID1396"
"DID988","AID1396"
"DID198","AID1411"
"DID56","AID1411"
"DID654","AID1411"
"DID858","AID1411"
"DID889","AID1411"
"DID988","AID1411"
"DID198","AID1565"
"DID56","AID1565"
"DID654","AID1565"
"DID858","AID1565"
"DID889","AID1565"
"DID988","AID1565"
"DID198","AID1592"
"DID56","AID1592"
"DID654","AID1592"
"DID858","AID1592"
"DID889","AID1592"
"DID988","AID1592"
"DID198","AID581"
"DID56","AID581"
"DID654","AID581"
"DID858","AID581"
"DID889","AID581"
"DID988","AID581"
"DID198","AID822"
"DID56","AID822"
"DID654","AID822"
"DID858","AID822"
"DID889","AID822"
"DID988","AID822"
"DID198","AID1337"
"DID56","AID1337"
"DID654","AID1337"
"DID858","AID1337"
"DID889","AID1337"
"DID988","AID1337"
"DID198","AID114"
"DID56","AID114"
"DID654","AID114"
"DID858","AID114"
"DID889","AID114"
"DID988","AID114"
"DID198","AID365"
"DID56","AID365"
"DID654","AID365"
"DID858","AID365"
"DID889","AID365"
"DID988","AID365"
"DID198","AID403"
"DID56","AID403"
"DID654","AID403"
"DID858","AID403"
"DID889","AID403"
"DID988","AID403"
"DID198","AID970"
"DID56","AID970"
"DID654","AID970"
"DID858","AID970"
"DID889","AID970"
"DID988","AID970"
"DID198","AID1208"
"DID56","AID1208"
"DID654","AID1208"
"DID858","AID1208"
"DID889","AID1208"
"DID988","AID1208"
"DID198","AID1501"
"DID56","AID1501"
"DID654","AID1501"
"DID858","AID1501"
"DID889","AID1501"
"DID988","AID1501"
"DID264","AID250"
"DID588","AID250"
"DID657","AID250"
"DID864","AID250"
"DID948","AID250"
"DID980","AID250"
"DID264","AID384"
"DID588","AID384"
"DID657","AID384"
"DID864","AID384"
"DID948","AID384"
"DID980","AID384"
"DID264","AID483"
"DID588","AID483"
"DID657","AID483"
"DID864","AID483"
"DID948","AID483"
"DID980","AID483"
"DID264","AID654"
"DID588","AID654"
"DID657","AID654"
"DID864","AID654"
"DID948","AID654"
"DID980","AID654"
"DID264","AID777"
"DID588","AID777"
"DID657","AID777"
"DID864","AID777"
"DID948","AID777"
"DID980","AID777"
"DID264","AID803"
"DID588","AID803"
"DID657","AID803"
"DID864","AID803"
"DID948","AID803"
"DID980","AID803"
"DID264","AID977"
"DID588","AID977"
"DID657","AID977"
"DID864","AID977"
"DID948","AID977"
"DID980","AID977"
"DID264","AID1169"
"DID588","AID1169"
"DID657","AID1169"
"DID864","AID1169"
"DID948","AID1169"
"DID980","AID1169"
"DID264","AID1628"
"DID588","AID1628"
"DID657","AID1628"
"DID864","AID1628"
"DID948","AID1628"
"DID980","AID1628"
"DID264","AID1855"
"DID588","AID1855"
"DID657","AID1855"
"DID864","AID1855"
"DID948","AID1855"
"DID980","AID1855"
"DID264","AID1959"
"DID588","AID1959"
"DID657","AID1959"
"DID864","AID1959"
"DID948","AID1959"
"DID980","AID1959"
"DID264","AID112"
"DID588","AID112"
"DID657","AID112"
"DID864","AID112"
"DID948","AID112"
"DID980","AID112"
"DID264","AID171"
"DID588","AID171"
"DID657","AID171"
"DID864","AID171"
"DID948","AID171"
"DID980","AID171"
"DID264","AID203"
"DID588","AID203"
"DID657","AID203"
"DID864","AID203"
"DID948","AID203"
"DID980","AID203"
"DID264","AID294"
"DID588","AID294"
"DID657","AID294"
"DID864","AID294"
"DID948","AID294"
"DID980","AID294"
"DID264","AID596"
"DID588","AID596"
"DID657","AID596"
"DID864","AID596"
"DID948","AID596"
"DID980","AID596"
"DID264","AID940"
"DID588","AID940"
"DID657","AID940"
"DID864","AID940"
"DID948","AID940"
"DID980","AID940"
"DID264","AID1249"
"DID588","AID1249"
"DID657","AID1249"
"DID864","AID1249"
"DID948","AID1249"
"DID980","AID1249"
"DID264","AID1602"
"DID588","AID1602"
"DID657","AID1602"
"DID864","AID1602"
"DID948","AID1602"
"DID980","AID1602"
"DID264","AID772"
"DID588","AID772"
"DID657","AID772"
"DID864","AID772"
"DID948","AID772"
"DID980","AID772"
"DID264","AID998"
"DID588","AID998"
"DID657","AID998"
"DID864","AID998"
"DID948","AID998"
"DID980","AID998"
"DID264","AID1035"
"DID588","AID1035"
"DID657","AID1035"
"DID864","AID1035"
"DID948","AID1035"
"DID980","AID1035"
"DID264","AID1531"
"DID588","AID1531"
"DID657","AID1531"
"DID864","AID1531"
"DID948","AID1531"
"DID980","AID1531"
"DID264","AID1975"
"DID588","AID1975"
"DID657","AID1975"
"DID864","AID1975"
"DID948","AID1975"
"DID980","AID1975"
"DID264","AID356"
"DID588","AID356"
"DID657","AID356"
"DID864","AID356"
"DID948","AID356"
"DID980","AID356"
"DID264","AID1090"
"DID588","AID1090"
"DID657","AID1090"
"DID864","AID1090"
"DID948","AID1090"
"DID980","AID1090"
"DID264","AID1114"
"DID588","AID1114"
"DID657","AID1114"
"DID864","AID1114"
"DID948","AID1114"
"DID980","AID1114"
"DID264","AID1293"
"DID588","AID1293"
"DID657","AID1293"
"DID864","AID1293"
"DID948","AID1293"
"DID980","AID1293"
"DID264","AID1467"
"DID588","AID1467"
"DID657","AID1467"
"DID864","AID1467"
"DID948","AID1467"
"DID980","AID1467"
"DID264","AID1942"
"DID588","AID1942"
"DID657","AID1942"
"DID864","AID1942"
"DID948","AID1942"
"DID980","AID1942"
"DID264","AID530"
"DID588","AID530"
"DID657","AID530"
"DID864","AID530"
"DID948","AID530"
"DID980","AID530"
"DID264","AID542"
"DID588","AID542"
"DID657","AID542"
"DID864","AID542"
"DID948","AID542"
"DID980","AID542"
"DID264","AID1148"
"DID588","AID1148"
"DID657","AID1148"
"DID864","AID1148"
"DID948","AID1148"
"DID980","AID1148"
"DID264","AID1557"
"DID588","AID1557"
"DID657","AID1557"
"DID864","AID1557"
"DID948","AID1557"
"DID980","AID1557"
"DID264","AID1770"
"DID588","AID1770"
"DID657","AID1770"
"DID864","AID1770"
"DID948","AID1770"
"DID980","AID1770"
"DID264","AID116"
"DID588","AID116"
"DID657","AID116"
"DID864","AID116"
"DID948","AID116"
"DID980","AID116"
"DID264","AID1104"
"DID588","AID1104"
"DID657","AID1104"
"DID864","AID1104"
"DID948","AID1104"
"DID980","AID1104"
"DID264","AID1258"
"DID588","AID1258"
"DID657","AID1258"
"DID864","AID1258"
"DID948","AID1258"
"DID980","AID1258"
"DID264","AID1757"
"DID588","AID1757"
"DID657","AID1757"
"DID864","AID1757"
"DID948","AID1757"
"DID980","AID1757"
"DID129","AID96"
"DID561","AID96"
"DID650","AID96"
"DID816","AID96"
"DID839","AID96"
"DID935","AID96"
"DID129","AID502"
"DID561","AID502"
"DID650","AID502"
"DID816","AID502"
"DID839","AID502"
"DID935","AID502"
"DID129","AID580"
"DID561","AID580"
"DID650","AID580"
"DID816","AID580"
"DID839","AID580"
"DID935","AID580"
"DID129","AID644"
"DID561","AID644"
"DID650","AID644"
"DID816","AID644"
"DID839","AID644"
"DID935","AID644"
"DID129","AID698"
"DID561","AID698"
"DID650","AID698"
"DID816","AID698"
"DID839","AID698"
"DID935","AID698"
"DID129","AID905"
"DID561","AID905"
"DID650","AID905"
"DID816","AID905"
"DID839","AID905"
"DID935","AID905"
"DID129","AID1429"
"DID561","AID1429"
"DID650","AID1429"
"DID816","AID1429"
"DID839","AID1429"
"DID935","AID1429"
"DID129","AID1628"
"DID561","AID1628"
"DID650","AID1628"
"DID816","AID1628"
"DID839","AID1628"
"DID935","AID1628"
"DID129","AID1731"
"DID561","AID1731"
"DID650","AID1731"
"DID816","AID1731"
"DID839","AID1731"
"DID935","AID1731"
"DID129","AID1881"
"DID561","AID1881"
"DID650","AID1881"
"DID816","AID1881"
"DID839","AID1881"
"DID935","AID1881"
"DID129","AID296"
"DID561","AID296"
"DID650","AID296"
"DID816","AID296"
"DID839","AID296"
"DID935","AID296"
"DID129","AID434"
"DID561","AID434"
"DID650","AID434"
"DID816","AID434"
"DID839","AID434"
"DID935","AID434"
"DID129","AID521"
"DID561","AID521"
"DID650","AID521"
"DID816","AID521"
"DID839","AID521"
"DID935","AID521"
"DID129","AID592"
"DID561","AID592"
"DID650","AID592"
"DID816","AID592"
"DID839","AID592"
"DID935","AID592"
"DID129","AID785"
"DID561","AID785"
"DID650","AID785"
"DID816","AID785"
"DID839","AID785"
"DID935","AID785"
"DID129","AID982"
"DID561","AID982"
"DID650","AID982"
"DID816","AID982"
"DID839","AID982"
"DID935","AID982"
"DID129","AID545"
"DID561","AID545"
"DID650","AID545"
"DID816","AID545"
"DID839","AID545"
"DID935","AID545"
"DID129","AID968"
"DID561","AID968"
"DID650","AID968"
"DID816","AID968"
"DID839","AID968"
"DID935","AID968"
"DID129","AID1238"
"DID561","AID1238"
"DID650","AID1238"
"DID816","AID1238"
"DID839","AID1238"
"DID935","AID1238"
"DID129","AID228"
"DID561","AID228"
"DID650","AID228"
"DID816","AID228"
"DID839","AID228"
"DID935","AID228"
"DID129","AID252"
"DID561","AID252"
"DID650","AID252"
"DID816","AID252"
"DID839","AID252"
"DID935","AID252"
"DID129","AID546"
"DID561","AID546"
"DID650","AID546"
"DID816","AID546"
"DID839","AID546"
"DID935","AID546"
"DID129","AID693"
"DID561","AID693"
"DID650","AID693"
"DID816","AID693"
"DID839","AID693"
"DID935","AID693"
"DID129","AID848"
"DID561","AID848"
"DID650","AID848"
"DID816","AID848"
"DID839","AID848"
"DID935","AID848"
"DID129","AID1657"
"DID561","AID1657"
"DID650","AID1657"
"DID816","AID1657"
"DID839","AID1657"
"DID935","AID1657"
"DID129","AID309"
"DID561","AID309"
"DID650","AID309"
"DID816","AID309"
"DID839","AID309"
"DID935","AID309"
"DID129","AID772"
"DID561","AID772"
"DID650","AID772"
"DID816","AID772"
"DID839","AID772"
"DID935","AID772"
"DID129","AID1111"
"DID561","AID1111"
"DID650","AID1111"
"DID816","AID1111"
"DID839","AID1111"
"DID935","AID1111"
"DID129","AID1260"
"DID561","AID1260"
"DID650","AID1260"
"DID816","AID1260"
"DID839","AID1260"
"DID935","AID1260"
"DID129","AID1380"
"DID561","AID1380"
"DID650","AID1380"
"DID816","AID1380"
"DID839","AID1380"
"DID935","AID1380"
"DID129","AID1496"
"DID561","AID1496"
"DID650","AID1496"
"DID816","AID1496"
"DID839","AID1496"
"DID935","AID1496"
