CID,DID
CID1,DID1036
CID1,DID2364
CID1,DID2458
CID1,DID2559
CID1,DID2836
CID1,DID835
CID2,DID1877
CID2,DID248
CID2,DID405
CID2,DID411
CID3,DID1407
CID3,DID1753
CID3,DID904
CID4,DID1096
CID4,DID1387
CID4,DID1518
CID4,DID285
CID4,DID676
CID5,DID1259
CID5,DID2095
CID5,DID2372
CID5,DID2649
CID5,DID2770
CID5,DID2778
CID5,DID716
CID6,DID2505
CID6,DID565
CID7,DID1568
CID7,DID2294
CID7,DID230
CID7,DID45
CID7,DID957
CID8,DID1995
CID8,DID205
CID8,DID375
CID9,DID1606
CID9,DID2393
CID10,DID1425
CID10,DID1669
CID10,DID2146
CID10,DID2947
CID10,DID442
CID10,DID778
CID11,DID1713
CID11,DID2010
CID11,DID2142
CID11,DID2781
CID11,DID341
CID11,DID422
CID11,DID585
CID12,DID1088
CID12,DID1508
CID12,DID208
CID12,DID2596
CID12,DID2885
CID12,DID397
CID12,DID654
CID12,DID776
CID13,DID3000
CID14,DID1928
CID14,DID2083
CID14,DID2540
CID14,DID2884
CID15,DID1177
CID15,DID1250
CID15,DID1319
CID15,DID1859
CID15,DID237
CID15,DID2772
CID15,DID2916
CID15,DID95
CID16,DID2227
CID17,DID225
CID17,DID2980
CID17,DID968
CID18,DID1441
CID18,DID182
CID18,DID1955
CID18,DID2646
CID18,DID549
CID19,DID1595
CID19,DID2255
CID19,DID305
CID19,DID67
CID20,DID1384
CID20,DID1990
CID20,DID2093
CID20,DID2567
CID20,DID2618
CID20,DID2704
CID20,DID380
CID21,DID1556
CID21,DID212
CID21,DID2852
CID21,DID441
CID21,DID860
CID22,DID2332
CID22,DID2381
CID22,DID2458
CID22,DID2626
CID22,DID947
CID23,DID1002
CID24,DID1000
CID24,DID1226
CID24,DID1306
CID24,DID1560
CID24,DID1578
CID24,DID1593
CID24,DID2442
CID25,DID1056
CID25,DID2487
CID25,DID736
CID26,DID1550
CID26,DID2364
CID27,DID2179
CID28,DID758
CID28,DID882
CID29,DID1240
CID29,DID1694
CID29,DID1725
CID29,DID2798
CID29,DID512
CID29,DID55
CID29,DID590
CID29,DID879
CID30,DID1145
CID30,DID1284
CID30,DID2461
CID30,DID2938
CID31,DID2218
CID31,DID296
CID31,DID388
CID32,DID1277
CID32,DID2039
CID32,DID2128
CID32,DID249
CID32,DID2568
CID32,DID2770
CID32,DID2982
CID32,DID3000
CID33,DID1695
CID33,DID2398
CID33,DID561
CID34,DID1310
CID34,DID1604
CID34,DID1635
CID34,DID530
CID35,DID2001
CID36,DID1008
CID36,DID1258
CID36,DID1437
CID36,DID1511
CID36,DID1512
CID36,DID266
CID36,DID2750
CID36,DID604
CID37,DID1931
CID37,DID838
CID37,DID956
CID38,DID1012
CID38,DID119
CID38,DID1504
CID38,DID1700
CID38,DID1714
CID38,DID913
CID39,DID1743
CID39,DID1889
CID39,DID1898
CID39,DID91
CID40,DID1290
CID40,DID2117
CID40,DID2565
CID40,DID366
CID41,DID2333
CID41,DID2725
CID42,DID1547
CID42,DID1841
CID42,DID2207
CID42,DID2785
CID42,DID2878
CID43,DID1159
CID43,DID1302
CID43,DID137
CID43,DID1768
CID43,DID1792
CID43,DID2904
CID44,DID1564
CID44,DID1594
CID44,DID1791
CID44,DID2081
CID44,DID2493
CID44,DID287
CID44,DID944
CID44,DID957
CID45,DID117
CID45,DID1180
CID45,DID1296
CID45,DID1336
CID45,DID2058
CID45,DID2061
CID45,DID2107
CID45,DID2276
CID46,DID1889
CID46,DID2036
CID46,DID2231
CID46,DID2293
CID46,DID2368
CID46,DID2496
CID46,DID2714
CID47,DID1251
CID47,DID1673
CID47,DID2104
CID47,DID2206
CID47,DID2395
CID47,DID299
CID47,DID702
CID48,DID1595
CID48,DID334
CID48,DID628
CID49,DID1121
CID49,DID156
CID49,DID1740
CID49,DID2179
CID49,DID2332
CID49,DID2602
CID49,DID771
CID50,DID2781
CID50,DID685
CID50,DID857
CID51,DID1948
CID51,DID2057
CID51,DID333
CID51,DID389
CID51,DID752
CID51,DID95
CID52,DID124
CID52,DID1318
CID52,DID14
CID52,DID1992
CID53,DID2657
CID53,DID278
CID53,DID393
CID54,DID1857
CID54,DID2842
CID54,DID2878
CID54,DID314
CID54,DID319
CID55,DID1175
CID55,DID2122
CID55,DID2358
CID55,DID2371
CID55,DID631
CID56,DID1080
CID56,DID1890
CID57,DID924
CID58,DID1843
CID58,DID1884
CID58,DID1913
CID58,DID1960
CID58,DID278
CID58,DID813
CID59,DID134
CID59,DID364
CID60,DID1417
CID60,DID145
CID60,DID1765
CID60,DID208
CID60,DID2341
CID60,DID477
CID60,DID876
CID60,DID922
CID61,DID2224
CID61,DID2801
CID61,DID815
CID62,DID1150
CID62,DID1694
CID62,DID173
CID62,DID2041
CID62,DID2772
CID62,DID476
CID63,DID875
CID64,DID1783
CID64,DID2020
CID64,DID2183
CID64,DID2472
CID64,DID94
CID65,DID1437
CID65,DID1539
CID65,DID2097
CID65,DID2170
CID65,DID2578
CID65,DID2951
CID65,DID63
CID66,DID1813
CID67,DID1018
CID67,DID2259
CID67,DID335
CID68,DID165
CID68,DID1853
CID68,DID2015
CID68,DID519
CID68,DID583
CID69,DID1913
CID69,DID2759
CID69,DID2850
CID70,DID1030
CID70,DID1440
CID70,DID1466
CID70,DID2267
CID70,DID2377
CID70,DID2479
CID70,DID532
CID71,DID1057
CID71,DID436
CID71,DID805
CID72,DID2648
CID73,DID1299
CID73,DID2042
CID73,DID2432
CID73,DID2642
CID74,DID2079
CID74,DID306
CID74,DID419
CID74,DID672
CID75,DID1791
CID75,DID593
CID75,DID72
CID75,DID9
CID76,DID1239
CID76,DID2568
CID76,DID2668
CID76,DID592
CID76,DID734
CID77,DID1187
CID77,DID1526
CID78,DID2367
CID78,DID2681
CID79,DID1987
CID79,DID1998
CID79,DID2029
CID79,DID2046
CID79,DID2184
CID79,DID2763
CID80,DID1259
CID80,DID2921
CID81,DID1051
CID81,DID1460
CID81,DID1656
CID81,DID1683
CID81,DID2176
CID81,DID279
CID81,DID2819
CID81,DID696
CID82,DID1129
CID82,DID2690
CID83,DID2791
CID83,DID342
CID83,DID645
CID84,DID2795
CID84,DID982
CID85,DID2294
CID85,DID2846
CID85,DID401
CID85,DID949
CID86,DID1970
CID86,DID2163
CID86,DID2231
CID86,DID2581
CID86,DID406
CID86,DID435
CID86,DID464
CID87,DID2049
CID87,DID2738
CID87,DID444
CID87,DID756
CID87,DID982
CID87,DID997
CID88,DID1727
CID88,DID1925
CID88,DID2106
CID88,DID2382
CID88,DID303
CID88,DID62
CID88,DID895
CID88,DID975
CID89,DID1102
CID89,DID1525
CID89,DID2222
CID89,DID475
CID89,DID721
CID90,DID2282
CID90,DID2408
CID90,DID2727
CID90,DID968
CID90,DID986
CID91,DID1118
CID91,DID1776
CID91,DID1785
CID91,DID2104
CID91,DID2730
CID91,DID2894
CID92,DID1194
CID92,DID1444
CID92,DID1656
CID92,DID191
CID92,DID2119
CID92,DID339
CID93,DID1599
CID93,DID2338
CID93,DID2403
CID93,DID2715
CID93,DID2963
CID93,DID301
CID93,DID504
CID93,DID851
CID94,DID2824
CID94,DID810
CID95,DID1452
CID95,DID1746
CID95,DID2996
CID96,DID1065
CID97,DID1915
CID97,DID2767
CID98,DID1511
CID98,DID1601
CID98,DID1683
CID98,DID2026
CID98,DID2079
CID98,DID2912
CID98,DID486
CID98,DID670
CID99,DID1443
CID99,DID1915
CID99,DID2450
CID99,DID732
CID100,DID159
CID100,DID2800
CID101,DID1053
CID101,DID125
CID101,DID21
CID101,DID2547
CID101,DID267
CID101,DID318
CID101,DID420
CID101,DID940
CID102,DID1360
CID102,DID2396
CID102,DID2466
CID102,DID2530
CID102,DID40
CID102,DID464
CID102,DID910
CID103,DID1963
CID103,DID2840
CID103,DID413
CID104,DID439
CID105,DID2441
CID105,DID2512
CID105,DID2786
CID105,DID287
CID106,DID1397
CID106,DID2093
CID106,DID250
CID106,DID2769
CID106,DID408
CID106,DID656
CID107,DID1770
CID108,DID1179
CID108,DID150
CID108,DID2429
CID108,DID28
CID108,DID443
CID108,DID449
CID108,DID910
CID109,DID2775
CID110,DID1294
CID110,DID2459
CID110,DID267
CID110,DID290
CID110,DID913
CID111,DID2540
CID112,DID2585
CID113,DID1042
CID113,DID1546
CID114,DID659
CID114,DID831
CID115,DID1490
CID115,DID1670
CID115,DID2840
CID116,DID1566
CID116,DID1631
CID116,DID1930
CID117,DID1340
CID117,DID1699
CID117,DID2767
CID117,DID967
CID118,DID2286
CID119,DID1017
CID119,DID1884
CID119,DID2943
CID119,DID493
CID119,DID632
CID119,DID970
CID120,DID1105
CID120,DID2353
CID120,DID2461
CID121,DID1170
CID121,DID1529
CID121,DID1818
CID122,DID1105
CID122,DID1871
CID122,DID2156
CID122,DID2476
CID122,DID2578
CID122,DID2662
CID122,DID2841
CID122,DID457
CID123,DID2389
CID123,DID2777
CID123,DID319
CID123,DID627
CID124,DID18
CID124,DID763
CID124,DID948
CID125,DID1407
CID126,DID1727
CID126,DID2477
CID126,DID291
CID127,DID1320
CID127,DID1458
CID127,DID1675
CID127,DID181
CID128,DID1416
CID128,DID205
CID128,DID2510
CID128,DID795
CID128,DID995
CID129,DID1408
CID129,DID2537
CID130,DID118
CID130,DID1447
CID130,DID231
CID130,DID233
CID130,DID2457
CID130,DID2572
CID130,DID272
CID130,DID458
CID131,DID1207
CID131,DID2935
CID132,DID117
CID132,DID1300
CID132,DID1587
CID132,DID2703
CID132,DID2924
CID132,DID524
CID132,DID721
CID133,DID1500
CID133,DID2694
CID133,DID544
CID133,DID74
CID133,DID909
CID134,DID1434
CID134,DID1949
CID134,DID208
CID134,DID2315
CID134,DID2346
CID134,DID290
CID135,DID2103
CID135,DID2784
CID135,DID2866
CID136,DID1937
CID137,DID1952
CID137,DID2284
CID137,DID729
CID138,DID903
CID139,DID1467
CID140,DID1445
CID140,DID1800
CID140,DID2048
CID141,DID1414
CID141,DID2769
CID141,DID2800
CID142,DID1764
CID142,DID195
CID142,DID2229
CID142,DID247
CID142,DID469
CID143,DID1062
CID143,DID1079
CID143,DID1557
CID143,DID1618
CID143,DID1665
CID143,DID2631
CID143,DID2875
CID143,DID528
CID144,DID1071
CID144,DID1417
CID144,DID1686
CID144,DID2120
CID144,DID299
CID144,DID631
CID145,DID1065
CID145,DID1427
CID145,DID1783
CID145,DID466
CID146,DID1522
CID146,DID1541
CID147,DID138
CID147,DID1927
CID147,DID2635
CID148,DID1227
CID148,DID1784
CID148,DID2940
CID149,DID2305
CID150,DID1959
CID150,DID2386
CID150,DID574
CID150,DID777
CID150,DID997
CID151,DID1834
CID151,DID389
CID152,DID831
CID153,DID2912
CID153,DID2976
CID154,DID1298
CID154,DID1311
CID154,DID1560
CID154,DID251
CID154,DID475
CID155,DID2441
CID156,DID1172
CID156,DID2490
CID156,DID2657
CID156,DID2699
CID156,DID2805
CID156,DID390
CID156,DID553
CID156,DID929
CID157,DID1149
CID157,DID1183
CID157,DID193
CID157,DID2335
CID157,DID2957
CID157,DID2958
CID157,DID450
CID158,DID1556
CID158,DID1739
CID158,DID1994
CID158,DID2039
CID158,DID2906
CID158,DID441
CID159,DID2272
CID159,DID2819
CID160,DID1059
CID160,DID1076
CID160,DID2238
CID160,DID2431
CID160,DID2490
CID160,DID2602
CID160,DID982
CID161,DID2500
CID162,DID214
CID162,DID2487
CID162,DID2910
CID162,DID2962
CID162,DID381
CID162,DID888
CID162,DID996
CID163,DID1075
CID163,DID168
CID163,DID1927
CID163,DID2231
CID163,DID2983
CID163,DID706
CID163,DID942
CID164,DID2466
CID165,DID735
CID166,DID1003
CID166,DID2507
CID166,DID333
CID166,DID52
CID167,DID1048
CID167,DID2488
CID167,DID2912
CID167,DID65
CID167,DID660
CID168,DID1071
CID168,DID1367
CID168,DID1550
CID168,DID2003
CID168,DID2402
CID169,DID1981
CID169,DID31
CID170,DID1666
CID170,DID1707
CID170,DID2322
CID170,DID2951
CID170,DID849
CID171,DID1888
CID171,DID2977
CID172,DID1145
CID172,DID116
CID172,DID1228
CID172,DID1699
CID172,DID2118
CID172,DID5
CID173,DID1336
CID173,DID1523
CID174,DID1002
CID174,DID2393
CID174,DID526
CID174,DID597
CID175,DID2333
CID176,DID2110
CID177,DID124
CID177,DID1299
CID177,DID1777
CID177,DID1974
CID177,DID27
CID177,DID478
CID178,DID2035
CID178,DID2623
CID178,DID47
CID179,DID1412
CID179,DID1658
CID179,DID2823
CID179,DID735
CID179,DID762
CID179,DID783
CID180,DID2374
CID180,DID2475
CID180,DID618
CID181,DID2944
CID182,DID1698
CID182,DID2181
CID183,DID1214
CID183,DID1618
CID184,DID1415
CID184,DID1961
CID184,DID2441
CID184,DID2859
CID185,DID1413
CID185,DID2664
CID186,DID2108
CID187,DID1158
CID187,DID1769
CID187,DID2727
CID187,DID47
CID187,DID962
CID188,DID1003
CID188,DID1175
CID188,DID1480
CID188,DID1549
CID188,DID2238
CID188,DID2308
CID188,DID337
CID188,DID559
CID189,DID1252
CID189,DID245
CID189,DID2545
CID189,DID507
CID190,DID2676
CID190,DID2794
CID190,DID747
CID191,DID2435
CID191,DID332
CID191,DID989
CID192,DID2389
CID192,DID2818
CID193,DID1216
CID193,DID2348
CID193,DID2696
CID193,DID2793
CID193,DID673
CID193,DID985
CID194,DID165
CID194,DID184
CID194,DID1850
CID194,DID2237
CID194,DID3000
CID194,DID38
CID195,DID956
CID196,DID1249
