"AID","CID"
"AID296","CID1"
"AID430","CID1"
"AID667","CID1"
"AID1163","CID1"
"AID793","CID1"
"AID843","CID1"
"AID1017","CID1"
"AID1084","CID1"
"AID1110","CID1"
"AID1872","CID1"
"AID757","CID2"
"AID1932","CID2"
"AID2947","CID2"
"AID932","CID2"
"AID2314","CID2"
"AID2802","CID2"
"AID2546","CID2"
"AID1642","CID2"
"AID1792","CID2"
"AID783","CID3"
"AID1240","CID3"
"AID2751","CID3"
"AID1040","CID4"
"AID1692","CID4"
"AID1749","CID4"
"AID146","CID5"
"AID579","CID5"
"AID1876","CID5"
"AID1938","CID5"
"AID1319","CID6"
"AID1413","CID6"
"AID1137","CID6"
"AID2159","CID6"
"AID2637","CID6"
"AID1032","CID6"
"AID2550","CID6"
"AID332","CID6"
"AID2080","CID6"
"AID1952","CID7"
"AID1492","CID7"
"AID1506","CID7"
"AID1306","CID8"
"AID2367","CID8"
"AID2502","CID8"
"AID2858","CID8"
"AID2867","CID8"
"AID160","CID8"
"AID2920","CID8"
"AID593","CID9"
"AID873","CID9"
"AID2292","CID9"
"AID1082","CID9"
"AID1947","CID9"
"AID2036","CID9"
"AID62","CID10"
"AID585","CID10"
"AID671","CID10"
"AID699","CID10"
"AID2057","CID10"
"AID2062","CID10"
"AID1474","CID10"
"AID2674","CID10"
"AID75","CID10"
"AID1196","CID10"
"AID1934","CID11"
"AID2225","CID11"
"AID363","CID11"
"AID1496","CID11"
"AID2086","CID12"
"AID183","CID12"
"AID1745","CID12"
"AID1929","CID12"
"AID421","CID13"
"AID646","CID13"
"AID2030","CID13"
"AID2478","CID13"
"AID2582","CID13"
"AID2857","CID13"
"AID1023","CID13"
"AID1357","CID13"
"AID1781","CID13"
"AID1897","CID13"
"AID2431","CID13"
"AID989","CID14"
"AID1714","CID14"
"AID1760","CID14"
"AID2471","CID14"
"AID2754","CID14"
"AID2959","CID14"
"AID1044","CID14"
"AID357","CID14"
"AID1263","CID15"
"AID471","CID15"
"AID792","CID15"
"AID1718","CID15"
"AID1988","CID15"
"AID2149","CID15"
"AID2659","CID15"
"AID1279","CID16"
"AID1433","CID16"
"AID2104","CID16"
"AID2532","CID16"
