"BID","DID"
"BID2105","DID1712"
"BID2825","DID1712"
"BID2105","DID1866"
"BID2825","DID1866"
"BID2105","DID1942"
"BID2825","DID1942"
"BID2105","DID211"
"BID2825","DID211"
"BID1316","DID175"
"BID1456","DID175"
"BID513","DID175"
"BID1316","DID821"
"BID1456","DID821"
"BID513","DID821"
"BID2405","DID576"
"BID65","DID576"
"BID710","DID576"
"BID2405","DID975"
"BID65","DID975"
"BID710","DID975"
"BID2297","DID1104"
"BID2863","DID1104"
"BID2297","DID1153"
"BID2863","DID1153"
"BID2297","DID1869"
"BID2863","DID1869"
"BID2297","DID445"
"BID2863","DID445"
"BID1583","DID1027"
"BID2422","DID1027"
"BID1583","DID324"
"BID2422","DID324"
"BID1583","DID398"
"BID2422","DID398"
"BID1583","DID830"
"BID2422","DID830"
"BID1478","DID1339"
"BID1941","DID1339"
"BID622","DID1339"
"BID1478","DID1635"
"BID1941","DID1635"
"BID622","DID1635"
"BID1478","DID25"
"BID1941","DID25"
"BID622","DID25"
"BID1478","DID780"
"BID1941","DID780"
"BID622","DID780"
"BID2087","DID1277"
"BID2556","DID1277"
"BID2087","DID1329"
"BID2556","DID1329"
"BID2087","DID721"
"BID2556","DID721"
"BID1869","DID1518"
"BID2538","DID1518"
"BID490","DID1518"
"BID1869","DID1671"
"BID2538","DID1671"
"BID490","DID1671"
"BID1869","DID904"
"BID2538","DID904"
"BID490","DID904"
"BID2567","DID1787"
"BID870","DID1787"
"BID921","DID1787"
"BID2567","DID1939"
"BID870","DID1939"
"BID921","DID1939"
"BID2567","DID951"
"BID870","DID951"
"BID921","DID951"
"BID139","DID620"
"BID1432","DID620"
"BID1900","DID620"
"BID139","DID919"
"BID1432","DID919"
"BID1900","DID919"
"BID1365","DID1500"
"BID657","DID1500"
"BID1365","DID394"
"BID657","DID394"
"BID1365","DID795"
"BID657","DID795"
"BID1365","DID974"
"BID657","DID974"
"BID2047","DID1307"
"BID363","DID1307"
"BID77","DID1307"
"BID2047","DID1784"
"BID363","DID1784"
"BID77","DID1784"
"BID2047","DID311"
"BID363","DID311"
"BID77","DID311"
"BID2047","DID4"
"BID363","DID4"
"BID77","DID4"
"BID1731","DID1136"
"BID2918","DID1136"
"BID97","DID1136"
"BID1731","DID875"
"BID2918","DID875"
"BID97","DID875"
"BID1046","DID1287"
"BID1673","DID1287"
"BID442","DID1287"
"BID1046","DID1537"
"BID1673","DID1537"
"BID442","DID1537"
"BID1046","DID876"
"BID1673","DID876"
"BID442","DID876"
"BID1888","DID1423"
"BID2881","DID1423"
"BID1888","DID1743"
"BID2881","DID1743"
"BID1888","DID521"
"BID2881","DID521"
"BID1888","DID61"
