CID,DID
CID1,DID112
CID1,DID215
CID1,DID233
CID1,DID38
CID1,DID581
CID1,DID849
CID2,DID221
CID2,DID292
CID2,DID497
CID2,DID726
CID2,DID801
CID2,DID985
CID3,DID200
CID3,DID372
CID3,DID73
CID3,DID822
CID3,DID840
CID3,DID949
CID4,DID507
CID4,DID741
CID4,DID799
CID4,DID8
CID4,DID897
CID4,DID957
CID5,DID231
CID5,DID322
CID5,DID367
CID5,DID448
CID5,DID628
CID5,DID85
CID6,DID107
CID6,DID364
CID6,DID447
CID6,DID725
CID6,DID926
CID6,DID989
CID7,DID166
CID7,DID186
CID7,DID204
CID7,DID374
CID7,DID540
CID7,DID65
CID8,DID218
CID8,DID259
CID8,DID634
CID8,DID75
CID8,DID796
CID8,DID938
CID9,DID118
CID9,DID308
CID9,DID594
CID9,DID814
CID9,DID823
CID9,DID849
CID10,DID13
CID10,DID252
CID10,DID422
CID10,DID526
CID10,DID818
CID10,DID94
CID11,DID632
CID11,DID727
CID11,DID740
CID11,DID789
CID11,DID877
CID11,DID954
CID12,DID206
CID12,DID352
CID12,DID690
CID12,DID911
CID12,DID929
CID12,DID985
CID13,DID173
CID13,DID275
CID13,DID517
CID13,DID61
CID13,DID612
CID13,DID963
CID14,DID140
CID14,DID26
CID14,DID39
CID14,DID529
CID14,DID581
CID14,DID883
CID15,DID152
CID15,DID33
CID15,DID511
CID15,DID538
CID15,DID858
CID15,DID949
CID16,DID113
CID16,DID40
CID16,DID487
CID16,DID488
CID16,DID617
CID16,DID690
CID17,DID201
CID17,DID236
CID17,DID413
CID17,DID588
CID17,DID676
CID17,DID954
CID18,DID287
CID18,DID451
CID18,DID618
CID18,DID627
CID18,DID647
CID18,DID975
CID19,DID198
CID19,DID223
CID19,DID344
CID19,DID68
CID19,DID690
CID19,DID810
CID20,DID124
CID20,DID422
CID20,DID531
CID20,DID851
CID20,DID871
CID20,DID885
CID21,DID266
CID21,DID504
CID21,DID507
CID21,DID631
CID21,DID898
CID21,DID931
CID22,DID1
CID22,DID184
CID22,DID353
CID22,DID565
CID22,DID739
CID22,DID836
CID23,DID16
CID23,DID296
CID23,DID504
CID23,DID519
CID23,DID57
CID23,DID706
CID24,DID386
CID24,DID412
CID24,DID443
CID24,DID72
CID24,DID749
CID24,DID776
CID25,DID260
CID25,DID358
CID25,DID544
CID25,DID732
CID25,DID852
CID25,DID900
CID26,DID261
CID26,DID345
CID26,DID421
CID26,DID496
CID26,DID524
CID26,DID600
CID27,DID127
CID27,DID295
CID27,DID431
CID27,DID477
CID27,DID549
CID27,DID674
CID28,DID107
CID28,DID14
CID28,DID370
CID28,DID543
CID28,DID91
CID28,DID97
CID29,DID694
CID29,DID765
