AID,BID
AID1,BID2058
AID1,BID2275
AID1,BID453
AID2,BID1969
AID2,BID60
AID3,BID2217
AID3,BID2670
AID3,BID735
AID4,BID1123
AID5,BID1309
AID5,BID1330
AID5,BID1801
AID6,BID384
AID7,BID2519
AID8,BID1193
AID8,BID2026
AID8,BID2869
AID9,BID1333
AID10,BID1683
AID10,BID17
AID10,BID626
AID11,BID1025
AID11,BID1848
AID11,BID515
AID12,BID1153
AID12,BID2265
AID13,BID1040
AID13,BID1192
AID13,BID978
AID14,BID2921
AID14,BID87
AID15,BID1376
AID16,BID1442
AID16,BID2545
AID16,BID2562
AID17,BID1495
AID18,BID225
AID18,BID2552
AID18,BID288
AID19,BID2787
AID20,BID2212
AID20,BID2373
AID20,BID446
AID21,BID2727
AID21,BID2850
AID22,BID1406
AID22,BID922
AID23,BID1511
AID23,BID218
AID23,BID2744
AID24,BID2824
AID25,BID2981
AID26,BID2264
AID27,BID2101
AID27,BID2480
AID28,BID1210
AID28,BID380
AID29,BID1725
AID29,BID1737
AID29,BID2859
AID30,BID1685
AID30,BID1949
AID30,BID508
AID31,BID1568
AID32,BID187
AID33,BID145
AID33,BID689
AID34,BID1090
AID35,BID2175
AID36,BID785
AID37,BID1149
AID37,BID270
AID37,BID2987
AID38,BID1121
AID38,BID330
AID39,BID193
AID40,BID1262
AID41,BID1700
AID41,BID2033
AID42,BID1992
AID43,BID1116
AID43,BID496
AID43,BID89
AID44,BID1075
AID44,BID1680
AID44,BID240
AID45,BID1128
AID45,BID2912
AID46,BID1102
AID46,BID2591
AID47,BID1284
AID47,BID2616
AID47,BID976
AID48,BID1684
AID48,BID2162
AID49,BID2129
AID50,BID2851
AID50,BID714
AID51,BID1457
AID52,BID1691
AID52,BID368
AID53,BID1762
AID53,BID2173
AID53,BID97
AID54,BID7
AID54,BID912
AID55,BID114
AID55,BID2442
AID55,BID737
AID56,BID1671
AID56,BID2115
AID56,BID2827
AID57,BID1997
AID57,BID230
AID57,BID424
AID58,BID1773
AID58,BID2497
AID59,BID1670
AID60,BID1412
AID60,BID197
AID60,BID683
AID61,BID1194
AID61,BID276
AID61,BID2960
AID62,BID1413
AID62,BID151
AID62,BID923
AID63,BID2584
AID63,BID2631
AID63,BID2718
AID64,BID1604
AID64,BID1798
AID64,BID319
AID65,BID1649
AID65,BID203
AID66,BID2015
AID67,BID1675
AID67,BID2859
AID67,BID938
AID68,BID549
AID69,BID2529
AID70,BID2172
AID70,BID2526
AID71,BID198
AID72,BID1806
AID72,BID2408
AID72,BID286
AID73,BID220
AID74,BID1407
AID74,BID1868
AID75,BID1195
AID75,BID2110
AID76,BID284
AID77,BID2338
AID78,BID2451
AID79,BID1589
AID79,BID430
AID79,BID682
AID80,BID1075
AID81,BID1919
AID81,BID335
AID82,BID495
AID82,BID50
AID82,BID885
AID83,BID1473
AID83,BID8
AID83,BID933
AID84,BID845
AID85,BID98
AID86,BID897
AID87,BID2014
AID88,BID364
AID89,BID1456
AID90,BID2795
AID90,BID30
AID91,BID1
AID91,BID2814
AID92,BID659
AID93,BID1444
AID93,BID983
AID94,BID2396
AID95,BID2098
AID96,BID1601
AID97,BID773
AID98,BID2025
AID98,BID2863
AID99,BID1128
AID99,BID2180
AID99,BID37
AID100,BID1126
