AID,BID
AID1,BID1876
AID1,BID2479
AID1,BID3975
AID2,BID3421
AID2,BID3429
AID2,BID3500
AID2,BID353
AID2,BID805
AID3,BID3310
AID3,BID522
AID4,BID1056
AID4,BID1416
AID4,BID2853
AID4,BID642
AID5,BID2122
AID5,BID2189
AID5,BID234
AID5,BID2436
AID5,BID3041
AID6,BID2885
AID6,BID955
AID7,BID1283
AID7,BID2509
AID7,BID2876
AID8,BID1277
AID8,BID2263
AID8,BID2815
AID9,BID2027
AID9,BID2708
AID9,BID405
AID10,BID1890
AID10,BID2585
AID10,BID2954
AID11,BID3223
AID11,BID3686
AID11,BID656
AID12,BID1069
AID12,BID205
AID12,BID2548
AID12,BID2595
AID12,BID3045
AID13,BID1848
AID13,BID23
AID13,BID3056
AID13,BID3146
AID13,BID862
AID14,BID21
AID14,BID3147
AID14,BID3166
AID14,BID3338
AID14,BID3500
AID15,BID1560
AID15,BID2246
AID15,BID490
AID15,BID539
AID15,BID605
AID16,BID1408
AID16,BID2133
AID16,BID3257
AID16,BID451
AID16,BID464
AID17,BID2860
AID17,BID512
AID17,BID909
AID18,BID2591
AID18,BID2764
AID18,BID2793
AID19,BID2354
AID19,BID3004
AID19,BID509
AID20,BID1290
AID20,BID3456
AID20,BID606
AID21,BID2584
AID21,BID3165
AID21,BID448
AID22,BID2302
AID22,BID3838
AID23,BID1484
AID23,BID1820
AID23,BID615
AID24,BID1386
AID24,BID65
AID24,BID950
AID25,BID1541
AID25,BID1851
AID25,BID1869
AID26,BID2399
AID26,BID3423
AID26,BID3887
AID27,BID1544
AID27,BID2224
AID27,BID3267
AID28,BID2390
AID28,BID3001
AID28,BID3061
AID28,BID3452
AID29,BID1985
AID29,BID2883
AID29,BID3915
AID30,BID1135
AID30,BID1230
AID30,BID3050
AID30,BID3259
AID30,BID765
AID31,BID1807
AID31,BID3055
AID32,BID1223
AID32,BID1256
AID32,BID1898
AID32,BID66
AID33,BID3014
AID33,BID3037
AID33,BID3419
AID33,BID3465
AID34,BID2471
AID34,BID2720
AID34,BID3834
AID34,BID502
AID35,BID1519
AID35,BID1815
AID35,BID417
AID36,BID1096
AID36,BID1306
AID36,BID2088
AID36,BID2883
AID37,BID2674
AID37,BID3266
AID37,BID84
AID38,BID2032
AID38,BID3299
AID39,BID253
AID39,BID2803
AID39,BID3637
AID40,BID3145
AID40,BID3194
AID40,BID3960
AID40,BID399
AID41,BID2703
AID41,BID485
AID42,BID1766
AID42,BID2029
AID42,BID2367
AID42,BID3023
AID42,BID3130
AID43,BID1186
AID43,BID2191
AID43,BID2788
AID43,BID3123
AID43,BID3392
AID44,BID3098
AID44,BID3369
AID44,BID3581
AID45,BID1047
AID45,BID1401
AID45,BID2825
AID45,BID3886
AID46,BID1067
AID46,BID1575
AID46,BID3078
AID46,BID3618
AID47,BID1427
AID47,BID2204
AID47,BID2664
AID47,BID3472
AID47,BID433
AID48,BID2615
AID48,BID3591
AID48,BID733
AID49,BID201
AID49,BID2571
AID49,BID3838
AID50,BID1813
AID50,BID3881
AID50,BID501
AID51,BID2211
AID51,BID2281
AID51,BID2296
AID51,BID805
AID52,BID2850
AID52,BID730
AID52,BID995
AID53,BID3689
AID53,BID397
AID53,BID6
AID54,BID180
AID54,BID243
AID54,BID3078
AID55,BID1252
AID55,BID2752
AID56,BID184
AID56,BID3469
AID56,BID694
AID57,BID2065
AID57,BID2343
AID57,BID3595
AID57,BID3738
AID58,BID2264
AID58,BID515
AID59,BID1759
AID59,BID3261
AID59,BID3760
AID59,BID3878
AID59,BID94
AID60,BID2088
AID60,BID2844
AID60,BID3518
AID61,BID1024
AID61,BID219
AID61,BID2213
AID62,BID1126
AID62,BID1213
AID62,BID879
AID63,BID1908
AID63,BID397
AID64,BID3368
AID64,BID373
AID65,BID1575
AID65,BID1637
AID65,BID3504
AID66,BID1038
AID66,BID1729
AID66,BID1844
AID66,BID3019
AID66,BID563
AID67,BID181
AID67,BID2701
AID68,BID1516
AID68,BID2196
AID69,BID1802
AID69,BID664
AID70,BID117
AID70,BID2068
AID70,BID2592
AID70,BID3942
AID71,BID1186
AID71,BID2768
AID71,BID3127
AID71,BID3653
AID72,BID1103
AID72,BID1282
AID72,BID1643
AID72,BID2413
AID73,BID1122
AID73,BID2678
AID73,BID336
AID73,BID3758
AID73,BID875
AID74,BID1761
AID74,BID2308
AID74,BID2444
AID74,BID2949
AID74,BID2980
AID75,BID1129
AID75,BID1826
AID75,BID2150
AID75,BID3134
AID76,BID3800
AID76,BID909
AID77,BID3425
AID77,BID358
AID78,BID1660
AID78,BID1947
AID78,BID2387
AID78,BID443
AID79,BID1463
AID79,BID1669
AID79,BID280
AID79,BID349
AID79,BID3600
AID80,BID1109
AID80,BID1554
AID80,BID1650
AID80,BID273
AID80,BID971
AID81,BID285
AID81,BID3702
AID81,BID3794
AID81,BID543
AID81,BID642
AID82,BID1305
AID82,BID2548
AID82,BID3101
AID82,BID3940
AID82,BID400
AID83,BID1903
AID83,BID2309
AID83,BID2514
AID83,BID2921
AID83,BID771
AID84,BID2223
AID84,BID2261
AID84,BID2441
AID84,BID3172
AID84,BID3351
AID85,BID2766
AID85,BID3228
AID85,BID3375
AID85,BID3689
AID86,BID1051
AID86,BID3299
AID86,BID3671
AID86,BID3730
AID86,BID915
AID87,BID1251
AID87,BID3355
AID88,BID1508
AID88,BID489
AID88,BID75
AID89,BID1475
AID89,BID3708
AID89,BID3893
AID90,BID1049
AID90,BID1109
AID90,BID2116
AID90,BID300
AID90,BID3403
AID91,BID12
AID91,BID3324
AID91,BID973
AID92,BID2409
AID92,BID3010
AID93,BID118
AID93,BID1771
AID93,BID3746
AID93,BID64
AID94,BID2204
AID94,BID3138
AID94,BID849
AID95,BID1507
AID95,BID2715
AID95,BID3202
AID96,BID171
AID96,BID3322
AID96,BID3499
AID96,BID3569
AID96,BID3725
AID97,BID1009
AID97,BID1955
AID97,BID353
AID97,BID3672
AID98,BID1445
AID98,BID252
AID98,BID3571
AID98,BID3711
AID98,BID877
AID99,BID2889
AID99,BID3142
AID100,BID2771
AID100,BID3628
AID101,BID1661
AID101,BID2084
AID101,BID334
AID102,BID1798
AID102,BID833
AID103,BID2376
AID103,BID2907
AID103,BID488
AID103,BID511
AID103,BID606
AID104,BID2312
AID104,BID26
AID104,BID3054
AID104,BID38
AID105,BID2758
AID105,BID3111
AID105,BID3181
AID106,BID2207
AID106,BID2405
AID106,BID3783
AID106,BID3794
AID106,BID3945
AID107,BID2554
AID107,BID824
AID108,BID141
AID108,BID3259
AID108,BID3484
AID109,BID160
AID109,BID276
AID109,BID3314
AID109,BID3541
AID110,BID225
AID110,BID2638
AID110,BID973
AID111,BID1348
AID111,BID3451
AID112,BID1329
AID112,BID1496
AID112,BID2027
AID112,BID2300
AID113,BID1789
AID113,BID1952
AID113,BID2456
AID113,BID280
AID114,BID2756
AID114,BID2892
AID115,BID1120
AID115,BID1480
AID115,BID1887
AID115,BID2796
AID115,BID3315
AID116,BID2024
AID116,BID3523
AID117,BID3319
AID117,BID3551
AID118,BID2499
AID118,BID2827
AID118,BID3740
AID119,BID1050
AID119,BID3434
AID119,BID3786
AID120,BID2022
AID120,BID2319
AID120,BID2391
AID120,BID3559
AID121,BID3015
AID121,BID341
AID121,BID3743
AID122,BID1119
AID122,BID1828
AID122,BID2415
AID122,BID2495
AID123,BID1049
AID123,BID2112
AID123,BID2292
AID124,BID1979
AID124,BID2720
AID124,BID2839
AID125,BID1038
AID125,BID1895
AID125,BID993
AID126,BID1014
AID126,BID1755
AID126,BID1892
AID127,BID2157
AID127,BID349
AID127,BID3615
AID128,BID263
AID128,BID575
AID129,BID2661
AID129,BID267
AID129,BID3611
AID130,BID1843
AID130,BID2734
AID131,BID2521
AID131,BID3464
AID131,BID365
AID132,BID247
AID132,BID2702
AID132,BID3146
AID132,BID3922
AID132,BID959
AID133,BID3601
AID133,BID632
AID134,BID1340
AID134,BID1559
AID134,BID1935
AID134,BID701
AID135,BID1151
AID135,BID2458
AID135,BID2540
AID135,BID2618
AID135,BID3727
AID136,BID1384
AID136,BID2189
AID136,BID2796
AID136,BID3515
AID136,BID3597
AID137,BID2037
AID137,BID277
AID137,BID2822
AID137,BID779
AID138,BID2058
AID138,BID2469
AID139,BID2682
AID139,BID3551
AID140,BID1458
AID140,BID2502
AID141,BID1944
AID141,BID1970
AID141,BID2104
AID141,BID903
AID142,BID1243
AID142,BID1276
AID142,BID1509
AID143,BID2611
AID143,BID2686
AID143,BID2967
AID143,BID3065
AID143,BID372
AID144,BID1213
AID144,BID1918
AID145,BID2066
AID145,BID2784
AID145,BID2937
AID145,BID3627
AID145,BID818
AID146,BID1663
AID146,BID2530
AID146,BID3904
AID147,BID100
AID147,BID1510
AID147,BID2639
AID147,BID2990
AID148,BID2039
AID148,BID246
AID148,BID3489
AID149,BID1790
AID149,BID3694
AID149,BID526
AID150,BID1267
AID150,BID2019
AID150,BID2085
AID150,BID3767
AID151,BID3499
AID151,BID770
AID152,BID3210
AID152,BID3593
AID153,BID2249
AID153,BID950
AID154,BID2619
AID154,BID3693
AID154,BID3829
AID155,BID1455
AID155,BID1525
AID155,BID1568
AID155,BID2129
AID155,BID2261
AID156,BID1093
AID156,BID1539
AID156,BID2260
AID156,BID3141
AID156,BID3574
AID157,BID1293
AID157,BID2129
AID157,BID3441
AID158,BID3236
AID158,BID3300
AID158,BID3929
AID159,BID1783
AID159,BID2905
AID160,BID1285
AID160,BID1588
AID160,BID2995
AID160,BID3015
AID161,BID2748
AID161,BID3465
AID162,BID1578
AID162,BID2455
AID162,BID45
AID162,BID588
AID163,BID12
AID163,BID2828
AID163,BID3733
AID164,BID1491
AID164,BID2083
AID164,BID2371
AID164,BID2555
AID165,BID1020
AID165,BID419
AID166,BID2254
AID166,BID335
AID167,BID2821
AID167,BID3162
AID167,BID3644
AID167,BID3762
AID168,BID2349
AID168,BID2652
AID168,BID3401
AID168,BID3456
AID168,BID977
AID169,BID1466
AID169,BID3682
AID170,BID1433
AID170,BID149
AID170,BID2857
AID171,BID1026
AID171,BID2527
AID171,BID3038
AID171,BID631
AID172,BID1235
AID172,BID2957
AID172,BID3882
AID172,BID3927
AID173,BID1755
AID173,BID2351
AID174,BID3722
AID174,BID706
AID175,BID1654
AID175,BID2856
AID175,BID3474
AID176,BID1295
AID176,BID87
AID177,BID2521
AID177,BID2716
AID177,BID281
AID177,BID3950
AID177,BID463
AID178,BID2448
AID178,BID2711
AID178,BID2928
AID179,BID2178
AID179,BID2194
AID179,BID3814
AID179,BID735
AID180,BID3203
AID180,BID3814
AID180,BID3928
AID181,BID1872
AID181,BID629
AID182,BID1310
AID182,BID284
AID183,BID3118
AID183,BID3397
AID183,BID3512
AID184,BID1330
AID184,BID2033
AID184,BID3931
AID185,BID1411
AID185,BID3043
AID185,BID3109
AID185,BID457
AID186,BID2533
AID186,BID3179
AID187,BID1499
AID187,BID2465
AID187,BID300
AID187,BID705
AID188,BID121
AID188,BID1936
AID188,BID3264
AID188,BID972
AID189,BID1175
AID189,BID1245
AID190,BID1311
AID190,BID3133
AID190,BID3218
AID191,BID567
AID191,BID864
AID192,BID1539
AID192,BID1639
AID192,BID2197
AID192,BID2533
AID192,BID3602
AID193,BID3678
AID193,BID3931
AID194,BID1251
AID194,BID163
AID194,BID32
AID195,BID1325
AID195,BID1395
AID195,BID1755
AID195,BID90
AID196,BID1872
AID196,BID337
AID196,BID3466
AID196,BID3584
AID197,BID201
AID197,BID2287
AID197,BID2914
AID198,BID1160
AID198,BID1623
AID198,BID2554
AID198,BID3848
AID199,BID1493
AID199,BID1940
AID199,BID2037
AID199,BID3181
AID200,BID2895
AID200,BID3047
AID201,BID2601
AID201,BID3153
AID201,BID3752
AID201,BID3760
AID202,BID1494
AID202,BID239
AID202,BID381
AID203,BID2414
AID203,BID3878
AID204,BID2202
AID204,BID310
AID204,BID409
AID205,BID1200
AID205,BID2428
AID205,BID3036
AID206,BID2164
AID206,BID2492
AID206,BID2649
AID206,BID2770
AID206,BID883
AID207,BID2649
AID207,BID2903
AID208,BID2157
AID208,BID581
AID208,BID638
AID209,BID1266
AID209,BID3182
AID210,BID205
AID210,BID2585
AID211,BID2495
AID211,BID3598
AID212,BID2146
AID212,BID3270
AID213,BID1124
AID213,BID2065
AID213,BID3914
AID213,BID659
AID213,BID735
AID214,BID1246
AID214,BID2215
AID214,BID2486
AID214,BID3813
AID214,BID459
AID215,BID1477
AID215,BID1668
AID215,BID1893
AID215,BID396
AID216,BID1824
AID216,BID2150
AID216,BID3447
AID217,BID1035
AID217,BID1966
AID217,BID3601
AID217,BID378
AID218,BID1150
AID218,BID3109
AID218,BID338
AID219,BID1769
AID219,BID3606
AID219,BID525
AID220,BID3774
AID220,BID3809
AID220,BID3905
AID221,BID1688
AID221,BID2265
AID221,BID3563
AID222,BID3076
AID222,BID3677
AID222,BID45
AID223,BID1739
AID223,BID2578
AID223,BID2810
AID224,BID2369
AID224,BID2611
AID225,BID1431
AID225,BID3601
AID226,BID1957
AID226,BID2116
AID226,BID2922
AID226,BID53
AID226,BID731
AID227,BID2315
AID227,BID2575
AID227,BID2641
AID227,BID3632
AID227,BID3797
AID228,BID1837
AID228,BID2716
AID228,BID3476
AID228,BID476
AID229,BID1727
AID229,BID1880
AID229,BID3658
AID229,BID3668
AID230,BID3281
AID230,BID461
AID230,BID813
AID231,BID1068
