"AID","CID"
"AID96","CID1"
"AID1560","CID1"
"AID2241","CID1"
"AID775","CID1"
"AID943","CID2"
"AID1096","CID2"
"AID1620","CID2"
"AID2603","CID2"
"AID2710","CID2"
"AID617","CID2"
"AID1352","CID2"
"AID1778","CID2"
"AID2599","CID2"
"AID721","CID2"
"AID956","CID2"
"AID1108","CID2"
"AID2758","CID2"
"AID2270","CID3"
"AID494","CID3"
"AID799","CID3"
"AID2585","CID3"
"AID430","CID4"
"AID2142","CID4"
"AID856","CID4"
"AID1225","CID4"
"AID2443","CID4"
"AID438","CID4"
"AID510","CID5"
"AID1133","CID5"
"AID686","CID5"
"AID1253","CID5"
"AID1275","CID6"
"AID1154","CID6"
"AID2952","CID6"
"AID1391","CID7"
"AID2605","CID7"
"AID74","CID7"
"AID284","CID7"
"AID109","CID7"
"AID396","CID7"
"AID218","CID8"
"AID953","CID8"
"AID2171","CID8"
"AID979","CID8"
"AID312","CID9"
"AID752","CID9"
"AID258","CID9"
"AID369","CID9"
"AID479","CID9"
"AID2693","CID9"
"AID119","CID9"
"AID752","CID9"
"AID2593","CID9"
"AID539","CID9"
"AID571","CID10"
"AID1429","CID10"
"AID2680","CID10"
"AID2700","CID10"
"AID196","CID11"
"AID944","CID11"
"AID1137","CID11"
"AID1918","CID11"
"AID1936","CID11"
"AID2736","CID11"
"AID2919","CID11"
"AID324","CID11"
"AID463","CID11"
"AID791","CID11"
"AID173","CID11"
"AID824","CID11"
"AID1667","CID11"
"AID2355","CID11"
"AID270","CID12"
"AID1626","CID12"
"AID52","CID12"
"AID351","CID13"
"AID1952","CID13"
"AID2403","CID13"
"AID427","CID13"
"AID949","CID14"
"AID1868","CID14"
"AID627","CID14"
"AID1365","CID14"
"AID2202","CID14"
"AID626","CID14"
"AID2010","CID14"
"AID961","CID15"
"AID1345","CID15"
"AID1281","CID16"
"AID402","CID16"
"AID829","CID16"
"AID850","CID16"
"AID2069","CID16"
"AID2778","CID16"
"AID1559","CID16"
"AID1625","CID17"
"AID293","CID17"
"AID29","CID17"
"AID373","CID17"
"AID772","CID17"
"AID2543","CID17"
"AID1327","CID18"
"AID2554","CID18"
"AID590","CID18"
"AID662","CID18"
"AID2515","CID18"
"AID2752","CID18"
"AID2255","CID18"
"AID31","CID18"
"AID760","CID19"
"AID825","CID19"
"AID2491","CID19"
"AID2811","CID19"
"AID385","CID19"
"AID1434","CID20"
"AID1458","CID20"
"AID2144","CID20"
"AID2375","CID20"
"AID309","CID20"
"AID409","CID20"
"AID1734","CID20"
"AID1280","CID20"
"AID2802","CID20"
"AID2915","CID20"
"AID587","CID21"
"AID1145","CID21"
"AID2134","CID21"
"AID2707","CID21"
"AID870","CID21"
"AID2967","CID21"
"AID352","CID22"
"AID585","CID22"
"AID691","CID22"
"AID1867","CID22"
"AID2552","CID22"
"AID2777","CID22"
"AID2074","CID23"
"AID361","CID23"
"AID1173","CID23"
"AID1497","CID23"
"AID1105","CID23"
"AID2067","CID23"
"AID2879","CID23"
"AID2628","CID24"
"AID2826","CID24"
