"BID","DID"
"BID1648","DID157"
"BID3259","DID157"
"BID1648","DID187"
"BID3259","DID187"
"BID1196","DID573"
"BID928","DID573"
"BID1196","DID774"
"BID928","DID774"
"BID2928","DID498"
"BID368","DID498"
"BID2928","DID989"
"BID368","DID989"
"BID234","DID106"
"BID577","DID106"
"BID234","DID621"
"BID577","DID621"
"BID2191","DID284"
"BID2780","DID284"
"BID2191","DID490"
"BID2780","DID490"
"BID1731","DID773"
"BID941","DID773"
"BID1731","DID976"
"BID941","DID976"
"BID2228","DID288"
"BID987","DID288"
"BID2228","DID67"
"BID987","DID67"
"BID3218","DID345"
"BID666","DID345"
"BID3218","DID471"
"BID666","DID471"
"BID2115","DID407"
"BID270","DID407"
"BID2115","DID829"
"BID270","DID829"
"BID436","DID892"
"BID922","DID892"
"BID436","DID983"
"BID922","DID983"
"BID2412","DID488"
"BID3495","DID488"
"BID2412","DID774"
"BID3495","DID774"
"BID1997","DID615"
"BID640","DID615"
"BID1997","DID908"
"BID640","DID908"
"BID698","DID124"
"BID957","DID124"
"BID698","DID37"
"BID957","DID37"
"BID2727","DID725"
"BID731","DID725"
"BID2727","DID953"
"BID731","DID953"
"BID2552","DID757"
"BID882","DID757"
"BID2552","DID982"
"BID882","DID982"
"BID1962","DID466"
"BID528","DID466"
"BID1962","DID879"
"BID528","DID879"
"BID1617","DID125"
"BID945","DID125"
"BID1617","DID78"
"BID945","DID78"
"BID339","DID727"
"BID3528","DID727"
"BID339","DID729"
"BID3528","DID729"
"BID1856","DID397"
"BID2993","DID397"
"BID1856","DID60"
"BID2993","DID60"
"BID1020","DID225"
"BID82","DID225"
"BID1020","DID284"
"BID82","DID284"
"BID3281","DID321"
"BID468","DID321"
"BID3281","DID587"
"BID468","DID587"
"BID1529","DID338"
"BID2661","DID338"
"BID1529","DID625"
"BID2661","DID625"
"BID251","DID574"
"BID3565","DID574"
"BID251","DID991"
"BID3565","DID991"
"BID1503","DID290"
"BID1873","DID290"
"BID1503","DID591"
"BID1873","DID591"
"BID3287","DID576"
"BID459","DID576"
"BID3287","DID728"
"BID459","DID728"
"BID1390","DID167"
"BID1880","DID167"
"BID1390","DID198"
"BID1880","DID198"
"BID1457","DID652"
"BID3623","DID652"
"BID1457","DID681"
"BID3623","DID681"
"BID3664","DID212"
"BID942","DID212"
"BID3664","DID396"
"BID942","DID396"
"BID1725","DID781"
"BID1958","DID781"
"BID1725","DID821"
"BID1958","DID821"
"BID1558","DID555"
"BID606","DID555"
"BID1558","DID919"
"BID606","DID919"
"BID1316","DID167"
"BID758","DID167"
"BID1316","DID73"
"BID758","DID73"
"BID2973","DID210"
"BID3574","DID210"
"BID2973","DID292"
"BID3574","DID292"
"BID3429","DID262"
"BID360","DID262"
"BID3429","DID726"
"BID360","DID726"
"BID2497","DID238"
"BID3993","DID238"
"BID2497","DID56"
"BID3993","DID56"
"BID1282","DID312"
"BID620","DID312"
"BID1282","DID588"
"BID620","DID588"
"BID2114","DID332"
"BID222","DID332"
"BID2114","DID986"
"BID222","DID986"
"BID2657","DID225"
"BID972","DID225"
"BID2657","DID585"
"BID972","DID585"
"BID1381","DID588"
"BID784","DID588"
"BID1381","DID89"
"BID784","DID89"
"BID1691","DID100"
"BID2913","DID100"
"BID1691","DID267"
"BID2913","DID267"
"BID338","DID598"
"BID3424","DID598"
"BID338","DID749"
"BID3424","DID749"
"BID1796","DID515"
"BID2633","DID515"
"BID1796","DID667"
"BID2633","DID667"
"BID165","DID395"
"BID1841","DID395"
"BID165","DID886"
"BID1841","DID886"
