"DID","AID"
"DID112","AID1830"
"DID215","AID1830"
"DID233","AID1830"
"DID38","AID1830"
"DID581","AID1830"
"DID849","AID1830"
"DID112","AID1941"
"DID215","AID1941"
"DID233","AID1941"
"DID38","AID1941"
"DID581","AID1941"
"DID849","AID1941"
"DID112","AID9"
"DID215","AID9"
"DID233","AID9"
"DID38","AID9"
"DID581","AID9"
"DID849","AID9"
"DID112","AID526"
"DID215","AID526"
"DID233","AID526"
"DID38","AID526"
"DID581","AID526"
"DID849","AID526"
"DID112","AID915"
"DID215","AID915"
"DID233","AID915"
"DID38","AID915"
"DID581","AID915"
"DID849","AID915"
"DID112","AID1255"
"DID215","AID1255"
"DID233","AID1255"
"DID38","AID1255"
"DID581","AID1255"
"DID849","AID1255"
"DID112","AID85"
"DID215","AID85"
"DID233","AID85"
"DID38","AID85"
"DID581","AID85"
"DID849","AID85"
"DID112","AID11"
"DID215","AID11"
"DID233","AID11"
"DID38","AID11"
"DID581","AID11"
"DID849","AID11"
"DID112","AID257"
"DID215","AID257"
"DID233","AID257"
"DID38","AID257"
"DID581","AID257"
"DID849","AID257"
"DID112","AID291"
"DID215","AID291"
"DID233","AID291"
"DID38","AID291"
"DID581","AID291"
"DID849","AID291"
"DID112","AID1146"
"DID215","AID1146"
"DID233","AID1146"
"DID38","AID1146"
"DID581","AID1146"
"DID849","AID1146"
"DID112","AID353"
"DID215","AID353"
"DID233","AID353"
"DID38","AID353"
"DID581","AID353"
"DID849","AID353"
"DID112","AID612"
"DID215","AID612"
"DID233","AID612"
"DID38","AID612"
"DID581","AID612"
"DID849","AID612"
"DID112","AID681"
"DID215","AID681"
"DID233","AID681"
"DID38","AID681"
"DID581","AID681"
"DID849","AID681"
"DID112","AID99"
"DID215","AID99"
"DID233","AID99"
"DID38","AID99"
"DID581","AID99"
"DID849","AID99"
"DID221","AID292"
"DID292","AID292"
"DID497","AID292"
"DID726","AID292"
"DID801","AID292"
"DID985","AID292"
"DID221","AID617"
"DID292","AID617"
"DID497","AID617"
"DID726","AID617"
"DID801","AID617"
"DID985","AID617"
"DID221","AID777"
"DID292","AID777"
"DID497","AID777"
"DID726","AID777"
"DID801","AID777"
"DID985","AID777"
"DID221","AID1578"
"DID292","AID1578"
"DID497","AID1578"
"DID726","AID1578"
"DID801","AID1578"
"DID985","AID1578"
"DID221","AID1819"
"DID292","AID1819"
"DID497","AID1819"
"DID726","AID1819"
"DID801","AID1819"
"DID985","AID1819"
"DID221","AID371"
"DID292","AID371"
"DID497","AID371"
"DID726","AID371"
"DID801","AID371"
"DID985","AID371"
"DID221","AID1472"
"DID292","AID1472"
"DID497","AID1472"
"DID726","AID1472"
"DID801","AID1472"
"DID985","AID1472"
"DID221","AID723"
"DID292","AID723"
"DID497","AID723"
"DID726","AID723"
"DID801","AID723"
"DID985","AID723"
"DID221","AID949"
"DID292","AID949"
"DID497","AID949"
"DID726","AID949"
"DID801","AID949"
"DID985","AID949"
"DID221","AID1078"
"DID292","AID1078"
"DID497","AID1078"
"DID726","AID1078"
"DID801","AID1078"
"DID985","AID1078"
"DID221","AID1172"
"DID292","AID1172"
"DID497","AID1172"
"DID726","AID1172"
"DID801","AID1172"
"DID985","AID1172"
"DID221","AID1612"
"DID292","AID1612"
"DID497","AID1612"
"DID726","AID1612"
"DID801","AID1612"
"DID985","AID1612"
"DID221","AID854"
"DID292","AID854"
