"DID","AID"
"DID339","AID13"
"DID339","AID227"
"DID339","AID366"
"DID339","AID492"
"DID339","AID814"
"DID339","AID917"
"DID339","AID999"
"DID339","AID1392"
"DID339","AID1650"
"DID339","AID1854"
"DID922","AID13"
"DID922","AID227"
"DID922","AID366"
"DID922","AID492"
"DID922","AID814"
"DID922","AID917"
"DID922","AID999"
"DID922","AID1392"
"DID922","AID1650"
"DID922","AID1854"
"DID335","AID129"
"DID335","AID625"
"DID335","AID940"
"DID335","AID1099"
"DID335","AID1554"
"DID335","AID1972"
"DID335","AID874"
"DID335","AID974"
"DID335","AID986"
"DID335","AID1106"
"DID335","AID1258"
"DID335","AID1952"
"DID787","AID129"
"DID787","AID625"
"DID787","AID940"
"DID787","AID1099"
"DID787","AID1554"
"DID787","AID1972"
"DID787","AID874"
"DID787","AID974"
"DID787","AID986"
"DID787","AID1106"
"DID787","AID1258"
"DID787","AID1952"
"DID137","AID71"
"DID137","AID680"
"DID137","AID730"
"DID137","AID819"
"DID137","AID1437"
"DID137","AID1672"
"DID137","AID1728"
"DID137","AID1834"
"DID137","AID1854"
"DID137","AID1877"
"DID137","AID1882"
"DID137","AID9"
"DID137","AID105"
"DID137","AID148"
"DID137","AID326"
"DID137","AID1166"
"DID137","AID1201"
"DID137","AID1493"
"DID137","AID1507"
"DID137","AID1537"
"DID873","AID71"
"DID873","AID680"
"DID873","AID730"
"DID873","AID819"
"DID873","AID1437"
"DID873","AID1672"
"DID873","AID1728"
"DID873","AID1834"
"DID873","AID1854"
"DID873","AID1877"
"DID873","AID1882"
"DID873","AID9"
"DID873","AID105"
"DID873","AID148"
"DID873","AID326"
"DID873","AID1166"
"DID873","AID1201"
"DID873","AID1493"
"DID873","AID1507"
"DID873","AID1537"
"DID360","AID267"
"DID360","AID375"
"DID360","AID463"
"DID360","AID792"
"DID360","AID1213"
"DID360","AID1227"
"DID360","AID298"
"DID360","AID1310"
"DID532","AID267"
"DID532","AID375"
"DID532","AID463"
"DID532","AID792"
"DID532","AID1213"
"DID532","AID1227"
"DID532","AID298"
"DID532","AID1310"
"DID44","AID257"
"DID44","AID657"
"DID44","AID743"
"DID44","AID764"
"DID44","AID1001"
"DID44","AID1536"
"DID44","AID1663"
"DID44","AID3"
"DID44","AID376"
"DID44","AID523"
"DID44","AID576"
"DID44","AID1067"
"DID44","AID1179"
"DID44","AID1258"
"DID44","AID1373"
"DID44","AID1460"
"DID44","AID1493"
"DID44","AID1542"
"DID44","AID1862"
"DID608","AID257"
"DID608","AID657"
"DID608","AID743"
"DID608","AID764"
"DID608","AID1001"
"DID608","AID1536"
"DID608","AID1663"
"DID608","AID3"
"DID608","AID376"
"DID608","AID523"
"DID608","AID576"
"DID608","AID1067"
"DID608","AID1179"
"DID608","AID1258"
"DID608","AID1373"
"DID608","AID1460"
"DID608","AID1493"
"DID608","AID1542"
"DID608","AID1862"
"DID720","AID1"
"DID720","AID1244"
"DID720","AID1551"
"DID720","AID1657"
"DID720","AID1731"
"DID720","AID121"
"DID720","AID658"
"DID720","AID914"
"DID720","AID1210"
"DID720","AID1292"
"DID720","AID1406"
"DID720","AID1411"
"DID872","AID1"
"DID872","AID1244"
"DID872","AID1551"
"DID872","AID1657"
"DID872","AID1731"
"DID872","AID121"
"DID872","AID658"
"DID872","AID914"
"DID872","AID1210"
"DID872","AID1292"
"DID872","AID1406"
"DID872","AID1411"
"DID851","AID11"
"DID851","AID402"
"DID851","AID1271"
"DID851","AID1495"
"DID851","AID1954"
"DID851","AID240"
"DID851","AID262"
"DID851","AID588"
"DID851","AID668"
"DID851","AID765"
"DID851","AID961"
"DID851","AID1011"
"DID851","AID1212"
"DID851","AID1250"
"DID851","AID1359"
"DID886","AID11"
"DID886","AID402"
"DID886","AID1271"
"DID886","AID1495"
"DID886","AID1954"
"DID886","AID240"
"DID886","AID262"
"DID886","AID588"
"DID886","AID668"
"DID886","AID765"
"DID886","AID961"
"DID886","AID1011"
"DID886","AID1212"
"DID886","AID1250"
"DID886","AID1359"
"DID435","AID1294"
"DID435","AID1301"
"DID435","AID1885"
"DID435","AID1950"
"DID435","AID10"
"DID435","AID66"
"DID435","AID392"
"DID435","AID423"
"DID435","AID1061"
"DID435","AID1423"
"DID468","AID1294"
"DID468","AID1301"
"DID468","AID1885"
"DID468","AID1950"
"DID468","AID10"
"DID468","AID66"
"DID468","AID392"
"DID468","AID423"
"DID468","AID1061"
"DID468","AID1423"
"DID141","AID63"
"DID141","AID342"
"DID141","AID574"
"DID141","AID589"
"DID141","AID870"
"DID141","AID1241"
"DID141","AID1653"
"DID141","AID1731"
"DID141","AID42"
"DID141","AID153"
"DID141","AID236"
"DID141","AID434"
"DID141","AID793"
"DID141","AID1248"
"DID37","AID63"
"DID37","AID342"
"DID37","AID574"
"DID37","AID589"
"DID37","AID870"
"DID37","AID1241"
"DID37","AID1653"
"DID37","AID1731"
"DID37","AID42"
"DID37","AID153"
"DID37","AID236"
"DID37","AID434"
"DID37","AID793"
"DID37","AID1248"
"DID265","AID126"
"DID265","AID589"
"DID265","AID1367"
"DID265","AID1439"
"DID53","AID126"
"DID53","AID589"
"DID53","AID1367"
"DID53","AID1439"
"DID317","AID118"
"DID317","AID371"
"DID317","AID384"
"DID317","AID862"
"DID317","AID872"
"DID317","AID1196"
"DID317","AID1748"
"DID317","AID109"
"DID317","AID1204"
"DID317","AID1602"
"DID317","AID1947"
"DID875","AID118"
"DID875","AID371"
"DID875","AID384"
"DID875","AID862"
"DID875","AID872"
"DID875","AID1196"
"DID875","AID1748"
"DID875","AID109"
"DID875","AID1204"
"DID875","AID1602"
"DID875","AID1947"
"DID794","AID143"
"DID794","AID408"
"DID794","AID1133"
"DID794","AID1161"
"DID794","AID1749"
"DID794","AID1810"
"DID794","AID1826"
"DID794","AID1951"
"DID794","AID19"
"DID794","AID143"
"DID794","AID1094"
"DID794","AID1418"
"DID794","AID1731"
"DID794","AID1818"
"DID807","AID143"
"DID807","AID408"
"DID807","AID1133"
"DID807","AID1161"
"DID807","AID1749"
"DID807","AID1810"
"DID807","AID1826"
"DID807","AID1951"
"DID807","AID19"
"DID807","AID143"
"DID807","AID1094"
"DID807","AID1418"
"DID807","AID1731"
"DID807","AID1818"
"DID202","AID71"
"DID202","AID680"
"DID202","AID730"
"DID202","AID819"
"DID202","AID1437"
"DID202","AID1672"
"DID202","AID1728"
"DID202","AID1834"
"DID202","AID1854"
"DID202","AID1877"
"DID202","AID1882"
"DID202","AID102"
"DID202","AID276"
"DID202","AID864"
"DID202","AID1006"
"DID202","AID1023"
"DID202","AID1358"
"DID202","AID1513"
"DID202","AID1905"
"DID461","AID71"
"DID461","AID680"
"DID461","AID730"
"DID461","AID819"
"DID461","AID1437"
"DID461","AID1672"
"DID461","AID1728"
"DID461","AID1834"
"DID461","AID1854"
"DID461","AID1877"
"DID461","AID1882"
"DID461","AID102"
"DID461","AID276"
"DID461","AID864"
"DID461","AID1006"
"DID461","AID1023"
"DID461","AID1358"
"DID461","AID1513"
"DID461","AID1905"
"DID816","AID867"
"DID816","AID1775"
"DID816","AID1871"
"DID816","AID580"
"DID816","AID909"
"DID816","AID972"
"DID816","AID1792"
"DID824","AID867"
"DID824","AID1775"
"DID824","AID1871"
"DID824","AID580"
"DID824","AID909"
"DID824","AID972"
"DID824","AID1792"
"DID108","AID67"
"DID108","AID189"
"DID108","AID363"
"DID108","AID1566"
"DID108","AID1723"
"DID108","AID1852"
"DID108","AID383"
"DID108","AID427"
"DID108","AID1343"
"DID108","AID1915"
"DID845","AID67"
"DID845","AID189"
"DID845","AID363"
"DID845","AID1566"
"DID845","AID1723"
"DID845","AID1852"
"DID845","AID383"
"DID845","AID427"
"DID845","AID1343"
"DID845","AID1915"
"DID274","AID307"
"DID274","AID389"
"DID274","AID395"
"DID274","AID561"
"DID274","AID796"
"DID274","AID897"
"DID274","AID101"
"DID274","AID212"
"DID274","AID334"
"DID274","AID348"
"DID274","AID408"
"DID274","AID705"
"DID274","AID992"
"DID274","AID1049"
"DID274","AID1222"
"DID274","AID1806"
"DID545","AID307"
"DID545","AID389"
"DID545","AID395"
"DID545","AID561"
"DID545","AID796"
"DID545","AID897"
"DID545","AID101"
"DID545","AID212"
"DID545","AID334"
"DID545","AID348"
"DID545","AID408"
"DID545","AID705"
"DID545","AID992"
"DID545","AID1049"
"DID545","AID1222"
"DID545","AID1806"
"DID276","AID158"
"DID276","AID242"
"DID276","AID256"
"DID276","AID728"
"DID276","AID1643"
"DID276","AID54"
"DID276","AID1226"
"DID276","AID1577"
"DID288","AID158"
"DID288","AID242"
"DID288","AID256"
"DID288","AID728"
"DID288","AID1643"
"DID288","AID54"
"DID288","AID1226"
"DID288","AID1577"
"DID839","AID288"
"DID839","AID294"
"DID839","AID484"
"DID839","AID547"
"DID839","AID1154"
"DID839","AID1413"
"DID839","AID1846"
"DID839","AID620"
"DID839","AID685"
"DID839","AID938"
"DID839","AID1077"
"DID938","AID288"
"DID938","AID294"
"DID938","AID484"
"DID938","AID547"
"DID938","AID1154"
"DID938","AID1413"
"DID938","AID1846"
"DID938","AID620"
"DID938","AID685"
"DID938","AID938"
"DID938","AID1077"
"DID381","AID85"
"DID381","AID220"
"DID381","AID262"
"DID381","AID331"
"DID381","AID452"
"DID381","AID526"
"DID381","AID560"
"DID381","AID626"
"DID381","AID674"
"DID381","AID960"
"DID381","AID1891"
"DID381","AID849"
"DID381","AID1518"
"DID519","AID85"
"DID519","AID220"
"DID519","AID262"
"DID519","AID331"
"DID519","AID452"
"DID519","AID526"
"DID519","AID560"
"DID519","AID626"
"DID519","AID674"
"DID519","AID960"
"DID519","AID1891"
"DID519","AID849"
"DID519","AID1518"
"DID46","AID268"
"DID46","AID441"
"DID46","AID470"
"DID46","AID637"
"DID46","AID1140"
"DID46","AID1369"
"DID46","AID1521"
"DID46","AID1728"
"DID46","AID97"
"DID46","AID173"
"DID46","AID233"
"DID46","AID240"
"DID46","AID806"
"DID46","AID1590"
"DID866","AID268"
"DID866","AID441"
"DID866","AID470"
"DID866","AID637"
"DID866","AID1140"
"DID866","AID1369"
"DID866","AID1521"
"DID866","AID1728"
"DID866","AID97"
"DID866","AID173"
"DID866","AID233"
"DID866","AID240"
"DID866","AID806"
"DID866","AID1590"
"DID212","AID425"
"DID212","AID674"
"DID212","AID808"
"DID212","AID579"
"DID212","AID1371"
"DID212","AID1660"
"DID212","AID1972"
"DID617","AID425"
"DID617","AID674"
"DID617","AID808"
"DID617","AID579"
"DID617","AID1371"
"DID617","AID1660"
"DID617","AID1972"
"DID423","AID138"
"DID423","AID308"
"DID423","AID415"
"DID423","AID1008"
"DID423","AID1166"
"DID423","AID85"
"DID423","AID818"
"DID423","AID967"
"DID423","AID1353"
"DID948","AID138"
"DID948","AID308"
"DID948","AID415"
"DID948","AID1008"
"DID948","AID1166"
"DID948","AID85"
"DID948","AID818"
"DID948","AID967"
"DID948","AID1353"
"DID194","AID605"
"DID194","AID809"
"DID194","AID1623"
"DID194","AID1876"
"DID194","AID1990"
"DID194","AID288"
"DID194","AID336"
