CID,DID
CID1,DID1474
CID1,DID1593
CID1,DID507
CID2,DID294
CID2,DID40
CID2,DID456
CID2,DID873
CID3,DID1003
CID3,DID1501
CID3,DID373
CID4,DID1725
CID4,DID761
CID4,DID874
CID4,DID978
CID5,DID368
CID5,DID584
CID5,DID827
CID6,DID1075
CID6,DID1177
CID6,DID1779
CID6,DID179
CID7,DID1278
CID7,DID1786
CID8,DID1358
CID8,DID1428
CID8,DID1836
CID8,DID906
CID9,DID1779
CID9,DID461
CID9,DID647
CID9,DID834
CID10,DID1596
CID10,DID1765
CID10,DID1985
CID11,DID1680
CID11,DID1687
CID11,DID322
CID12,DID1355
CID12,DID1787
CID12,DID905
CID12,DID954
CID13,DID1059
CID13,DID823
CID13,DID824
CID14,DID700
CID14,DID872
CID15,DID107
CID15,DID1702
CID15,DID1726
CID15,DID1914
CID16,DID1329
CID16,DID1567
CID16,DID1844
CID17,DID113
CID17,DID1769
CID17,DID540
CID17,DID563
CID18,DID105
CID18,DID1135
CID18,DID1703
CID18,DID1716
CID19,DID1200
CID19,DID356
CID19,DID458
CID19,DID696
CID20,DID1360
CID20,DID1967
CID20,DID247
CID20,DID516
CID21,DID262
CID21,DID438
CID21,DID704
CID21,DID857
CID22,DID1064
CID22,DID509
CID23,DID1150
CID23,DID862
CID24,DID1319
CID24,DID1954
CID24,DID618
CID24,DID875
CID25,DID1222
CID25,DID1361
CID25,DID738
CID25,DID952
CID26,DID100
CID26,DID1036
CID26,DID1526
CID27,DID1067
CID27,DID47
CID27,DID914
CID28,DID112
CID28,DID1500
CID29,DID1836
CID29,DID54
CID30,DID1609
CID30,DID999
CID31,DID1287
CID31,DID601
CID32,DID13
CID32,DID222
CID32,DID861
CID33,DID1591
CID33,DID1900
CID33,DID646
CID33,DID813
CID34,DID1559
CID34,DID342
CID34,DID572
CID34,DID69
CID35,DID1106
CID35,DID1376
CID35,DID1557
CID35,DID169
CID36,DID1554
CID36,DID1570
CID36,DID1793
CID36,DID1935
CID37,DID1998
CID37,DID323
CID37,DID569
CID37,DID763
CID38,DID1103
CID38,DID1554
CID38,DID1609
CID39,DID1983
CID39,DID396
CID39,DID512
CID39,DID688
CID40,DID1781
CID40,DID437
CID41,DID409
CID41,DID844
CID42,DID1070
CID42,DID1582
CID42,DID1917
CID43,DID1220
CID43,DID1463
CID43,DID1738
CID44,DID1046
CID44,DID1404
CID44,DID811
CID44,DID831
CID45,DID1772
CID45,DID609
CID46,DID1015
CID46,DID517
CID46,DID747
CID46,DID979
CID47,DID389
CID47,DID809
CID47,DID985
CID48,DID114
CID48,DID434
CID49,DID1770
CID49,DID1850
CID50,DID1223
CID50,DID1397
CID50,DID484
CID50,DID646
CID51,DID1045
CID51,DID1691
CID51,DID1745
CID51,DID709
CID52,DID1368
CID52,DID181
CID52,DID1883
CID52,DID766
CID53,DID1070
CID53,DID1191
CID53,DID1617
CID53,DID216
CID54,DID117
CID54,DID686
CID55,DID1533
CID55,DID1840
CID55,DID394
CID56,DID1614
CID56,DID579
CID57,DID165
CID57,DID606
CID58,DID118
CID58,DID1501
CID58,DID1764
CID58,DID755
CID59,DID1426
CID59,DID1716
CID59,DID415
CID60,DID1705
CID60,DID1895
CID60,DID416
CID60,DID523
CID61,DID531
CID61,DID920
CID62,DID1074
CID62,DID1618
CID62,DID432
CID62,DID471
CID63,DID1007
CID63,DID66
CID63,DID866
CID63,DID875
CID64,DID1073
CID64,DID1254
CID64,DID879
CID65,DID1741
CID65,DID837
CID65,DID921
CID66,DID1553
CID66,DID2000
CID66,DID492
CID67,DID1745
CID67,DID1867
CID68,DID1202
CID68,DID1439
CID68,DID226
CID68,DID459
CID69,DID122
CID69,DID1688
CID69,DID1851
CID70,DID1038
CID70,DID1246
CID70,DID225
CID71,DID1318
CID71,DID1730
CID71,DID1845
CID71,DID569
CID72,DID1382
CID72,DID1669
CID72,DID623
CID73,DID1151
CID73,DID1312
CID73,DID1328
CID73,DID556
CID74,DID267
CID74,DID824
CID75,DID1263
CID75,DID1398
CID75,DID223
CID76,DID1138
CID76,DID1955
CID76,DID246
CID76,DID712
CID77,DID1832
CID77,DID832
CID78,DID1586
CID78,DID246
CID78,DID659
CID78,DID661
CID79,DID33
CID79,DID351
CID79,DID575
CID79,DID771
CID80,DID1066
CID80,DID1750
CID80,DID330
CID80,DID9
CID81,DID1428
CID81,DID800
CID82,DID112
CID82,DID1827
CID82,DID1884
CID82,DID684
CID83,DID1590
CID83,DID601
CID83,DID749
CID83,DID859
CID84,DID1844
CID84,DID419
CID84,DID463
CID84,DID661
CID85,DID1182
CID85,DID241
CID85,DID712
CID86,DID1216
CID86,DID1565
CID87,DID1227
CID87,DID1947
CID87,DID339
CID87,DID906
CID88,DID1234
CID88,DID1597
CID88,DID557
CID89,DID1317
CID89,DID1820
CID90,DID247
CID90,DID94
CID91,DID1571
CID91,DID1687
CID92,DID1006
CID92,DID166
CID93,DID106
CID93,DID1366
CID93,DID1818
CID93,DID725
CID94,DID1327
CID94,DID1332
CID95,DID1956
CID95,DID649
CID95,DID923
CID96,DID1510
CID96,DID594
CID96,DID695
CID97,DID1017
CID97,DID1960
CID97,DID955
CID98,DID1095
CID98,DID1390
CID98,DID626
CID98,DID710
CID99,DID1455
CID99,DID1502
CID99,DID1996
CID100,DID1289
CID100,DID1480
CID100,DID389
CID100,DID394
CID101,DID1100
CID101,DID1214
CID101,DID67
CID102,DID1243
CID102,DID970
CID103,DID1407
CID103,DID1455
CID103,DID33
CID103,DID340
CID104,DID507
CID104,DID694
CID105,DID1629
CID105,DID1656
CID105,DID254
CID105,DID928
CID106,DID1375
CID106,DID765
CID107,DID1324
CID107,DID1649
CID107,DID55
CID108,DID1401
CID108,DID673
CID109,DID1647
CID109,DID382
CID109,DID841
CID110,DID1602
CID110,DID232
CID110,DID46
CID110,DID469
CID111,DID1398
CID111,DID1447
CID111,DID1640
CID112,DID1093
CID112,DID1824
CID112,DID662
CID113,DID17
CID113,DID525
CID114,DID225
CID114,DID476
CID115,DID1640
CID115,DID1812
CID115,DID313
CID115,DID68
CID116,DID1345
CID116,DID170
CID117,DID1125
CID117,DID1262
CID117,DID1378
CID118,DID1475
CID118,DID880
CID118,DID976
CID119,DID1485
CID119,DID1563
CID119,DID1874
CID119,DID422
CID120,DID31
CID120,DID98
CID121,DID1504
CID121,DID1764
CID121,DID828
CID122,DID1187
CID122,DID638
CID123,DID1764
CID123,DID27
CID123,DID679
CID123,DID830
CID124,DID1573
CID124,DID1954
CID124,DID281
CID124,DID747
CID125,DID4
CID125,DID613
CID126,DID1594
CID126,DID1907
CID126,DID351
CID127,DID673
CID127,DID781
CID127,DID835
CID127,DID882
CID128,DID1026
CID128,DID445
CID129,DID230
CID129,DID271
CID129,DID357
CID130,DID1501
CID130,DID1816
CID130,DID243
CID130,DID249
CID131,DID1899
CID131,DID479
CID131,DID610
CID131,DID992
CID132,DID264
CID132,DID561
CID132,DID818
CID133,DID411
CID133,DID763
CID133,DID818
CID134,DID1609
CID134,DID695
CID134,DID779
CID134,DID992
CID135,DID1177
CID135,DID1256
CID135,DID1863
CID135,DID46
CID136,DID1197
CID136,DID1763
CID136,DID193
CID137,DID1287
CID137,DID1422
CID137,DID1494
CID138,DID1107
CID138,DID1237
CID138,DID482
CID139,DID1346
CID139,DID1645
CID139,DID1923
CID139,DID325
CID140,DID181
CID140,DID298
CID140,DID713
CID140,DID944
CID141,DID1382
CID141,DID23
CID142,DID1531
CID142,DID1885
CID142,DID1939
CID143,DID1396
CID143,DID940
CID144,DID1
CID144,DID1721
CID144,DID1875
CID144,DID97
CID145,DID135
CID145,DID1766
CID145,DID670
CID145,DID783
CID146,DID1493
CID146,DID1742
CID146,DID1966
CID147,DID397
CID147,DID616
CID148,DID1306
CID148,DID1593
CID148,DID635
CID149,DID1055
CID149,DID1789
CID150,DID1066
CID150,DID1381
CID150,DID208
CID150,DID576
CID151,DID1553
CID151,DID1798
CID151,DID1883
CID151,DID433
CID152,DID1591
CID152,DID523
CID152,DID896
CID153,DID1118
CID153,DID1870
CID153,DID205
CID154,DID1099
CID154,DID1242
CID155,DID1799
CID155,DID668
CID156,DID1631
CID156,DID404
CID156,DID466
CID156,DID869
CID157,DID1267
CID157,DID49
CID158,DID1270
CID158,DID1816
CID158,DID634
CID158,DID912
CID159,DID1100
CID159,DID1562
CID159,DID1832
CID159,DID809
CID160,DID1997
CID160,DID594
CID161,DID1376
CID161,DID517
CID162,DID289
CID162,DID437
CID162,DID471
CID163,DID141
CID163,DID1734
CID163,DID1849
CID164,DID1199
CID164,DID1218
CID164,DID1569
CID164,DID1981
CID165,DID1186
CID165,DID1695
CID165,DID452
CID165,DID979
CID166,DID1078
CID166,DID1817
CID167,DID1201
CID167,DID1734
CID167,DID9
CID168,DID1802
CID168,DID1857
CID168,DID516
CID168,DID883
CID169,DID1056
CID169,DID1144
CID169,DID81
CID170,DID1254
CID170,DID14
CID170,DID1644
CID170,DID401
CID171,DID1555
CID171,DID1622
CID171,DID622
CID171,DID937
CID172,DID1855
CID172,DID1896
CID172,DID453
CID172,DID865
CID173,DID1067
CID173,DID1457
CID174,DID1498
CID174,DID976
CID175,DID1169
CID175,DID302
CID175,DID804
CID176,DID1020
CID176,DID189
CID176,DID267
CID177,DID1376
CID177,DID1586
CID177,DID852
CID177,DID911
CID178,DID1005
CID178,DID289
CID179,DID274
CID179,DID521
CID180,DID145
CID180,DID1460
CID180,DID168
CID180,DID964
CID181,DID1000
CID181,DID1166
CID182,DID1289
CID182,DID1496
CID182,DID1552
CID182,DID959
CID183,DID1240
CID183,DID1395
CID183,DID1595
CID183,DID333
CID184,DID1214
CID184,DID549
CID185,DID633
CID185,DID736
CID186,DID1006
CID186,DID1479
CID186,DID1592
CID186,DID1867
CID187,DID1358
CID187,DID1971
CID187,DID555
CID187,DID993
CID188,DID391
CID188,DID846
CID189,DID1315
CID189,DID680
CID189,DID807
CID190,DID1294
CID190,DID1346
CID190,DID1944
CID191,DID1153
CID191,DID1488
CID191,DID54
CID192,DID1108
CID192,DID1191
CID192,DID1733
CID192,DID375
CID193,DID1910
CID193,DID408
CID193,DID52
CID194,DID1487
CID194,DID1811
CID194,DID311
CID195,DID1784
CID195,DID218
CID196,DID1290
CID196,DID1707
CID196,DID249
CID196,DID253
CID197,DID1105
CID197,DID543
CID197,DID980
CID198,DID1539
CID198,DID339
CID199,DID1438
CID199,DID297
CID200,DID1511
CID200,DID245
CID200,DID259
CID201,DID1530
CID201,DID1955
CID201,DID277
CID201,DID549
CID202,DID1372
CID202,DID1637
CID203,DID1718
CID203,DID1761
CID203,DID602
CID204,DID1386
CID204,DID1954
CID204,DID252
CID204,DID966
CID205,DID254
CID205,DID303
CID205,DID640
CID206,DID1019
CID206,DID1972
CID206,DID319
CID207,DID1408
CID207,DID421
CID207,DID964
CID208,DID1134
CID208,DID156
CID208,DID700
CID208,DID83
CID209,DID1213
CID209,DID1853
CID210,DID1776
CID210,DID1964
CID210,DID98
CID211,DID130
CID211,DID1879
CID212,DID1552
CID212,DID168
CID212,DID1960
CID212,DID847
CID213,DID1550
CID213,DID295
CID213,DID594
CID213,DID91
CID214,DID1510
CID214,DID1936
CID214,DID1991
CID215,DID1077
CID215,DID1736
CID216,DID1700
CID216,DID299
CID216,DID667
CID216,DID767
CID217,DID1398
CID217,DID887
CID218,DID1725
CID218,DID1943
CID219,DID105
CID219,DID1814
CID220,DID730
CID220,DID876
CID221,DID1571
CID221,DID927
CID221,DID932
CID221,DID956
CID222,DID1206
CID222,DID1287
CID222,DID730
CID222,DID895
CID223,DID1480
CID223,DID1768
CID223,DID268
CID224,DID40
CID224,DID853
CID225,DID130
CID225,DID515
CID225,DID573
CID226,DID1175
CID226,DID1800
CID226,DID1801
CID226,DID754
CID227,DID1295
CID227,DID13
CID228,DID1236
CID228,DID1535
CID228,DID237
CID229,DID1747
CID229,DID607
CID229,DID679
CID230,DID1511
CID230,DID254
CID230,DID834
CID231,DID1242
CID231,DID1281
