"AID","DID"
"AID1","DID1049"
"AID1","DID1084"
"AID1","DID406"
"AID1","DID653"
"AID1","DID100"
"AID1","DID1331"
"AID1","DID58"
"AID1","DID805"
"AID1","DID1300"
"AID1","DID380"
"AID1","DID408"
"AID1","DID677"
"AID2","DID103"
"AID2","DID1327"
"AID2","DID505"
"AID2","DID975"
"AID2","DID1105"
"AID2","DID696"
"AID2","DID854"
"AID2","DID96"
"AID2","DID280"
"AID2","DID817"
"AID2","DID819"
"AID2","DID843"
"AID2","DID1399"
"AID2","DID228"
"AID2","DID618"
"AID2","DID912"
"AID3","DID279"
"AID3","DID450"
"AID3","DID637"
"AID3","DID711"
"AID3","DID1144"
"AID3","DID425"
"AID3","DID667"
"AID3","DID744"
"AID3","DID1029"
"AID3","DID1083"
"AID3","DID237"
"AID3","DID595"
"AID4","DID1078"
"AID4","DID1300"
"AID4","DID751"
"AID4","DID830"
"AID4","DID1132"
"AID4","DID1287"
"AID4","DID1333"
"AID4","DID159"
"AID4","DID1455"
"AID4","DID245"
"AID4","DID579"
"AID4","DID703"
"AID4","DID1084"
"AID4","DID1497"
"AID4","DID249"
"AID4","DID908"
"AID4","DID151"
"AID4","DID455"
"AID4","DID479"
"AID4","DID69"
"AID5","DID1093"
"AID5","DID1198"
"AID5","DID1321"
"AID5","DID305"
"AID5","DID123"
"AID5","DID1401"
"AID5","DID1423"
"AID5","DID453"
"AID5","DID359"
"AID5","DID587"
"AID5","DID608"
"AID5","DID997"
"AID5","DID31"
"AID5","DID473"
"AID5","DID536"
"AID5","DID540"
"AID5","DID1118"
"AID5","DID1454"
"AID5","DID270"
"AID5","DID638"
"AID6","DID28"
"AID6","DID532"
"AID6","DID569"
"AID6","DID888"
"AID6","DID1439"
"AID6","DID550"
"AID6","DID603"
"AID6","DID75"
"AID7","DID1316"
"AID7","DID373"
"AID7","DID789"
"AID7","DID907"
"AID7","DID1117"
"AID7","DID1440"
"AID7","DID507"
"AID7","DID818"
"AID7","DID555"
"AID7","DID609"
"AID7","DID677"
"AID7","DID778"
"AID7","DID1327"
"AID7","DID176"
"AID7","DID289"
"AID7","DID773"
"AID7","DID110"
"AID7","DID1153"
"AID7","DID1336"
"AID7","DID644"
"AID8","DID335"
"AID8","DID478"
"AID8","DID580"
"AID8","DID912"
"AID8","DID1017"
"AID8","DID1143"
"AID8","DID1458"
"AID8","DID180"
"AID8","DID1224"
"AID8","DID1228"
"AID8","DID1342"
"AID8","DID816"
"AID8","DID1420"
"AID8","DID205"
"AID8","DID401"
"AID8","DID476"
"AID9","DID1043"
"AID9","DID1330"
"AID9","DID197"
"AID9","DID333"
"AID9","DID1212"
"AID9","DID249"
"AID9","DID691"
"AID9","DID858"
"AID9","DID1074"
"AID9","DID188"
"AID9","DID699"
"AID9","DID74"
"AID9","DID1148"
"AID9","DID174"
"AID9","DID352"
"AID9","DID868"
"AID9","DID1198"
"AID9","DID1375"
"AID9","DID434"
"AID9","DID473"
"AID9","DID1319"
"AID9","DID590"
"AID9","DID697"
"AID9","DID950"
"AID10","DID247"
"AID10","DID680"
"AID10","DID759"
"AID10","DID980"
"AID10","DID401"
