CID,DID
CID3,DID331
CID4,DID1200
CID5,DID854
CID6,DID501
CID8,DID850
CID9,DID32
CID10,DID789
CID11,DID54
CID12,DID165
CID14,DID781
CID15,DID13
CID16,DID1053
CID17,DID353
CID18,DID945
CID20,DID1419
CID21,DID978
CID22,DID888
CID24,DID147
CID25,DID689
CID27,DID399
CID28,DID392
CID30,DID463
CID31,DID466
CID32,DID1437
CID33,DID723
CID36,DID1119
CID38,DID129
CID39,DID370
CID41,DID489
CID42,DID18
CID45,DID518
CID46,DID974
CID49,DID269
CID50,DID419
CID51,DID1364
CID52,DID698
CID53,DID154
CID54,DID910
CID55,DID996
CID56,DID1288
CID57,DID964
CID59,DID1483
CID60,DID373
CID61,DID810
CID62,DID449
CID63,DID1478
CID64,DID38
CID65,DID312
CID66,DID842
CID67,DID605
CID70,DID520
CID71,DID279
CID73,DID1095
CID74,DID326
CID75,DID1328
CID76,DID783
CID77,DID184
CID78,DID854
CID79,DID31
CID80,DID511
CID81,DID860
CID82,DID593
CID83,DID1453
CID84,DID466
CID85,DID1329
CID86,DID568
CID87,DID1182
CID88,DID125
CID94,DID520
CID95,DID956
CID96,DID1131
CID97,DID1191
CID98,DID21
CID99,DID1369
CID100,DID881
CID104,DID165
CID105,DID990
CID107,DID1082
CID109,DID123
CID111,DID614
CID112,DID81
CID114,DID1457
CID115,DID1137
CID117,DID645
CID119,DID396
CID120,DID990
CID122,DID762
CID123,DID892
CID124,DID124
CID125,DID5
CID126,DID341
CID127,DID555
CID129,DID335
CID130,DID148
CID131,DID623
CID132,DID1176
CID133,DID296
CID135,DID201
CID139,DID1257
CID140,DID1146
CID141,DID532
CID143,DID1433
CID145,DID20
CID146,DID689
CID147,DID637
CID148,DID271
CID149,DID487
CID150,DID7
CID151,DID691
CID152,DID472
CID153,DID420
CID155,DID1024
CID156,DID104
CID157,DID47
CID158,DID425
CID159,DID1277
CID160,DID207
CID161,DID278
CID164,DID1142
CID165,DID1295
CID166,DID1441
CID167,DID40
CID173,DID693
CID178,DID176
CID179,DID429
CID180,DID691
CID182,DID883
CID183,DID1120
CID186,DID1169
CID187,DID43
CID188,DID1496
CID189,DID84
CID190,DID851
CID191,DID870
CID192,DID1062
CID193,DID549
CID194,DID465
CID195,DID451
CID196,DID251
CID197,DID684
CID199,DID123
CID200,DID431
CID201,DID751
CID203,DID487
CID204,DID309
CID207,DID1058
CID209,DID658
CID210,DID1397
CID212,DID1254
CID213,DID691
CID214,DID1141
CID215,DID601
CID216,DID1145
CID217,DID746
CID218,DID623
CID219,DID112
CID220,DID1440
CID221,DID314
CID223,DID480
CID224,DID85
CID225,DID1483
CID227,DID823
CID228,DID730
CID229,DID1053
CID230,DID1406
CID232,DID59
CID233,DID1248
CID234,DID1335
CID235,DID1199
CID236,DID417
CID237,DID363
CID238,DID1135
CID239,DID456
CID240,DID663
CID241,DID429
CID242,DID723
CID243,DID86
CID244,DID1105
CID245,DID788
CID246,DID1191
CID248,DID953
CID249,DID998
CID250,DID1031
CID251,DID296
CID252,DID757
CID253,DID567
CID254,DID613
CID255,DID1053
CID256,DID1393
CID259,DID1384
CID260,DID226
CID262,DID269
CID263,DID738
CID265,DID367
CID269,DID1111
CID270,DID888
CID271,DID291
CID272,DID840
CID273,DID155
CID274,DID703
CID275,DID1323
CID276,DID1177
CID277,DID325
CID280,DID468
CID281,DID880
CID283,DID748
CID284,DID1391
CID285,DID1452
CID291,DID166
CID292,DID1299
CID293,DID1010
CID294,DID888
CID295,DID488
CID297,DID1097
CID298,DID739
CID299,DID591
CID300,DID1161
CID301,DID1325
CID303,DID255
CID305,DID1201
CID306,DID1175
CID307,DID1080
CID308,DID514
CID310,DID649
CID311,DID157
CID312,DID889
CID314,DID1410
CID315,DID166
CID317,DID1102
CID318,DID240
CID322,DID894
CID326,DID117
CID327,DID804
CID329,DID708
CID330,DID292
CID333,DID1047
CID334,DID1121
CID335,DID299
CID336,DID62
CID337,DID943
CID338,DID330
CID340,DID481
CID341,DID555
CID343,DID514
CID344,DID1486
CID347,DID931
CID348,DID740
CID350,DID590
CID351,DID1459
CID352,DID597
CID356,DID1079
CID357,DID1034
CID358,DID134
CID359,DID517
CID360,DID769
CID363,DID209
CID364,DID1005
CID365,DID120
CID367,DID1381
CID369,DID489
CID370,DID360
CID371,DID1466
CID372,DID690
CID373,DID663
CID374,DID1336
CID375,DID404
CID376,DID828
CID378,DID809
CID379,DID1222
CID380,DID913
CID381,DID559
CID382,DID69
CID383,DID117
CID384,DID524
CID387,DID1320
CID388,DID440
CID389,DID857
CID390,DID1470
CID391,DID478
CID394,DID121
CID395,DID527
CID396,DID284
CID398,DID414
CID400,DID546
CID402,DID1167
CID403,DID419
CID404,DID131
CID406,DID1146
CID407,DID677
CID409,DID1206
CID411,DID369
CID412,DID284
CID414,DID374
CID416,DID501
CID417,DID952
CID418,DID591
CID420,DID695
CID421,DID173
CID423,DID1450
CID424,DID992
CID425,DID1142
CID426,DID663
CID427,DID14
CID428,DID713
CID431,DID1140
CID432,DID1402
CID433,DID488
CID434,DID139
CID435,DID397
CID437,DID64
CID441,DID224
CID442,DID488
CID444,DID922
CID447,DID242
CID448,DID1399
CID450,DID1239
CID451,DID1468
CID453,DID191
CID454,DID996
CID458,DID1454
CID461,DID45
CID462,DID1305
CID464,DID562
CID470,DID580
CID471,DID240
CID472,DID365
CID473,DID1062
CID475,DID1151
CID476,DID298
CID479,DID174
CID480,DID1026
CID482,DID173
CID483,DID1167
CID484,DID235
CID485,DID1047
CID486,DID859
CID487,DID1388
CID488,DID1057
