CID,BID
CID1,BID230
CID1,BID537
CID2,BID2349
CID2,BID237
CID2,BID2725
CID3,BID1864
CID3,BID2384
CID3,BID2822
CID3,BID531
CID4,BID1068
CID4,BID1700
CID4,BID2353
CID4,BID504
CID5,BID1829
CID5,BID1977
CID5,BID2318
CID6,BID1616
CID6,BID1844
CID6,BID2082
CID7,BID1550
CID7,BID654
CID8,BID1285
CID8,BID1634
CID8,BID1760
CID9,BID1507
CID9,BID1651
CID9,BID1735
CID9,BID2321
CID10,BID207
CID10,BID2386
CID11,BID1681
CID11,BID884
CID12,BID1324
CID12,BID1698
CID12,BID2420
CID12,BID2619
CID13,BID1977
CID13,BID2278
CID13,BID2394
CID13,BID2706
CID14,BID1917
CID14,BID2531
CID15,BID2170
CID15,BID2586
CID15,BID796
CID16,BID1166
CID16,BID2058
CID16,BID315
CID17,BID1863
CID17,BID2288
CID18,BID1510
CID18,BID1944
CID18,BID242
CID18,BID2969
CID19,BID149
CID19,BID1858
CID19,BID2366
CID20,BID1496
CID20,BID15
CID20,BID509
CID21,BID211
CID21,BID2751
CID22,BID1555
CID22,BID2462
CID22,BID939
CID23,BID1979
CID23,BID2303
CID24,BID1288
CID24,BID283
CID24,BID681
CID25,BID1939
CID25,BID2225
CID25,BID992
CID26,BID1469
CID26,BID1584
CID26,BID541
CID27,BID1156
CID27,BID1377
CID27,BID2642
CID27,BID2688
CID28,BID2534
CID28,BID2673
CID28,BID644
CID29,BID1247
CID29,BID1668
CID29,BID2209
CID29,BID2438
CID30,BID144
CID30,BID1964
CID30,BID2000
CID30,BID2546
CID31,BID123
CID31,BID2416
CID31,BID87
CID32,BID1990
CID32,BID2231
CID33,BID1496
CID33,BID2070
CID33,BID2820
CID33,BID516
CID34,BID1047
CID34,BID1371
CID35,BID1006
CID35,BID434
CID36,BID2813
CID36,BID2906
CID36,BID629
CID37,BID1322
CID37,BID1534
CID37,BID649
CID38,BID2637
CID38,BID2892
CID39,BID1265
CID39,BID1468
CID39,BID1505
CID39,BID368
CID40,BID1168
CID40,BID1620
CID40,BID2738
CID40,BID2809
CID41,BID1268
CID41,BID1993
CID42,BID1040
CID42,BID1425
CID42,BID828
CID42,BID907
CID43,BID190
CID43,BID559
CID44,BID2228
CID44,BID2936
CID45,BID1042
CID45,BID2086
CID45,BID2686
CID46,BID1371
CID46,BID1979
CID46,BID2301
CID46,BID897
CID47,BID2598
CID47,BID2642
CID47,BID304
CID47,BID670
CID48,BID2298
CID48,BID9
CID49,BID1001
CID49,BID1325
CID49,BID1343
CID49,BID785
CID50,BID1551
CID50,BID757
CID51,BID1684
CID51,BID240
CID51,BID795
CID51,BID99
CID52,BID1814
CID52,BID2200
CID52,BID265
CID53,BID1309
CID53,BID1425
CID53,BID2230
CID53,BID373
CID54,BID134
CID54,BID1599
CID54,BID1765
CID55,BID1142
CID55,BID206
CID55,BID2965
CID56,BID1784
CID56,BID2294
CID56,BID2923
CID57,BID1592
CID57,BID2
CID57,BID2094
CID57,BID438
CID58,BID1739
CID58,BID769
CID59,BID2993
CID59,BID944
CID60,BID491
CID60,BID557
CID60,BID964
CID61,BID1804
CID61,BID1977
CID61,BID2525
CID62,BID1435
CID62,BID163
CID62,BID374
CID62,BID480
CID63,BID219
CID63,BID2771
CID63,BID2898
CID63,BID782
CID64,BID2198
CID64,BID2361
CID64,BID2728
CID65,BID1796
CID65,BID818
CID66,BID1345
CID66,BID2748
CID66,BID800
CID66,BID956
CID67,BID1127
CID67,BID2204
CID67,BID266
CID68,BID1521
CID68,BID1978
CID68,BID2602
CID68,BID567
CID69,BID1154
CID69,BID2286
CID69,BID2936
CID70,BID1360
CID70,BID1450
CID70,BID1774
CID70,BID452
CID71,BID1189
CID71,BID2365
CID71,BID764
CID72,BID2511
CID72,BID2814
CID72,BID458
CID72,BID996
CID73,BID2656
CID73,BID2691
CID73,BID2954
CID74,BID1919
CID74,BID206
CID74,BID2900
CID75,BID1498
CID75,BID2180
CID75,BID2224
CID76,BID174
CID76,BID1755
CID76,BID482
CID77,BID1869
CID77,BID1932
CID77,BID2696
CID78,BID107
CID78,BID152
CID79,BID1367
CID79,BID1577
CID80,BID2023
CID80,BID2496
CID80,BID2529
CID80,BID609
CID81,BID1499
CID81,BID2287
CID81,BID759
CID81,BID796
CID82,BID682
CID82,BID818
CID83,BID1032
CID83,BID1639
CID83,BID2822
CID83,BID533
CID84,BID1619
CID84,BID427
CID85,BID2590
CID85,BID321
CID86,BID1970
CID86,BID452
CID86,BID998
CID87,BID2510
CID87,BID2980
CID88,BID1275
CID88,BID1583
CID88,BID1643
CID88,BID855
CID89,BID1737
CID89,BID2107
CID89,BID2150
CID90,BID1071
CID90,BID2839
CID90,BID771
CID90,BID913
CID91,BID2292
CID91,BID2701
CID91,BID715
CID92,BID2049
CID92,BID2643
CID92,BID2766
CID93,BID1941
CID93,BID2306
CID93,BID663
CID94,BID1079
CID94,BID2497
CID94,BID2605
CID94,BID657
CID95,BID1099
CID95,BID724
CID95,BID797
CID95,BID979
CID96,BID2211
CID96,BID805
CID97,BID1135
CID97,BID1256
CID97,BID2547
CID98,BID1078
CID98,BID2226
CID98,BID2647
CID98,BID822
CID99,BID1550
CID99,BID177
CID100,BID1896
CID100,BID2306
CID100,BID2371
CID100,BID2937
CID101,BID1334
CID101,BID1407
CID101,BID739
CID102,BID2708
CID102,BID2954
CID103,BID124
CID103,BID1729
CID103,BID659
CID104,BID2123
CID104,BID2968
CID105,BID2717
CID105,BID483
CID105,BID70
CID106,BID1628
CID106,BID588
CID107,BID1747
CID107,BID2340
CID107,BID2500
CID107,BID719
CID108,BID109
CID108,BID2591
CID109,BID1478
CID109,BID2050
CID109,BID440
CID110,BID154
CID110,BID194
CID110,BID269
CID110,BID2736
CID111,BID1428
CID111,BID2393
CID111,BID2793
CID112,BID2357
CID112,BID2925
CID113,BID1144
CID113,BID1876
CID113,BID2553
CID114,BID1181
CID114,BID976
CID115,BID2956
CID115,BID361
CID115,BID826
CID115,BID990
CID116,BID153
CID116,BID2215
CID117,BID1087
CID117,BID1276
CID117,BID1976
CID117,BID2018
CID118,BID1939
CID118,BID722
CID119,BID2245
CID119,BID2862
CID119,BID313
CID119,BID766
CID120,BID2669
CID120,BID2904
CID121,BID1918
CID121,BID2583
CID121,BID2651
CID121,BID2806
CID122,BID2217
CID122,BID596
CID123,BID1640
CID123,BID2388
CID123,BID504
CID124,BID1576
CID124,BID1970
CID124,BID2719
CID125,BID2462
CID125,BID918
CID126,BID1617
CID126,BID1704
CID126,BID2736
CID127,BID1928
CID127,BID2440
CID127,BID458
CID128,BID122
CID128,BID2228
CID128,BID617
CID128,BID776
CID129,BID1813
CID129,BID2010
CID129,BID2108
CID130,BID1131
CID130,BID1624
CID130,BID193
CID130,BID202
CID131,BID1476
CID131,BID2176
CID132,BID2009
CID132,BID2432
CID132,BID2856
CID133,BID1911
CID133,BID461
CID133,BID564
CID134,BID1476
CID134,BID1597
CID134,BID235
CID135,BID1671
CID135,BID1747
CID135,BID1957
CID135,BID2734
CID136,BID1461
CID136,BID1971
CID136,BID352
CID136,BID803
CID137,BID1126
CID137,BID1752
CID137,BID1810
CID137,BID374
CID138,BID1080
CID138,BID404
CID138,BID885
CID139,BID2989
CID139,BID590
CID140,BID1068
CID140,BID865
CID141,BID1062
CID141,BID2070
CID141,BID2188
CID141,BID2667
CID142,BID1884
CID142,BID1970
CID142,BID805
CID143,BID2496
CID143,BID2640
CID143,BID438
CID143,BID95
CID144,BID1350
CID144,BID1503
CID144,BID2749
CID145,BID1648
CID145,BID56
CID145,BID560
CID146,BID1926
CID146,BID2423
CID146,BID729
CID147,BID2146
CID147,BID885
CID148,BID1462
CID148,BID1872
CID149,BID1149
CID149,BID1368
CID149,BID1373
CID149,BID2185
CID150,BID2225
CID150,BID2705
CID151,BID1087
CID151,BID1471
CID151,BID301
CID152,BID1007
CID152,BID1584
CID152,BID2898
CID153,BID1770
CID153,BID2199
CID153,BID2869
CID153,BID712
CID154,BID1273
CID154,BID2306
CID154,BID662
CID155,BID2257
CID155,BID640
CID156,BID1946
CID156,BID324
CID157,BID1925
CID157,BID2006
CID157,BID2657
CID157,BID488
CID158,BID1003
CID158,BID671
CID159,BID1744
CID159,BID227
CID160,BID1767
CID160,BID182
CID160,BID635
CID160,BID866
CID161,BID126
CID161,BID162
CID161,BID1829
CID161,BID1966
CID162,BID1
CID162,BID1328
CID162,BID1713
CID163,BID1280
CID163,BID1887
CID163,BID2308
CID164,BID169
CID164,BID1840
CID164,BID2085
CID165,BID2627
CID165,BID2777
CID166,BID2590
CID166,BID536
CID166,BID854
CID167,BID1612
CID167,BID2078
CID167,BID2781
CID168,BID379
CID168,BID842
CID169,BID1387
CID169,BID2329
CID169,BID2596
CID169,BID2978
CID170,BID1591
CID170,BID36
CID171,BID2739
CID171,BID339
CID172,BID1046
CID172,BID1150
CID172,BID1801
CID172,BID2763
CID173,BID2851
CID173,BID2946
CID173,BID530
CID173,BID740
CID174,BID1814
CID174,BID1912
CID174,BID725
CID175,BID2222
CID175,BID2448
CID175,BID610
CID175,BID980
CID176,BID1745
CID176,BID1951
CID176,BID601
CID176,BID616
CID177,BID158
CID177,BID1780
CID177,BID2244
CID177,BID2576
CID178,BID1230
CID178,BID1501
CID178,BID2228
CID178,BID59
CID179,BID124
CID179,BID2014
CID179,BID2042
CID179,BID97
CID180,BID1618
CID180,BID2154
CID180,BID709
CID181,BID1130
CID181,BID1391
CID181,BID2175
CID182,BID1016
CID182,BID2128
CID182,BID444
CID182,BID508
CID183,BID2152
CID183,BID285
CID184,BID1408
CID184,BID1591
CID184,BID582
CID185,BID1502
CID185,BID468
CID185,BID517
CID185,BID817
CID186,BID1739
CID186,BID273
CID186,BID30
CID186,BID36
CID187,BID2052
CID187,BID2346
CID188,BID515
CID188,BID860
CID189,BID1550
CID189,BID1947
CID189,BID2317
CID189,BID37
CID190,BID1078
CID190,BID1116
CID190,BID891
CID190,BID917
CID191,BID1319
CID191,BID850
CID191,BID968
CID192,BID1706
CID192,BID2372
CID192,BID2752
CID192,BID2988
CID193,BID2317
CID193,BID2639
CID194,BID2363
CID194,BID2423
CID195,BID1502
CID195,BID176
CID195,BID2129
CID195,BID222
CID196,BID2493
CID196,BID386
CID197,BID1066
CID197,BID1347
CID197,BID2010
CID197,BID89
CID198,BID1211
CID198,BID1514
CID198,BID297
CID198,BID681
CID199,BID2023
CID199,BID2425
CID199,BID948
CID200,BID152
CID200,BID192
CID200,BID2444
CID200,BID535
CID201,BID111
CID201,BID2132
CID202,BID1619
CID202,BID1782
CID202,BID875
CID203,BID1559
CID203,BID2019
CID203,BID2361
CID203,BID611
CID204,BID243
CID204,BID2491
CID205,BID1042
CID205,BID151
CID205,BID279
CID205,BID859
CID206,BID1322
CID206,BID1884
CID206,BID669
CID207,BID2501
CID207,BID2791
CID207,BID351
CID208,BID1090
CID208,BID2955
CID208,BID429
CID209,BID194
CID209,BID2009
CID209,BID233
CID209,BID920
CID210,BID1068
CID210,BID1525
CID210,BID2211
CID211,BID1335
CID211,BID1542
CID211,BID1743
CID211,BID2947
CID212,BID1611
CID212,BID2290
CID213,BID2312
CID213,BID567
CID213,BID626
CID214,BID2711
CID214,BID784
CID215,BID1261
CID215,BID293
CID216,BID1336
CID216,BID2370
CID216,BID2657
CID216,BID865
CID217,BID1627
CID217,BID2280
CID218,BID1103
CID218,BID930
CID219,BID1148
CID219,BID180
CID219,BID1934
CID220,BID546
CID220,BID759
CID220,BID953
CID221,BID1790
CID221,BID2891
CID222,BID1727
CID222,BID189
CID222,BID802
CID223,BID1007
CID223,BID1621
CID223,BID698
CID224,BID2235
CID224,BID874
CID225,BID1182
CID225,BID2350
CID225,BID344
CID225,BID451
CID226,BID1275
CID226,BID1395
CID226,BID1696
CID226,BID2970
CID227,BID2015
CID227,BID77
CID228,BID2566
CID228,BID2610
CID229,BID1702
CID229,BID2965
CID230,BID1369
CID230,BID1458
CID230,BID1998
CID230,BID2345
CID231,BID1287
CID231,BID1788
CID231,BID1824
CID231,BID2330
CID232,BID1388
CID232,BID2569
CID232,BID2886
CID233,BID2672
CID233,BID73
CID233,BID90
CID234,BID2111
CID234,BID766
CID235,BID2086
CID235,BID2884
CID236,BID1958
CID236,BID2237
CID236,BID2791
CID236,BID458
CID237,BID2496
CID237,BID2632
CID238,BID2628
CID238,BID441
CID239,BID1901
CID239,BID59
CID240,BID1928
CID240,BID1950
CID240,BID2040
CID241,BID1173
CID241,BID1644
CID241,BID2584
CID241,BID2979
CID242,BID1613
CID242,BID1909
CID242,BID2053
CID243,BID1177
CID243,BID458
CID244,BID2648
CID244,BID67
CID245,BID1427
CID245,BID1499
CID245,BID677
CID246,BID1838
CID246,BID2547
CID246,BID798
CID247,BID1043
CID247,BID159
CID247,BID2335
CID247,BID2851
CID248,BID1535
CID248,BID2226
CID249,BID2067
CID249,BID276
CID250,BID2094
CID250,BID2255
CID250,BID423
CID251,BID1045
CID251,BID1662
CID251,BID329
CID252,BID1291
CID252,BID2669
CID252,BID2807
CID252,BID455
CID253,BID16
CID253,BID2685
CID254,BID1343
CID254,BID2668
CID255,BID1025
CID255,BID981
CID256,BID1902
CID256,BID2705
CID256,BID309
CID257,BID1720
CID257,BID2971
CID257,BID933
CID258,BID1007
CID258,BID2421
CID258,BID479
CID259,BID1967
CID259,BID2722
CID260,BID1427
CID260,BID252
CID261,BID1849
CID261,BID262
CID262,BID1415
CID262,BID1858
CID262,BID2385
CID262,BID417
CID263,BID1472
CID263,BID2531
CID263,BID359
CID263,BID824
CID264,BID1593
CID264,BID194
CID265,BID1972
CID265,BID2554
CID265,BID2558
CID266,BID1292
CID266,BID1786
CID267,BID2703
CID267,BID354
CID267,BID726
