CID,DID
CID1,DID425
CID1,DID668
CID2,DID48
CID2,DID790
CID3,DID142
CID3,DID686
CID4,DID330
CID4,DID333
CID5,DID785
CID5,DID788
CID6,DID640
CID6,DID725
CID7,DID36
CID7,DID565
CID8,DID152
CID8,DID702
CID9,DID566
CID9,DID578
CID10,DID263
CID10,DID741
CID11,DID526
CID11,DID870
CID12,DID749
CID12,DID913
CID13,DID208
CID13,DID299
CID14,DID209
CID14,DID703
CID15,DID302
CID15,DID792
CID16,DID588
CID16,DID880
CID17,DID858
CID17,DID92
CID18,DID410
CID18,DID712
CID19,DID514
CID19,DID947
CID20,DID481
CID20,DID743
CID21,DID272
CID21,DID798
CID22,DID321
CID22,DID34
CID23,DID534
CID23,DID845
CID24,DID378
CID24,DID911
CID25,DID441
CID25,DID499
CID26,DID210
CID26,DID832
CID27,DID34
CID27,DID767
CID28,DID23
CID28,DID428
CID29,DID103
CID29,DID733
CID30,DID522
CID30,DID615
CID31,DID193
CID31,DID296
CID32,DID177
CID32,DID336
CID33,DID682
CID33,DID862
CID34,DID100
CID34,DID974
CID35,DID432
CID35,DID6
CID36,DID313
CID36,DID387
CID37,DID928
CID37,DID947
CID38,DID373
CID38,DID763
CID39,DID720
CID39,DID751
CID40,DID23
CID40,DID93
CID41,DID207
CID41,DID567
CID42,DID719
CID42,DID736
CID43,DID81
CID43,DID834
CID44,DID24
CID44,DID847
CID45,DID225
CID45,DID849
CID46,DID330
CID46,DID886
CID47,DID272
CID47,DID842
CID48,DID170
CID48,DID90
CID49,DID388
CID49,DID775
CID50,DID360
CID50,DID862
CID51,DID255
CID51,DID551
CID52,DID401
CID52,DID490
CID53,DID400
CID53,DID901
CID54,DID499
CID54,DID511
CID55,DID255
CID55,DID644
CID56,DID288
CID56,DID899
CID57,DID226
CID57,DID282
CID58,DID177
CID58,DID984
CID59,DID319
CID59,DID888
CID60,DID303
CID60,DID53
CID61,DID220
CID61,DID649
CID62,DID3
CID62,DID783
CID63,DID22
CID63,DID840
CID64,DID280
CID64,DID791
CID65,DID397
CID65,DID837
CID66,DID475
CID66,DID825
CID67,DID506
CID67,DID804
CID68,DID438
CID68,DID895
CID69,DID88
CID69,DID899
CID70,DID125
CID70,DID806
CID71,DID346
CID71,DID927
CID72,DID514
CID72,DID808
CID73,DID817
CID73,DID874
CID74,DID117
CID74,DID536
CID75,DID149
CID75,DID876
CID76,DID413
CID76,DID617
CID77,DID769
CID77,DID992
CID78,DID395
CID78,DID48
CID79,DID38
CID79,DID519
CID80,DID143
CID80,DID556
CID81,DID392
CID81,DID526
CID82,DID395
CID82,DID997
CID83,DID794
CID83,DID913
CID84,DID122
CID84,DID362
CID85,DID482
CID85,DID787
CID86,DID266
CID86,DID762
CID87,DID205
CID87,DID602
CID88,DID399
CID88,DID701
CID89,DID1000
CID89,DID355
CID90,DID275
CID90,DID917
CID91,DID171
CID91,DID634
CID92,DID15
CID92,DID32
CID93,DID522
CID93,DID842
CID94,DID158
CID94,DID516
CID95,DID355
CID95,DID853
CID96,DID363
CID96,DID406
CID97,DID410
CID97,DID522
CID98,DID230
CID98,DID254
CID99,DID411
CID99,DID765
CID100,DID148
CID100,DID511
CID101,DID283
CID101,DID915
CID102,DID41
CID102,DID804
CID103,DID569
CID103,DID936
CID104,DID483
CID104,DID998
CID105,DID625
CID105,DID969
CID106,DID512
CID106,DID603
CID107,DID767
CID107,DID91
CID108,DID649
CID108,DID940
CID109,DID319
CID109,DID971
CID110,DID163
CID110,DID96
CID111,DID297
CID111,DID87
CID112,DID860
CID112,DID930
CID113,DID819
CID113,DID93
CID114,DID315
CID114,DID912
CID115,DID317
CID115,DID538
CID116,DID27
CID116,DID30
CID117,DID932
CID117,DID948
CID118,DID487
CID118,DID708
CID119,DID126
CID119,DID46
CID120,DID678
CID120,DID833
CID121,DID465
CID121,DID625
CID122,DID197
CID122,DID899
CID123,DID173
CID123,DID564
CID124,DID205
CID124,DID474
CID125,DID741
CID125,DID774
CID126,DID615
CID126,DID66
CID127,DID156
CID127,DID157
CID128,DID661
CID128,DID819
CID129,DID409
CID129,DID769
CID130,DID180
CID130,DID542
CID131,DID372
CID131,DID935
CID132,DID2
CID132,DID547
CID133,DID494
CID133,DID989
CID134,DID91
CID134,DID932
CID135,DID767
CID135,DID814
CID136,DID185
CID136,DID57
CID137,DID390
CID137,DID762
CID138,DID764
CID138,DID862
CID139,DID261
CID139,DID512
CID140,DID158
CID140,DID495
CID141,DID710
CID141,DID755
CID142,DID271
CID142,DID591
CID143,DID124
CID143,DID177
CID144,DID133
CID144,DID347
CID145,DID695
CID145,DID860
CID146,DID568
CID146,DID742
CID147,DID122
CID147,DID478
CID148,DID355
CID148,DID846
CID149,DID137
CID149,DID248
CID150,DID116
CID150,DID186
CID151,DID218
CID151,DID337
CID152,DID408
CID152,DID886
CID153,DID854
CID153,DID905
CID154,DID803
CID154,DID963
CID155,DID223
CID155,DID232
CID156,DID15
CID156,DID982
CID157,DID941
CID157,DID978
CID158,DID450
CID158,DID754
CID159,DID123
CID159,DID821
CID160,DID12
CID160,DID911
CID161,DID348
CID161,DID482
CID162,DID143
CID162,DID415
CID163,DID26
CID163,DID811
CID164,DID411
CID164,DID545
CID165,DID238
CID165,DID807
CID166,DID662
CID166,DID92
CID167,DID252
CID167,DID619
CID168,DID260
CID168,DID702
CID169,DID524
CID169,DID582
CID170,DID591
CID170,DID701
CID171,DID665
CID171,DID708
CID172,DID291
CID172,DID426
CID173,DID664
CID173,DID803
CID174,DID219
CID174,DID37
CID175,DID396
CID175,DID563
CID176,DID578
CID176,DID789
CID177,DID550
CID177,DID586
CID178,DID388
CID178,DID886
CID179,DID185
CID179,DID379
CID180,DID266
CID180,DID821
CID181,DID607
CID181,DID637
CID182,DID823
CID182,DID967
CID183,DID516
CID183,DID630
CID184,DID667
CID184,DID737
CID185,DID137
CID185,DID449
CID186,DID677
CID186,DID901
CID187,DID317
CID187,DID493
CID188,DID420
CID188,DID58
CID189,DID140
CID189,DID468
CID190,DID185
CID190,DID499
CID191,DID862
CID191,DID92
CID192,DID463
CID192,DID682
CID193,DID224
CID193,DID391
CID194,DID177
CID194,DID570
CID195,DID290
CID195,DID624
CID196,DID639
CID196,DID70
CID197,DID209
CID197,DID760
CID198,DID464
CID198,DID643
CID199,DID593
CID199,DID841
CID200,DID230
CID200,DID845
CID201,DID204
CID201,DID448
CID202,DID199
CID202,DID935
CID203,DID73
CID203,DID830
CID204,DID825
CID204,DID918
