"AID","CID"
"AID2649","CID1"
"AID480","CID3"
"AID602","CID3"
"AID1809","CID3"
"AID2426","CID3"
"AID2699","CID3"
"AID1326","CID4"
"AID1272","CID5"
"AID1752","CID5"
"AID1360","CID6"
"AID1925","CID6"
"AID631","CID6"
"AID924","CID6"
"AID766","CID7"
"AID1414","CID7"
"AID100","CID8"
"AID508","CID8"
"AID1963","CID8"
"AID2349","CID8"
"AID1736","CID10"
"AID1782","CID10"
"AID2002","CID11"
"AID1390","CID12"
"AID369","CID12"
"AID2502","CID12"
"AID2783","CID12"
"AID2979","CID12"
"AID802","CID13"
"AID2772","CID13"
"AID31","CID14"
"AID2499","CID14"
"AID185","CID15"
"AID754","CID15"
"AID1368","CID15"
"AID1043","CID16"
"AID2661","CID16"
"AID223","CID17"
"AID896","CID17"
"AID1415","CID17"
"AID1291","CID17"
"AID1625","CID17"
"AID2669","CID18"
"AID1496","CID18"
"AID2241","CID19"
"AID655","CID20"
"AID1311","CID20"
"AID1569","CID20"
"AID2429","CID20"
"AID2929","CID20"
"AID366","CID20"
"AID1254","CID20"
"AID491","CID21"
"AID994","CID21"
"AID107","CID22"
"AID138","CID22"
"AID2506","CID22"
"AID1450","CID23"
"AID1525","CID23"
"AID2691","CID23"
"AID566","CID24"
"AID1345","CID24"
"AID82","CID25"
"AID878","CID25"
"AID1997","CID25"
"AID24","CID26"
"AID335","CID26"
"AID853","CID26"
"AID947","CID26"
"AID2505","CID28"
"AID836","CID28"
"AID1124","CID28"
"AID293","CID29"
"AID400","CID29"
"AID31","CID30"
"AID2499","CID30"
"AID730","CID31"
"AID1241","CID31"
"AID1421","CID31"
"AID221","CID32"
"AID1100","CID32"
"AID1047","CID33"
"AID2066","CID33"
"AID2228","CID33"
"AID2512","CID33"
"AID177","CID34"
"AID965","CID34"
"AID2911","CID35"
"AID203","CID35"
"AID92","CID37"
"AID2086","CID37"
"AID1920","CID37"
"AID2316","CID37"
"AID2410","CID37"
"AID83","CID38"
"AID906","CID38"
"AID941","CID38"
"AID1176","CID38"
"AID1435","CID38"
"AID221","CID38"
"AID1957","CID38"
"AID18","CID39"
"AID508","CID39"
"AID1827","CID39"
"AID2390","CID39"
"AID2325","CID39"
"AID685","CID40"
"AID2088","CID40"
"AID297","CID41"
"AID1509","CID41"
"AID2710","CID41"
"AID483","CID41"
"AID585","CID41"
"AID335","CID42"
"AID868","CID42"
"AID1730","CID42"
"AID114","CID43"
"AID2629","CID43"
"AID1440","CID43"
"AID1898","CID43"
"AID25","CID44"
"AID677","CID44"
"AID2588","CID45"
"AID2359","CID46"
"AID2830","CID46"
"AID98","CID47"
"AID1271","CID47"
"AID165","CID48"
"AID1057","CID49"
"AID1465","CID49"
"AID1899","CID50"
"AID264","CID50"
"AID1090","CID51"
"AID2333","CID51"
"AID2374","CID52"
"AID443","CID52"
"AID2984","CID52"
"AID1029","CID53"
"AID2972","CID53"
"AID939","CID53"
"AID1934","CID53"
"AID2935","CID53"
"AID1204","CID54"
"AID1312","CID55"
"AID1730","CID56"
"AID496","CID57"
"AID1381","CID57"
"AID2369","CID57"
"AID2666","CID57"
"AID431","CID58"
"AID2531","CID58"
"AID1922","CID59"
"AID2623","CID59"
"AID2812","CID59"
"AID2548","CID61"
"AID929","CID61"
"AID1258","CID62"
"AID2844","CID62"
"AID882","CID63"
"AID1085","CID63"
"AID1353","CID63"
"AID2410","CID63"
"AID2743","CID63"
"AID161","CID63"
"AID1408","CID63"
"AID1855","CID63"
"AID2134","CID63"
"AID2028","CID64"
"AID1853","CID64"
"AID2078","CID64"
"AID2519","CID64"
"AID999","CID65"
"AID307","CID65"
"AID1682","CID65"
"AID996","CID66"
"AID2113","CID66"
"AID2834","CID66"
"AID71","CID66"
"AID1600","CID66"
"AID2064","CID66"
"AID2297","CID66"
"AID47","CID68"
"AID282","CID68"
"AID2589","CID68"
"AID2822","CID68"
"AID972","CID69"
"AID1422","CID69"
"AID2392","CID69"
"AID2756","CID69"
"AID2846","CID69"
"AID636","CID71"
"AID2174","CID71"
"AID378","CID72"
"AID387","CID72"
"AID2450","CID72"
"AID982","CID72"
"AID1590","CID72"
"AID236","CID73"
"AID485","CID73"
"AID705","CID73"
"AID983","CID73"
"AID1809","CID73"
"AID940","CID73"
"AID950","CID73"
"AID2302","CID73"
"AID2516","CID73"
"AID343","CID74"
"AID2628","CID74"
"AID311","CID75"
"AID1184","CID76"
"AID1268","CID76"
"AID181","CID76"
"AID245","CID76"
"AID2376","CID76"
"AID2992","CID76"
"AID33","CID77"
"AID1944","CID77"
"AID469","CID78"
"AID640","CID78"
"AID1789","CID78"
"AID572","CID78"
"AID1360","CID78"
"AID2732","CID78"
"AID1331","CID79"
"AID2148","CID79"
"AID1982","CID80"
"AID590","CID81"
"AID1156","CID81"
"AID1926","CID81"
"AID2750","CID81"
"AID2998","CID81"
"AID32","CID82"
"AID2747","CID83"
"AID387","CID84"
"AID2662","CID84"
"AID236","CID84"
"AID1396","CID84"
"AID2103","CID84"
"AID2475","CID84"
"AID2821","CID84"
"AID1667","CID85"
"AID1762","CID85"
"AID2158","CID85"
