CID,BID
CID1,BID1361
CID1,BID1787
CID1,BID1876
CID1,BID386
CID1,BID434
CID1,BID945
CID2,BID1114
CID2,BID1182
CID2,BID1241
CID2,BID1619
CID2,BID1625
CID2,BID192
CID3,BID1697
CID3,BID493
CID3,BID548
CID3,BID564
CID3,BID629
CID3,BID639
CID4,BID1332
CID4,BID1653
CID4,BID1924
CID4,BID229
CID4,BID39
CID4,BID554
CID5,BID1024
CID5,BID1118
CID5,BID1169
CID5,BID1376
CID5,BID1824
CID5,BID810
CID6,BID1346
CID6,BID254
CID6,BID305
CID6,BID383
CID6,BID404
CID6,BID651
CID7,BID1082
CID7,BID1269
CID7,BID1669
CID7,BID1851
CID7,BID1884
CID7,BID243
CID8,BID1011
CID8,BID1195
CID8,BID1296
CID8,BID1832
CID8,BID281
CID8,BID335
CID9,BID1285
CID9,BID1339
CID9,BID195
CID9,BID338
CID9,BID54
CID9,BID963
CID10,BID1046
CID10,BID1340
CID10,BID1686
CID10,BID1765
CID10,BID570
CID10,BID675
CID11,BID1387
CID11,BID1663
CID11,BID1861
CID11,BID1952
CID11,BID372
CID11,BID768
CID12,BID1190
CID12,BID1305
CID12,BID1316
CID12,BID1497
CID12,BID624
CID12,BID775
CID13,BID1043
CID13,BID117
CID13,BID122
CID13,BID1294
CID13,BID224
CID13,BID911
CID14,BID1128
CID14,BID157
CID14,BID1724
CID14,BID338
CID14,BID467
CID14,BID658
CID15,BID107
CID15,BID1125
CID15,BID1502
CID15,BID272
CID15,BID508
CID15,BID982
CID16,BID1365
CID16,BID1371
CID16,BID628
CID16,BID667
CID16,BID79
CID16,BID883
CID17,BID1032
CID17,BID1282
CID17,BID1406
CID17,BID326
CID17,BID534
CID17,BID730
CID18,BID1101
CID18,BID1175
CID18,BID1343
CID18,BID182
CID18,BID272
CID18,BID457
CID19,BID1234
CID19,BID1236
CID19,BID1399
CID19,BID1504
CID19,BID1941
CID19,BID947
CID20,BID1391
CID20,BID1810
CID20,BID365
CID20,BID445
CID20,BID510
CID20,BID679
CID21,BID1145
CID21,BID1307
CID21,BID1338
CID21,BID1534
CID21,BID1983
CID21,BID274
CID22,BID1035
CID22,BID1400
CID22,BID1879
CID22,BID1915
CID22,BID518
CID22,BID576
CID23,BID1039
CID23,BID1466
CID23,BID1597
CID23,BID350
CID23,BID518
CID23,BID697
CID24,BID1002
CID24,BID1010
CID24,BID1217
CID24,BID1544
CID24,BID1828
CID24,BID777
CID25,BID1152
CID25,BID1445
CID25,BID1627
CID25,BID1783
CID25,BID75
CID25,BID944
CID26,BID1223
CID26,BID137
CID26,BID1570
CID26,BID188
CID26,BID736
CID26,BID990
CID27,BID1198
CID27,BID1564
CID27,BID1642
CID27,BID506
CID27,BID651
CID27,BID690
CID28,BID1376
CID28,BID1595
CID28,BID1995
CID28,BID662
CID28,BID765
CID28,BID871
CID29,BID1260
CID29,BID1278
CID29,BID1543
CID29,BID1701
CID29,BID1724
CID29,BID920
CID30,BID1102
CID30,BID1398
CID30,BID336
CID30,BID420
CID30,BID473
CID30,BID728
CID31,BID1025
CID31,BID1839
CID31,BID1971
CID31,BID1989
CID31,BID205
CID31,BID559
CID32,BID1015
CID32,BID115
CID32,BID1627
CID32,BID1956
CID32,BID407
CID32,BID875
CID33,BID1270
CID33,BID259
CID33,BID608
CID33,BID652
CID33,BID675
CID33,BID936
CID34,BID1
CID34,BID1020
CID34,BID1071
CID34,BID1879
CID34,BID1963
CID34,BID358
CID35,BID1092
CID35,BID1353
CID35,BID1362
CID35,BID1743
CID35,BID1946
CID35,BID212
CID36,BID1757
CID36,BID218
CID36,BID49
CID36,BID514
CID36,BID528
CID36,BID9
CID37,BID1058
CID37,BID1157
CID37,BID1407
CID37,BID1832
CID37,BID1898
CID37,BID653
CID38,BID1198
CID38,BID13
CID38,BID1823
CID38,BID1978
CID38,BID481
CID38,BID600
CID39,BID1626
CID39,BID271
CID39,BID366
CID39,BID463
CID39,BID644
CID39,BID931
CID40,BID1851
CID40,BID253
CID40,BID299
CID40,BID319
CID40,BID397
CID40,BID717
CID41,BID1039
CID41,BID1612
CID41,BID383
CID41,BID448
CID41,BID632
CID41,BID931
CID42,BID1129
CID42,BID1197
CID42,BID1330
CID42,BID1615
CID42,BID1923
CID42,BID542
CID43,BID1010
CID43,BID1231
CID43,BID1683
CID43,BID346
CID43,BID35
CID43,BID903
CID44,BID1265
CID44,BID1620
CID44,BID1666
CID44,BID394
CID44,BID763
CID44,BID846
CID45,BID1196
CID45,BID1589
CID45,BID1635
CID45,BID318
CID45,BID375
CID45,BID989
CID46,BID1280
CID46,BID1492
CID46,BID1774
CID46,BID565
CID46,BID696
CID46,BID72
CID47,BID1309
CID47,BID1540
CID47,BID1821
CID47,BID197
CID47,BID783
CID47,BID863
CID48,BID1209
CID48,BID1763
CID48,BID1794
CID48,BID85
CID48,BID88
CID48,BID884
CID49,BID1046
CID49,BID1277
CID49,BID1650
CID49,BID1867
CID49,BID206
CID49,BID941
CID50,BID1479
CID50,BID1800
CID50,BID276
CID50,BID309
CID50,BID453
CID50,BID926
CID51,BID1184
CID51,BID1326
CID51,BID1760
CID51,BID331
CID51,BID398
CID51,BID610
CID52,BID1020
CID52,BID1115
CID52,BID1475
CID52,BID197
CID52,BID238
CID52,BID61
CID53,BID1157
CID53,BID1317
CID53,BID1455
CID53,BID313
CID53,BID91
CID53,BID960
CID54,BID1171
CID54,BID1242
CID54,BID1319
CID54,BID1538
CID54,BID220
CID54,BID799
CID55,BID1281
CID55,BID1454
CID55,BID1508
CID55,BID1551
CID55,BID1597
CID55,BID404
CID56,BID1518
CID56,BID1529
CID56,BID1643
CID56,BID406
CID56,BID452
CID56,BID528
CID57,BID1084
CID57,BID1384
CID57,BID1456
CID57,BID1773
CID57,BID526
CID57,BID6
CID58,BID1523
CID58,BID1647
CID58,BID644
CID58,BID850
CID58,BID874
CID58,BID95
CID59,BID110
CID59,BID1277
CID59,BID1726
CID59,BID1972
CID59,BID445
CID59,BID810
CID60,BID1087
CID60,BID1442
CID60,BID1460
CID60,BID1600
CID60,BID346
CID60,BID671
CID61,BID1100
CID61,BID1130
CID61,BID1260
CID61,BID180
CID61,BID541
CID61,BID924
CID62,BID1206
CID62,BID1352
CID62,BID1773
CID62,BID343
CID62,BID443
CID62,BID69
CID63,BID1412
CID63,BID1877
CID63,BID494
CID63,BID617
CID63,BID983
CID63,BID999
CID64,BID1367
CID64,BID1597
CID64,BID162
CID64,BID750
CID64,BID755
CID64,BID756
CID65,BID1072
CID65,BID1411
CID65,BID1827
CID65,BID2
CID65,BID487
CID65,BID507
CID66,BID1107
CID66,BID1483
CID66,BID1914
CID66,BID383
CID66,BID597
CID66,BID895
CID67,BID1081
CID67,BID1245
CID67,BID1262
CID67,BID1687
CID67,BID1935
CID67,BID604
CID68,BID1172
CID68,BID1506
CID68,BID1747
CID68,BID1812
CID68,BID1819
CID68,BID798
CID69,BID1138
CID69,BID1180
CID69,BID131
CID69,BID294
CID69,BID477
CID69,BID597
CID70,BID1085
CID70,BID1375
CID70,BID1379
CID70,BID1652
CID70,BID1658
CID70,BID378
CID71,BID1105
CID71,BID1468
CID71,BID1674
CID71,BID1681
CID71,BID1777
CID71,BID1898
CID72,BID1771
CID72,BID1808
CID72,BID46
CID72,BID654
CID72,BID800
CID72,BID90
CID73,BID1186
CID73,BID145
CID73,BID1813
CID73,BID1819
CID73,BID231
CID73,BID283
CID74,BID1356
CID74,BID1570
CID74,BID1973
CID74,BID777
CID74,BID954
CID74,BID994
CID75,BID1107
CID75,BID1521
CID75,BID277
CID75,BID337
CID75,BID436
CID75,BID918
CID76,BID1042
CID76,BID1493
CID76,BID1688
CID76,BID194
CID76,BID858
CID76,BID934
CID77,BID1117
CID77,BID1336
CID77,BID1592
CID77,BID210
CID77,BID329
CID77,BID419
CID78,BID1144
CID78,BID1661
CID78,BID291
CID78,BID451
CID78,BID478
CID78,BID491
CID79,BID1022
CID79,BID1339
CID79,BID1513
CID79,BID331
CID79,BID349
CID79,BID468
CID80,BID1048
CID80,BID1052
CID80,BID1532
CID80,BID1815
CID80,BID1887
CID80,BID779
CID81,BID1229
CID81,BID1259
CID81,BID1664
CID81,BID1761
CID81,BID585
CID81,BID632
CID82,BID1304
CID82,BID1594
CID82,BID1650
CID82,BID1994
CID82,BID445
CID82,BID763
CID83,BID1419
CID83,BID1746
CID83,BID1824
CID83,BID336
CID83,BID370
CID83,BID891
CID84,BID1220
CID84,BID1358
CID84,BID367
CID84,BID491
CID84,BID747
CID84,BID984
CID85,BID1650
CID85,BID1834
CID85,BID1966
CID85,BID200
CID85,BID43
CID85,BID979
CID86,BID1703
CID86,BID201
CID86,BID243
CID86,BID298
CID86,BID666
CID86,BID810
CID87,BID1382
CID87,BID1510
CID87,BID192
CID87,BID1962
CID87,BID399
CID87,BID588
CID88,BID1120
CID88,BID128
CID88,BID139
CID88,BID1471
CID88,BID298
CID88,BID691
CID89,BID1069
CID89,BID1374
CID89,BID1715
CID89,BID1761
CID89,BID252
CID89,BID690
CID90,BID1109
CID90,BID113
CID90,BID215
CID90,BID428
CID90,BID618
CID90,BID653
CID91,BID1035
CID91,BID1101
CID91,BID1945
CID91,BID398
CID91,BID771
CID91,BID957
CID92,BID126
CID92,BID1774
CID92,BID184
CID92,BID1865
CID92,BID501
CID92,BID890
CID93,BID1115
CID93,BID1184
CID93,BID1497
CID93,BID157
CID93,BID576
CID93,BID629
CID94,BID1073
CID94,BID1222
CID94,BID1490
CID94,BID186
CID94,BID196
CID94,BID690
CID95,BID1199
CID95,BID1300
CID95,BID138
CID95,BID1619
CID95,BID1897
CID95,BID87
CID96,BID1051
CID96,BID1052
CID96,BID1087
CID96,BID1569
CID96,BID664
CID96,BID917
CID97,BID1066
CID97,BID1093
CID97,BID1435
CID97,BID30
CID97,BID493
CID97,BID56
CID98,BID1278
CID98,BID1558
CID98,BID350
CID98,BID620
CID98,BID65
CID98,BID906
CID99,BID1617
CID99,BID1914
CID99,BID32
CID99,BID338
CID99,BID62
CID99,BID816
CID100,BID1221
CID100,BID1287
CID100,BID1480
CID100,BID508
CID100,BID666
CID100,BID932
CID101,BID1167
CID101,BID1204
CID101,BID1217
CID101,BID1682
CID101,BID569
CID101,BID79
CID102,BID1184
CID102,BID1953
CID102,BID285
CID102,BID396
CID102,BID677
CID102,BID752
CID103,BID1356
CID103,BID158
CID103,BID1740
CID103,BID339
CID103,BID44
CID103,BID999
CID104,BID1338
CID104,BID1457
CID104,BID316
CID104,BID371
CID104,BID441
CID104,BID598
CID105,BID1102
CID105,BID1278
CID105,BID262
CID105,BID343
CID105,BID498
CID105,BID968
CID106,BID1240
CID106,BID1404
CID106,BID1472
CID106,BID1626
CID106,BID1877
CID106,BID764
CID107,BID1048
CID107,BID1071
CID107,BID1475
CID107,BID189
CID107,BID205
CID107,BID231
CID108,BID1165
CID108,BID1606
CID108,BID1850
CID108,BID64
CID108,BID857
CID108,BID911
CID109,BID1093
CID109,BID1608
CID109,BID558
CID109,BID570
CID109,BID909
CID109,BID966
CID110,BID1603
CID110,BID1695
CID110,BID1730
CID110,BID1819
CID110,BID445
CID110,BID974
CID111,BID1526
