"DID","AID"
"DID1","AID1834"
"DID1","AID88"
"DID1","AID536"
"DID1","AID1822"
"DID2","AID34"
"DID2","AID847"
"DID2","AID1491"
"DID2","AID1750"
"DID2","AID5938"
"DID2","AID923"
"DID2","AID2239"
"DID2","AID382"
"DID2","AID4431"
"DID3","AID3091"
"DID3","AID30"
"DID3","AID772"
"DID4","AID4119"
"DID4","AID3165"
"DID4","AID452"
"DID4","AID1810"
"DID5","AID2020"
"DID5","AID3339"
"DID5","AID218"
"DID5","AID3403"
"DID5","AID2272"
"DID5","AID1242"
"DID5","AID1864"
"DID6","AID4834"
"DID6","AID1116"
"DID6","AID3356"
"DID7","AID2310"
"DID7","AID2860"
"DID7","AID4458"
"DID7","AID5290"
"DID7","AID3402"
"DID7","AID3708"
"DID7","AID4252"
"DID7","AID4425"
"DID7","AID5782"
"DID7","AID5232"
"DID7","AID633"
"DID7","AID4025"
"DID7","AID1649"
"DID7","AID4411"
"DID8","AID4044"
"DID8","AID576"
"DID8","AID5553"
"DID9","AID2424"
"DID9","AID2782"
"DID9","AID3196"
"DID9","AID5182"
"DID9","AID1199"
"DID9","AID25"
"DID9","AID2526"
"DID9","AID39"
"DID9","AID2610"
"DID9","AID5154"
"DID10","AID4543"
"DID10","AID1968"
"DID10","AID3896"
"DID11","AID5498"
"DID11","AID4958"
"DID11","AID4168"
"DID11","AID2046"
"DID11","AID4131"
"DID11","AID1650"
"DID12","AID543"
"DID12","AID598"
"DID12","AID2694"
"DID12","AID4762"
"DID12","AID3404"
"DID12","AID3661"
"DID12","AID4134"
"DID12","AID5646"
"DID12","AID2658"
"DID12","AID49"
"DID12","AID910"
"DID13","AID1143"
"DID13","AID3810"
"DID13","AID5373"
"DID13","AID636"
"DID13","AID4206"
"DID13","AID618"
"DID14","AID25"
"DID14","AID2526"
"DID14","AID473"
"DID14","AID5027"
"DID14","AID200"
"DID14","AID4434"
"DID15","AID2986"
"DID15","AID4088"
"DID16","AID3163"
"DID16","AID5193"
"DID16","AID3423"
"DID16","AID682"
"DID16","AID5558"
"DID16","AID3338"
"DID16","AID525"
"DID16","AID1236"
"DID17","AID2186"
"DID17","AID656"
"DID17","AID194"
"DID17","AID5035"
"DID18","AID2845"
"DID18","AID4382"
"DID18","AID1794"
"DID18","AID4175"
"DID18","AID366"
"DID18","AID670"
"DID18","AID4158"
"DID18","AID5201"
"DID18","AID903"
"DID19","AID1523"
"DID19","AID3358"
"DID19","AID5676"
"DID19","AID4283"
"DID19","AID5507"
"DID19","AID1038"
"DID19","AID3280"
"DID19","AID2938"
"DID19","AID5379"
"DID19","AID559"
"DID20","AID543"
"DID20","AID598"
"DID20","AID4197"
"DID21","AID366"
"DID21","AID915"
"DID22","AID3946"
"DID22","AID5304"
"DID23","AID2430"
"DID23","AID876"
"DID23","AID2548"
"DID23","AID5860"
"DID23","AID3095"
"DID23","AID5306"
"DID23","AID4415"
"DID23","AID641"
"DID24","AID4861"
"DID24","AID2141"
"DID25","AID4102"
"DID25","AID3119"
"DID25","AID3704"
"DID25","AID2740"
"DID25","AID3941"
"DID26","AID5100"
"DID26","AID4276"
"DID26","AID2932"
"DID27","AID5390"
"DID27","AID2836"
"DID28","AID1330"
"DID28","AID5077"
"DID29","AID1280"
"DID29","AID398"
"DID29","AID4803"
"DID29","AID1172"
"DID30","AID2122"
"DID30","AID4524"
"DID31","AID5435"
"DID31","AID103"
"DID31","AID243"
"DID31","AID3788"
"DID31","AID1175"
"DID31","AID5361"
"DID32","AID4603"
"DID32","AID5591"
"DID32","AID3385"
"DID32","AID3642"
"DID32","AID3867"
"DID32","AID331"
"DID32","AID3166"
"DID33","AID1289"
"DID33","AID5451"
"DID33","AID2375"
"DID33","AID3091"
"DID33","AID156"
"DID33","AID682"
"DID34","AID5956"
"DID34","AID3698"
"DID34","AID4818"
"DID34","AID3571"
"DID34","AID5972"
"DID34","AID3904"
"DID34","AID1922"
"DID34","AID4681"
"DID34","AID363"
"DID35","AID2421"
"DID35","AID1104"
"DID35","AID1160"
"DID35","AID3870"
"DID35","AID2186"
"DID35","AID656"
"DID35","AID194"
"DID35","AID5035"
"DID35","AID1656"
"DID36","AID1029"
"DID36","AID5703"
"DID36","AID4346"
"DID36","AID972"
"DID36","AID1995"
"DID36","AID1974"
"DID37","AID3350"
"DID37","AID4952"
"DID38","AID1364"
"DID39","AID1916"
"DID39","AID3801"
"DID39","AID5963"
"DID40","AID3611"
"DID40","AID487"
"DID40","AID5296"
"DID40","AID4915"
"DID40","AID5226"
"DID40","AID3238"
"DID41","AID3226"
"DID41","AID2614"
"DID41","AID552"
"DID41","AID1116"
"DID41","AID479"
"DID41","AID3301"
"DID41","AID4300"
"DID41","AID5329"
"DID41","AID148"
"DID41","AID5159"
"DID41","AID2251"
"DID41","AID2558"
"DID42","AID3899"
"DID42","AID475"
"DID43","AID1907"
"DID43","AID863"
"DID43","AID2279"
"DID43","AID2348"
"DID43","AID1071"
"DID44","AID4212"
"DID44","AID67"
"DID44","AID4973"
"DID45","AID1745"
"DID45","AID4016"
"DID45","AID2746"
"DID45","AID5388"
"DID45","AID2893"
"DID45","AID3520"
"DID45","AID2345"
"DID46","AID3914"
"DID46","AID1199"
"DID46","AID3330"
"DID46","AID111"
"DID46","AID3796"
"DID47","AID4577"
"DID48","AID3196"
"DID48","AID5182"
"DID48","AID4834"
"DID48","AID3385"
"DID49","AID4917"
"DID49","AID695"
"DID50","AID3735"
"DID50","AID625"
"DID50","AID280"
"DID50","AID2388"
"DID51","AID3423"
"DID51","AID5906"
"DID51","AID800"
"DID52","AID211"
"DID52","AID5831"
"DID53","AID3022"
"DID53","AID1702"
"DID53","AID2174"
"DID53","AID2133"
"DID53","AID5829"
"DID53","AID1172"
"DID53","AID4577"
"DID53","AID3453"
"DID53","AID5431"
"DID54","AID1144"
"DID55","AID5994"
"DID55","AID4229"
"DID55","AID3124"
"DID56","AID5911"
"DID56","AID3111"
"DID56","AID3859"
"DID57","AID5372"
"DID57","AID5847"
"DID57","AID2896"
"DID57","AID4614"
"DID57","AID1643"
"DID57","AID206"
"DID57","AID2263"
"DID57","AID685"
"DID58","AID575"
"DID58","AID898"
"DID59","AID4057"
"DID59","AID807"
"DID59","AID4864"
"DID59","AID2979"
"DID60","AID1092"
"DID60","AID3053"
"DID60","AID3404"
"DID60","AID3661"
"DID60","AID3412"
"DID60","AID4185"
"DID60","AID5481"
"DID61","AID1542"
"DID61","AID4459"
"DID61","AID1477"
"DID61","AID3616"
"DID61","AID154"
"DID61","AID5257"
"DID61","AID1527"
"DID61","AID3579"
"DID62","AID838"
"DID62","AID1843"
"DID63","AID32"
"DID63","AID4136"
"DID63","AID4392"
"DID63","AID2127"
"DID63","AID2988"
"DID63","AID4908"
"DID63","AID3724"
"DID64","AID1273"
"DID64","AID3920"
"DID64","AID5562"
"DID64","AID4571"
