CID,BID
CID1,BID1645
CID2,BID1688
CID2,BID802
CID3,BID1627
CID4,BID233
CID5,BID388
CID6,BID1698
CID6,BID864
CID7,BID479
CID7,BID730
CID8,BID1412
CID8,BID990
CID9,BID1558
CID10,BID154
CID11,BID1581
CID12,BID213
CID13,BID51
CID13,BID707
CID14,BID396
CID15,BID1235
CID16,BID752
CID16,BID976
CID17,BID1704
CID17,BID952
CID18,BID1070
CID18,BID1154
CID19,BID1574
CID19,BID671
CID20,BID1672
CID20,BID741
CID21,BID1513
CID21,BID1927
CID22,BID1627
CID23,BID1292
CID24,BID1126
CID25,BID638
CID26,BID1340
CID27,BID12
CID27,BID408
CID28,BID242
CID29,BID2000
CID30,BID1892
CID31,BID1988
CID32,BID1066
CID33,BID636
CID33,BID823
CID34,BID1045
CID35,BID1705
CID35,BID369
CID36,BID1024
CID36,BID155
CID37,BID1171
CID37,BID490
CID38,BID1800
CID38,BID803
CID39,BID514
CID40,BID1493
CID41,BID1269
CID42,BID861
CID43,BID206
CID44,BID1289
CID44,BID660
CID45,BID778
CID46,BID1346
CID47,BID1179
CID48,BID1789
CID48,BID194
CID49,BID1085
CID49,BID389
CID50,BID223
CID50,BID47
CID51,BID278
CID52,BID1330
CID52,BID1682
CID53,BID838
CID53,BID968
CID54,BID1298
CID54,BID1798
CID55,BID1096
CID55,BID468
CID56,BID1367
CID56,BID1501
CID57,BID566
CID57,BID672
CID58,BID295
CID59,BID1117
CID59,BID1404
CID60,BID1799
CID61,BID1379
CID62,BID1265
CID62,BID1266
CID63,BID508
CID64,BID1501
CID64,BID1598
CID65,BID1037
CID65,BID173
CID66,BID660
CID66,BID727
CID67,BID146
CID68,BID1987
CID69,BID1040
CID69,BID1389
CID70,BID1892
CID70,BID1911
CID71,BID1979
CID72,BID898
CID73,BID1241
CID73,BID689
CID74,BID287
CID75,BID667
CID76,BID1156
CID76,BID1475
CID77,BID215
CID77,BID565
CID78,BID1046
CID78,BID1680
CID79,BID488
CID79,BID64
CID80,BID1118
CID80,BID119
CID81,BID800
CID82,BID94
CID83,BID1890
CID83,BID454
CID84,BID1655
CID84,BID866
CID85,BID1775
CID86,BID1976
CID87,BID1644
CID87,BID838
CID88,BID237
CID88,BID539
CID89,BID1310
CID89,BID659
CID90,BID1515
CID90,BID484
CID91,BID1044
CID92,BID1169
CID92,BID1500
CID93,BID172
CID93,BID594
CID94,BID1588
CID95,BID1791
CID96,BID1036
CID96,BID1751
CID97,BID698
CID98,BID1845
CID98,BID317
CID99,BID46
CID100,BID1345
CID100,BID1967
CID101,BID1525
CID102,BID1090
CID102,BID1165
CID103,BID799
CID103,BID84
CID104,BID1303
CID104,BID339
CID105,BID1452
CID105,BID574
CID106,BID1808
CID106,BID450
CID107,BID1765
CID107,BID549
CID108,BID1819
CID109,BID531
CID110,BID1400
CID110,BID664
CID111,BID269
CID111,BID929
CID112,BID1797
CID113,BID1367
CID113,BID406
CID114,BID1867
CID114,BID404
CID115,BID385
CID115,BID604
CID116,BID533
CID117,BID1166
CID117,BID574
CID118,BID1660
CID118,BID1689
CID119,BID1244
CID119,BID1748
CID120,BID1257
CID121,BID1202
CID122,BID1241
CID122,BID1535
CID123,BID1198
CID123,BID933
CID124,BID268
CID124,BID849
CID125,BID58
CID125,BID747
CID126,BID956
CID127,BID1205
CID128,BID46
CID129,BID785
CID130,BID952
CID131,BID786
CID132,BID843
CID133,BID615
CID133,BID676
CID134,BID1326
CID135,BID15
CID135,BID779
CID136,BID10
CID137,BID1026
CID137,BID1476
CID138,BID101
CID139,BID1633
CID140,BID34
CID140,BID494
CID141,BID562
CID141,BID895
CID142,BID1579
CID142,BID1957
CID143,BID1030
CID143,BID353
CID144,BID771
CID145,BID1404
CID146,BID1257
CID146,BID1352
CID147,BID1551
CID148,BID484
CID149,BID328
CID149,BID635
CID150,BID101
CID150,BID1029
CID151,BID165
CID152,BID1875
CID153,BID1406
CID154,BID1227
CID154,BID1405
CID155,BID1515
CID156,BID1980
CID157,BID1204
CID157,BID612
CID158,BID1082
CID159,BID1783
CID160,BID569
CID161,BID919
CID162,BID163
CID163,BID674
CID164,BID1648
