"AID","CID"
"AID1710","CID1"
"AID4886","CID1"
"AID329","CID1"
"AID1008","CID1"
"AID566","CID2"
"AID3015","CID3"
"AID1020","CID4"
"AID5490","CID4"
"AID1222","CID5"
"AID1289","CID5"
"AID5549","CID6"
"AID631","CID7"
"AID4173","CID7"
"AID20","CID7"
"AID4483","CID7"
"AID4600","CID7"
"AID4942","CID7"
"AID1730","CID8"
"AID2406","CID8"
"AID890","CID9"
"AID4126","CID9"
"AID3648","CID9"
"AID2784","CID9"
"AID4160","CID9"
"AID4850","CID9"
"AID2825","CID10"
"AID5125","CID10"
"AID212","CID10"
"AID77","CID12"
"AID1019","CID13"
"AID2230","CID13"
"AID2620","CID13"
"AID1832","CID14"
"AID3057","CID15"
"AID4207","CID15"
"AID962","CID15"
"AID3681","CID15"
"AID26","CID15"
"AID1489","CID15"
"AID3005","CID16"
"AID2375","CID17"
"AID5961","CID17"
"AID4474","CID18"
"AID5172","CID18"
"AID5847","CID18"
"AID2124","CID19"
"AID2248","CID19"
"AID2825","CID23"
"AID5125","CID23"
"AID1660","CID24"
"AID2236","CID24"
"AID2290","CID25"
"AID4699","CID25"
"AID3826","CID25"
"AID286","CID25"
"AID3121","CID25"
"AID323","CID26"
"AID1517","CID27"
"AID4688","CID27"
"AID5809","CID27"
"AID1573","CID27"
"AID2511","CID29"
"AID4747","CID29"
"AID2618","CID30"
"AID4377","CID30"
"AID5313","CID30"
"AID575","CID31"
"AID2214","CID32"
"AID5166","CID32"
"AID872","CID33"
"AID3088","CID33"
"AID3873","CID33"
"AID3962","CID33"
"AID5608","CID35"
"AID2312","CID35"
"AID4670","CID36"
"AID354","CID37"
"AID4701","CID37"
"AID1899","CID37"
"AID3353","CID38"
"AID4432","CID38"
"AID5875","CID38"
"AID568","CID38"
"AID4935","CID38"
"AID1766","CID38"
"AID2063","CID38"
"AID440","CID38"
"AID2762","CID38"
"AID944","CID39"
"AID2862","CID39"
"AID3880","CID39"
"AID179","CID40"
"AID4766","CID41"
"AID1785","CID43"
"AID595","CID44"
"AID5099","CID45"
"AID1899","CID45"
"AID312","CID46"
"AID3439","CID46"
"AID3226","CID47"
"AID3581","CID47"
"AID1222","CID47"
"AID1289","CID47"
"AID5991","CID47"
"AID908","CID48"
"AID3503","CID48"
"AID961","CID48"
"AID2691","CID48"
"AID2771","CID49"
"AID2993","CID49"
"AID389","CID50"
"AID3692","CID50"
"AID554","CID50"
"AID2777","CID50"
"AID985","CID52"
"AID2950","CID53"
"AID284","CID53"
"AID1343","CID53"
"AID4860","CID53"
"AID2416","CID54"
"AID1054","CID54"
"AID4287","CID56"
"AID446","CID58"
"AID1853","CID58"
"AID5266","CID58"
"AID1085","CID59"
"AID2306","CID59"
"AID2287","CID60"
"AID3636","CID60"
"AID867","CID60"
"AID5934","CID60"
"AID667","CID60"
"AID4579","CID60"
"AID3333","CID63"
"AID5036","CID63"
"AID2276","CID64"
"AID4275","CID64"
"AID4657","CID64"
"AID1406","CID65"
"AID3313","CID65"
"AID3687","CID65"
"AID505","CID65"
"AID1949","CID65"
"AID5849","CID65"
"AID5612","CID65"
"AID1242","CID65"
"AID4461","CID66"
"AID4671","CID66"
"AID5587","CID66"
"AID311","CID67"
"AID3719","CID67"
"AID654","CID69"
"AID5712","CID70"
"AID5155","CID70"
"AID1669","CID71"
"AID2424","CID71"
"AID2151","CID73"
"AID5358","CID74"
"AID2657","CID75"
"AID4645","CID75"
"AID3960","CID75"
"AID5359","CID76"
"AID4990","CID76"
"AID2794","CID77"
