"BID","DID"
"BID2073","DID1474"
"BID3021","DID1474"
"BID4911","DID1474"
"BID2073","DID1593"
"BID3021","DID1593"
"BID4911","DID1593"
"BID2073","DID507"
"BID3021","DID507"
"BID4911","DID507"
"BID3681","DID294"
"BID3685","DID294"
"BID4300","DID294"
"BID4769","DID294"
"BID3681","DID40"
"BID3685","DID40"
"BID4300","DID40"
"BID4769","DID40"
"BID3681","DID456"
"BID3685","DID456"
"BID4300","DID456"
"BID4769","DID456"
"BID3681","DID873"
"BID3685","DID873"
"BID4300","DID873"
"BID4769","DID873"
"BID2536","DID1003"
"BID2754","DID1003"
"BID3103","DID1003"
"BID4410","DID1003"
"BID2536","DID1501"
"BID2754","DID1501"
"BID3103","DID1501"
"BID4410","DID1501"
"BID2536","DID373"
"BID2754","DID373"
"BID3103","DID373"
"BID4410","DID373"
"BID2577","DID1725"
"BID2744","DID1725"
"BID3919","DID1725"
"BID4818","DID1725"
"BID2577","DID761"
"BID2744","DID761"
"BID3919","DID761"
"BID4818","DID761"
"BID2577","DID874"
"BID2744","DID874"
"BID3919","DID874"
"BID4818","DID874"
"BID2577","DID978"
"BID2744","DID978"
"BID3919","DID978"
"BID4818","DID978"
"BID2427","DID368"
"BID3426","DID368"
"BID4955","DID368"
"BID2427","DID584"
"BID3426","DID584"
"BID4955","DID584"
"BID2427","DID827"
"BID3426","DID827"
"BID4955","DID827"
"BID179","DID1075"
"BID2385","DID1075"
"BID4180","DID1075"
"BID828","DID1075"
"BID179","DID1177"
"BID2385","DID1177"
"BID4180","DID1177"
"BID828","DID1177"
"BID179","DID1779"
"BID2385","DID1779"
"BID4180","DID1779"
"BID828","DID1779"
"BID179","DID179"
"BID2385","DID179"
"BID4180","DID179"
"BID828","DID179"
"BID1045","DID1278"
"BID2380","DID1278"
"BID3570","DID1278"
"BID1045","DID1786"
"BID2380","DID1786"
"BID3570","DID1786"
"BID1646","DID1358"
"BID3555","DID1358"
"BID459","DID1358"
"BID1646","DID1428"
"BID3555","DID1428"
"BID459","DID1428"
"BID1646","DID1836"
"BID3555","DID1836"
"BID459","DID1836"
"BID1646","DID906"
"BID3555","DID906"
"BID459","DID906"
"BID1192","DID1779"
"BID2804","DID1779"
"BID687","DID1779"
"BID1192","DID461"
"BID2804","DID461"
"BID687","DID461"
"BID1192","DID647"
"BID2804","DID647"
"BID687","DID647"
"BID1192","DID834"
"BID2804","DID834"
"BID687","DID834"
"BID1129","DID1596"
"BID3459","DID1596"
"BID1129","DID1765"
"BID3459","DID1765"
"BID1129","DID1985"
"BID3459","DID1985"
"BID231","DID1680"
"BID3793","DID1680"
"BID4434","DID1680"
"BID522","DID1680"
"BID231","DID1687"
"BID3793","DID1687"
"BID4434","DID1687"
"BID522","DID1687"
"BID231","DID322"
"BID3793","DID322"
"BID4434","DID322"
"BID522","DID322"
"BID1116","DID1355"
"BID150","DID1355"
"BID3770","DID1355"
"BID4806","DID1355"
"BID1116","DID1787"
