CID,DID
CID1,DID1054
CID1,DID1254
CID1,DID1331
CID1,DID145
CID1,DID25
CID1,DID550
CID1,DID612
CID1,DID704
CID1,DID711
CID1,DID778
CID2,DID1247
CID2,DID287
CID2,DID521
CID2,DID959
CID3,DID948
CID4,DID1255
CID5,DID1317
CID5,DID1371
CID5,DID1427
CID5,DID211
CID5,DID254
CID5,DID27
CID5,DID282
CID5,DID706
CID5,DID822
CID5,DID981
CID6,DID112
CID6,DID1375
CID6,DID1486
CID6,DID444
CID6,DID445
CID6,DID481
CID6,DID742
CID6,DID966
CID7,DID1304
CID8,DID1067
CID8,DID1205
CID8,DID1286
CID8,DID1338
CID8,DID15
CID8,DID20
CID8,DID509
CID8,DID522
CID8,DID540
CID8,DID553
CID9,DID1170
CID9,DID331
CID9,DID424
CID9,DID444
CID9,DID747
CID9,DID751
CID9,DID784
CID9,DID804
CID9,DID893
CID10,DID102
CID10,DID1123
CID10,DID1472
CID10,DID32
CID10,DID329
CID10,DID347
CID10,DID364
CID10,DID745
CID10,DID930
CID11,DID1078
CID11,DID1227
CID11,DID13
CID11,DID152
CID11,DID179
CID11,DID326
CID11,DID329
CID11,DID506
CID11,DID560
CID11,DID773
CID12,DID1345
CID12,DID1481
CID12,DID181
CID12,DID248
CID12,DID430
CID12,DID499
CID12,DID972
CID13,DID1009
CID13,DID1060
CID13,DID1130
CID13,DID1200
CID13,DID17
CID13,DID521
CID13,DID932
CID13,DID948
CID13,DID958
CID14,DID1263
CID14,DID1265
CID14,DID1357
CID14,DID20
CID14,DID292
CID14,DID679
CID14,DID698
CID15,DID403
CID16,DID1180
CID16,DID1364
CID16,DID1465
CID16,DID26
CID16,DID36
CID16,DID48
CID16,DID907
CID17,DID1002
CID17,DID1137
CID17,DID32
CID17,DID342
CID17,DID451
CID17,DID522
CID17,DID771
CID17,DID927
CID18,DID118
CID18,DID1243
CID18,DID292
CID18,DID38
CID18,DID616
CID18,DID648
CID18,DID658
CID18,DID755
CID18,DID780
CID18,DID912
CID19,DID1235
CID19,DID261
CID19,DID319
CID19,DID434
CID20,DID1060
CID20,DID1072
CID20,DID147
CID20,DID486
CID20,DID731
CID20,DID848
CID20,DID974
CID20,DID978
CID20,DID991
CID21,DID1267
CID21,DID755
CID21,DID777
CID22,DID105
CID22,DID1408
CID22,DID227
CID22,DID556
CID22,DID656
CID22,DID704
CID23,DID1444
CID24,DID107
CID24,DID1295
CID24,DID1355
CID24,DID371
CID24,DID664
CID24,DID675
CID24,DID850
CID25,DID1315
CID25,DID1422
CID25,DID17
CID25,DID226
CID25,DID580
CID25,DID730
CID25,DID85
CID25,DID980
CID26,DID1094
CID26,DID1324
CID26,DID1410
CID26,DID1467
CID26,DID26
CID26,DID877
CID26,DID953
CID27,DID1186
CID28,DID1051
CID28,DID1125
CID28,DID1252
CID28,DID195
CID28,DID696
CID28,DID73
CID28,DID891
CID28,DID989
CID29,DID1315
CID29,DID1393
CID29,DID1410
CID29,DID179
CID29,DID189
CID29,DID265
CID29,DID567
CID29,DID572
CID30,DID1187
CID30,DID1285
CID30,DID1368
CID30,DID220
CID30,DID282
CID30,DID292
CID30,DID359
CID30,DID564
CID30,DID685
CID31,DID1100
CID31,DID125
CID31,DID210
CID31,DID360
CID31,DID368
CID31,DID418
CID31,DID718
CID31,DID953
CID31,DID980
CID32,DID1383
CID32,DID401
CID32,DID44
CID32,DID623
CID32,DID74
CID32,DID816
CID32,DID902
CID32,DID987
CID33,DID1099
CID33,DID1247
CID33,DID133
CID33,DID263
CID33,DID288
CID33,DID684
CID33,DID795
CID33,DID819
CID33,DID875
CID34,DID1305
CID34,DID240
CID34,DID407
CID34,DID607
CID34,DID948
CID34,DID980
CID34,DID994
CID35,DID1122
CID35,DID184
CID35,DID273
CID35,DID279
CID35,DID285
CID35,DID390
CID35,DID507
CID35,DID632
CID36,DID1039
CID36,DID132
CID36,DID1376
CID36,DID201
CID36,DID249
CID36,DID341
CID36,DID510
CID36,DID56
CID36,DID607
CID37,DID103
CID37,DID1064
CID37,DID496
CID37,DID869
CID38,DID146
CID38,DID441
CID38,DID499
CID39,DID131
CID39,DID1320
CID39,DID1338
CID39,DID1376
CID39,DID16
CID39,DID346
CID39,DID434
CID39,DID457
CID39,DID610
CID39,DID73
CID40,DID110
CID40,DID1174
CID40,DID1280
CID40,DID1281
CID40,DID1482
CID40,DID332
CID40,DID598
CID40,DID660
CID40,DID750
CID40,DID985
CID41,DID1032
CID41,DID1248
CID41,DID1475
CID41,DID298
CID41,DID5
CID41,DID670
CID41,DID733
CID41,DID878
CID41,DID907
CID41,DID943
CID42,DID363
CID42,DID954
CID43,DID1279
CID43,DID278
CID43,DID429
CID43,DID483
CID43,DID847
CID43,DID890
CID43,DID993
CID44,DID1184
CID44,DID1438
CID44,DID1463
CID44,DID502
CID44,DID649
CID44,DID74
CID44,DID903
CID45,DID1189
CID45,DID446
CID45,DID550
CID45,DID709
CID45,DID870
CID46,DID1047
CID46,DID1292
CID46,DID1467
CID46,DID235
CID47,DID1379
CID47,DID1442
CID47,DID171
CID47,DID221
CID47,DID740
CID47,DID785
CID47,DID821
CID47,DID828
CID48,DID145
CID48,DID205
CID49,DID938
CID50,DID1076
CID50,DID1264
CID50,DID1300
CID50,DID357
CID50,DID406
CID50,DID514
CID50,DID961
CID51,DID1142
CID51,DID1383
CID51,DID1413
CID51,DID1472
CID51,DID282
CID51,DID461
CID51,DID657
CID51,DID715
CID51,DID730
CID52,DID448
CID53,DID1177
CID53,DID1269
CID53,DID1464
CID53,DID242
CID53,DID326
CID53,DID348
CID53,DID465
CID53,DID590
CID53,DID723
CID54,DID1186
CID54,DID120
CID54,DID1203
CID54,DID1259
CID54,DID1425
CID54,DID162
CID54,DID289
CID54,DID500
CID54,DID631
CID54,DID940
CID55,DID264
CID55,DID839
CID56,DID1309
CID56,DID159
CID56,DID596
CID56,DID73
CID56,DID741
CID56,DID89
CID56,DID902
CID56,DID904
CID56,DID937
CID57,DID1131
CID57,DID1218
CID57,DID1278
CID57,DID1296
CID57,DID137
CID57,DID1417
CID57,DID205
CID57,DID29
CID57,DID434
CID57,DID619
CID58,DID1425
CID58,DID198
CID58,DID2
CID59,DID1454
CID59,DID1478
CID59,DID176
CID59,DID230
CID60,DID1056
CID60,DID1105
CID60,DID1189
CID60,DID1196
CID60,DID1493
CID60,DID287
CID60,DID758
CID60,DID764
CID60,DID815
CID60,DID950
CID61,DID1015
CID61,DID110
CID61,DID1103
CID61,DID1249
CID61,DID1290
CID61,DID516
CID61,DID579
CID61,DID584
CID61,DID949
CID62,DID1275
CID62,DID17
CID62,DID193
CID62,DID198
CID62,DID413
CID62,DID699
CID62,DID910
CID63,DID139
CID63,DID341
CID63,DID610
CID63,DID625
CID63,DID691
CID63,DID890
CID63,DID904
CID63,DID958
CID64,DID226
CID64,DID565
CID64,DID756
CID64,DID764
CID64,DID801
CID64,DID829
CID64,DID870
CID64,DID89
CID65,DID1199
CID65,DID1383
CID65,DID169
CID65,DID340
CID65,DID494
CID65,DID623
CID65,DID630
CID65,DID711
CID65,DID920
CID66,DID1131
CID66,DID121
CID66,DID1226
CID66,DID228
CID66,DID30
CID66,DID505
CID66,DID706
CID66,DID796
CID67,DID1257
CID67,DID1369
CID67,DID399
CID67,DID4
CID67,DID618
CID68,DID1078
CID68,DID1360
CID68,DID1441
CID69,DID1095
CID69,DID114
CID69,DID1266
CID69,DID317
CID69,DID354
CID69,DID609
CID69,DID92
CID69,DID977
CID70,DID10
CID70,DID1333
CID70,DID1374
CID70,DID1418
CID70,DID381
CID70,DID393
CID70,DID529
CID70,DID631
CID70,DID834
CID71,DID1311
CID71,DID1413
CID71,DID390
CID71,DID502
CID71,DID616
CID71,DID628
CID71,DID965
CID72,DID1122
CID72,DID1239
CID72,DID24
CID73,DID118
CID73,DID1411
CID73,DID462
CID73,DID467
CID73,DID490
CID73,DID560
CID73,DID608
CID73,DID628
CID73,DID777
CID73,DID949
CID74,DID1007
CID74,DID116
CID74,DID323
CID74,DID457
CID74,DID574
CID74,DID59
CID74,DID675
CID74,DID728
CID74,DID758
CID74,DID823
CID75,DID1070
CID75,DID1169
CID75,DID739
CID76,DID979
