CID,DID
CID1,DID1249
CID1,DID1335
CID2,DID1381
CID2,DID573
CID2,DID685
CID3,DID1927
CID3,DID363
CID4,DID1086
CID4,DID1471
CID4,DID1809
CID5,DID213
CID5,DID514
CID6,DID1266
CID6,DID1945
CID7,DID1125
CID7,DID240
CID7,DID278
CID8,DID1257
CID8,DID1548
CID8,DID729
CID8,DID860
CID9,DID480
CID9,DID896
CID9,DID933
CID10,DID19
CID10,DID775
CID11,DID1625
CID11,DID1988
CID11,DID214
CID11,DID751
CID12,DID1328
CID12,DID50
CID12,DID907
CID13,DID1252
CID13,DID658
CID13,DID689
CID13,DID887
CID14,DID1067
CID14,DID473
CID15,DID1180
CID15,DID151
CID15,DID64
CID15,DID993
CID16,DID1316
CID16,DID1369
CID16,DID573
CID16,DID908
CID17,DID1136
CID17,DID1614
CID17,DID460
CID17,DID785
CID18,DID1589
CID18,DID1723
CID18,DID1856
CID18,DID1892
CID19,DID132
CID19,DID1874
CID19,DID809
CID20,DID156
CID20,DID442
CID20,DID536
CID21,DID1108
CID21,DID283
CID22,DID116
CID22,DID154
CID22,DID1968
CID22,DID837
CID23,DID1148
CID23,DID1839
CID24,DID1640
CID24,DID1850
CID24,DID1907
CID24,DID673
CID25,DID228
CID25,DID759
CID26,DID1693
CID26,DID1932
CID26,DID330
CID27,DID1908
CID27,DID233
CID27,DID891
CID28,DID591
CID28,DID739
CID28,DID760
CID29,DID1483
CID29,DID1619
CID29,DID1838
CID29,DID305
CID30,DID1297
CID30,DID778
CID31,DID1339
CID31,DID738
CID32,DID1082
CID32,DID1130
CID32,DID1608
CID33,DID1669
CID33,DID209
CID33,DID474
CID33,DID811
CID34,DID1417
CID34,DID980
CID35,DID136
CID35,DID1471
CID35,DID708
CID36,DID1634
CID36,DID1860
CID36,DID971
CID37,DID1571
CID37,DID1766
CID37,DID794
CID37,DID868
CID38,DID1741
CID38,DID229
CID39,DID1053
CID39,DID1475
CID39,DID1725
CID40,DID1127
CID40,DID1408
CID40,DID1650
CID40,DID1828
CID41,DID323
CID41,DID75
CID41,DID791
CID42,DID1066
CID42,DID1441
CID42,DID1747
CID42,DID797
CID43,DID1243
CID43,DID647
CID43,DID79
CID44,DID1514
CID44,DID262
CID44,DID308
CID44,DID651
CID45,DID1493
CID45,DID1746
CID45,DID419
CID45,DID74
CID46,DID1152
CID46,DID177
CID46,DID4
CID47,DID1215
CID47,DID1505
CID47,DID1671
CID47,DID237
CID48,DID1204
CID48,DID473
CID48,DID488
CID48,DID515
CID49,DID63
CID49,DID723
CID49,DID856
CID49,DID929
CID50,DID1435
CID50,DID1441
CID50,DID1540
CID50,DID691
CID51,DID1278
CID51,DID1374
CID52,DID1067
CID52,DID1513
CID52,DID186
CID52,DID259
CID53,DID1221
CID53,DID240
CID54,DID1569
CID54,DID478
CID54,DID801
CID55,DID1535
CID55,DID1590
CID55,DID814
CID56,DID1319
CID56,DID139
CID56,DID442
CID56,DID938
CID57,DID1101
CID57,DID1567
CID57,DID1612
CID57,DID1827
CID58,DID1197
CID58,DID1756
CID59,DID1120
CID59,DID1666
CID59,DID1848
CID60,DID255
CID60,DID883
CID61,DID1174
CID61,DID441
CID62,DID1832
CID62,DID446
CID62,DID865
CID62,DID911
CID63,DID1417
CID63,DID665
CID64,DID147
CID64,DID1685
CID64,DID1693
CID64,DID441
CID65,DID1314
CID65,DID68
CID66,DID1718
CID66,DID691
CID66,DID719
CID67,DID173
CID67,DID29
CID67,DID295
CID68,DID735
CID68,DID76
CID69,DID1255
CID69,DID1801
CID69,DID402
CID70,DID1726
CID70,DID1914
CID70,DID357
CID70,DID483
CID71,DID1423
CID71,DID1942
CID71,DID254
CID71,DID67
CID72,DID1937
CID72,DID370
CID72,DID437
CID72,DID905
CID73,DID1148
CID73,DID1768
CID74,DID569
CID74,DID98
CID75,DID1612
CID75,DID1676
CID75,DID674
CID76,DID1219
CID76,DID149
CID76,DID264
CID77,DID1018
CID77,DID1202
CID77,DID783
CID78,DID1051
CID78,DID739
CID79,DID1704
CID79,DID751
CID80,DID1047
CID80,DID195
CID80,DID33
CID80,DID54
CID81,DID1413
CID81,DID1635
CID81,DID310
CID81,DID678
CID82,DID1059
CID82,DID1626
CID82,DID25
CID82,DID748
CID83,DID1110
CID83,DID1884
CID84,DID1377
CID84,DID734
CID84,DID79
CID85,DID1804
CID85,DID410
CID86,DID1635
CID86,DID1907
CID86,DID992
CID87,DID219
CID87,DID261
CID88,DID750
CID88,DID861
CID89,DID1236
CID89,DID1668
CID89,DID541
CID90,DID1417
CID90,DID1641
CID90,DID1796
CID91,DID1401
CID91,DID1433
CID91,DID423
CID92,DID1605
CID92,DID1735
CID93,DID1196
CID93,DID120
CID93,DID1367
CID93,DID347
CID94,DID167
CID94,DID468
CID95,DID1042
CID95,DID1383
CID95,DID1715
CID95,DID478
CID96,DID1050
CID96,DID292
CID97,DID1922
CID97,DID453
CID98,DID1192
CID98,DID1407
CID98,DID1850
CID99,DID1025
CID99,DID1077
CID99,DID414
CID99,DID644
CID100,DID406
CID100,DID951
CID101,DID1801
CID101,DID1976
CID101,DID439
CID102,DID1423
CID102,DID1560
CID102,DID1720
CID102,DID857
CID103,DID1147
CID103,DID407
CID104,DID1143
CID104,DID1571
CID104,DID875
CID105,DID1212
CID105,DID1263
CID105,DID1451
CID105,DID25
CID106,DID1772
CID106,DID951
CID106,DID974
CID107,DID1867
CID107,DID1931
CID107,DID502
CID108,DID136
CID108,DID1690
CID108,DID1912
CID109,DID129
CID109,DID1438
CID109,DID1544
CID109,DID736
CID110,DID636
CID110,DID640
CID111,DID342
CID111,DID359
CID112,DID1048
CID112,DID135
CID112,DID1972
CID112,DID456
CID113,DID1064
