AID,BID
AID1,BID949
AID1,BID993
AID2,BID1731
AID2,BID664
AID3,BID2082
AID3,BID2583
AID3,BID2613
AID4,BID1302
AID4,BID963
AID5,BID1465
AID5,BID675
AID6,BID2410
AID6,BID2645
AID7,BID2410
AID7,BID2526
AID7,BID310
AID8,BID1266
AID8,BID48
AID9,BID180
AID9,BID2654
AID9,BID663
AID10,BID112
AID10,BID2865
AID11,BID803
AID12,BID2094
AID13,BID2459
AID13,BID785
AID14,BID1527
AID14,BID1755
AID14,BID2501
AID15,BID2489
AID16,BID38
AID17,BID1481
AID17,BID16
AID17,BID576
AID18,BID1435
AID18,BID1603
AID18,BID2259
AID19,BID1325
AID19,BID1900
AID20,BID2407
AID21,BID221
AID22,BID173
AID22,BID703
AID23,BID1740
AID24,BID1550
AID24,BID743
AID25,BID395
AID25,BID581
AID26,BID460
AID27,BID1046
AID27,BID1907
AID28,BID1210
AID29,BID1473
AID30,BID1363
AID30,BID1509
AID31,BID1304
AID31,BID2905
AID32,BID1650
AID32,BID187
AID33,BID1371
AID34,BID2029
AID34,BID2325
AID34,BID2414
AID35,BID1533
AID35,BID2373
AID35,BID2489
AID36,BID1117
AID36,BID1771
AID36,BID223
AID37,BID1002
AID37,BID620
AID38,BID2545
AID38,BID2587
AID38,BID82
AID39,BID2079
AID39,BID431
AID40,BID1239
AID41,BID1083
AID42,BID1573
AID42,BID2082
AID42,BID2265
AID43,BID1194
AID43,BID215
AID44,BID138
AID45,BID2141
AID46,BID2700
AID46,BID735
AID47,BID200
AID47,BID639
AID48,BID2776
AID49,BID2991
AID50,BID1446
AID51,BID2280
AID51,BID743
AID51,BID994
AID52,BID1620
AID53,BID1265
AID53,BID767
AID54,BID1520
AID54,BID2677
AID55,BID1559
AID55,BID2712
AID56,BID232
AID56,BID302
AID57,BID1312
AID57,BID1678
AID57,BID553
AID58,BID1096
AID58,BID780
AID59,BID1175
AID59,BID498
AID60,BID1268
AID60,BID485
AID60,BID564
AID61,BID2443
AID61,BID2528
AID62,BID1968
AID62,BID2759
AID62,BID2851
AID63,BID307
AID64,BID2096
AID64,BID952
AID65,BID1617
AID65,BID2839
AID66,BID2215
AID67,BID2505
AID67,BID413
AID68,BID1681
AID68,BID2275
AID69,BID104
AID70,BID2507
AID71,BID1565
AID71,BID2706
AID72,BID2161
AID72,BID2786
AID73,BID2856
AID73,BID558
AID73,BID858
AID74,BID550
AID75,BID1000
AID75,BID1401
AID75,BID877
AID76,BID520
AID77,BID2054
AID78,BID2388
AID78,BID384
AID79,BID1244
AID79,BID270
AID79,BID2884
AID80,BID1352
AID81,BID2670
AID81,BID521
AID81,BID695
AID82,BID2309
AID82,BID505
AID83,BID1971
AID84,BID2208
AID84,BID2533
AID85,BID2234
AID85,BID75
AID86,BID214
AID86,BID2351
AID87,BID2819
AID88,BID1656
AID88,BID2441
AID89,BID1603
AID89,BID459
AID90,BID438
AID91,BID2087
AID92,BID1623
AID92,BID335
AID93,BID405
AID94,BID1175
AID94,BID1995
AID94,BID2448
AID95,BID1768
AID96,BID2967
AID97,BID1021
AID97,BID198
AID97,BID385
AID98,BID1080
AID98,BID858
AID99,BID1769
AID99,BID2211
AID100,BID100
AID100,BID575
AID101,BID1964
AID101,BID876
AID101,BID894
AID102,BID2216
AID102,BID8
AID103,BID2552
AID103,BID41
AID104,BID1347
AID105,BID2219
AID105,BID2670
AID105,BID2880
AID106,BID1521
AID106,BID1599
AID106,BID739
AID107,BID1044
AID107,BID1528
AID108,BID2023
AID109,BID154
AID109,BID1813
AID109,BID2992
AID110,BID603
AID111,BID245
AID112,BID1123
AID112,BID1854
AID112,BID2212
AID113,BID1307
AID113,BID1954
AID113,BID2087
AID114,BID1485
AID114,BID1993
AID114,BID625
AID115,BID1058
AID115,BID1640
AID116,BID1766
AID116,BID2603
AID116,BID382
AID117,BID1073
AID118,BID1112
AID118,BID1740
AID118,BID378
AID119,BID1224
AID119,BID2580
AID119,BID2820
AID120,BID1310
AID121,BID1651
AID122,BID1244
AID122,BID2488
AID122,BID2980
AID123,BID2423
AID124,BID222
AID124,BID2279
AID124,BID2881
AID125,BID2839
AID125,BID502
AID126,BID2318
AID126,BID660
AID127,BID1405
AID127,BID1934
AID127,BID2755
AID128,BID2700
AID128,BID349
AID129,BID1906
AID130,BID192
AID131,BID2945
AID132,BID1195
AID132,BID2466
AID133,BID1133
AID133,BID180
AID134,BID2349
AID135,BID1023
AID136,BID2314
AID137,BID1996
AID138,BID1044
AID139,BID1706
AID139,BID2067
AID140,BID262
AID141,BID112
AID141,BID2560
AID142,BID256
AID142,BID765
AID142,BID857
AID143,BID2056
AID144,BID2071
AID144,BID2694
AID144,BID845
AID145,BID1821
AID145,BID2744
AID146,BID1514
AID146,BID2418
AID146,BID2572
AID147,BID1133
AID147,BID1153
AID147,BID1248
AID148,BID1698
AID148,BID966
AID149,BID1775
AID150,BID1127
AID150,BID1194
AID151,BID1204
AID151,BID2051
AID152,BID100
AID152,BID2239
AID152,BID2549
AID153,BID1688
AID154,BID1347
AID154,BID1368
AID154,BID698
AID155,BID1473
AID155,BID1936
AID156,BID735
AID157,BID539
AID158,BID380
AID158,BID691
AID159,BID1119
AID159,BID896
AID160,BID2882
AID160,BID322
AID161,BID2000
AID162,BID2906
AID162,BID454
AID163,BID1728
AID163,BID2941
AID164,BID1902
AID164,BID477
AID165,BID2005
AID166,BID805
AID166,BID971
AID167,BID118
AID167,BID1799
AID168,BID1518
AID168,BID2045
AID168,BID2788
AID169,BID1617
AID169,BID1837
AID169,BID794
AID170,BID1119
AID170,BID2971
AID170,BID904
AID171,BID2019
AID171,BID841
AID172,BID1501
AID172,BID640
AID172,BID700
AID173,BID2168
AID173,BID2887
AID174,BID674
AID175,BID1804
AID175,BID2487
AID176,BID1038
AID176,BID1582
AID176,BID1848
AID177,BID11
AID177,BID1128
AID177,BID612
AID178,BID2172
AID178,BID2411
AID178,BID849
AID179,BID2558
AID179,BID346
AID180,BID1072
AID180,BID1495
AID180,BID1692
AID181,BID1329
AID181,BID2736
AID182,BID1045
AID183,BID1187
AID183,BID1896
AID183,BID2759
AID184,BID720
AID185,BID1264
AID185,BID171
AID186,BID1704
AID187,BID1235
AID188,BID2662
AID188,BID698
AID188,BID781
AID189,BID166
AID190,BID520
AID191,BID209
AID191,BID2747
AID192,BID1715
AID192,BID2772
AID192,BID809
AID193,BID1390
AID193,BID163
AID193,BID772
AID194,BID2670
AID195,BID1763
AID196,BID1049
AID197,BID1552
AID197,BID2102
AID197,BID2815
AID198,BID1210
AID198,BID1232
AID198,BID836
AID199,BID1015
AID199,BID1359
AID199,BID1720
AID200,BID1940
AID200,BID2916
AID201,BID897
AID202,BID2242
AID202,BID2476
AID202,BID773
AID203,BID2692
AID203,BID2697
AID203,BID9
AID204,BID420
AID205,BID104
AID205,BID2767
AID205,BID942
AID206,BID2562
AID207,BID299
AID208,BID174
AID208,BID354
AID209,BID1577
AID209,BID2772
AID210,BID1054
AID210,BID1243
AID210,BID2110
AID211,BID1256
AID211,BID937
AID212,BID706
AID213,BID1500
AID213,BID2506
AID213,BID743
AID214,BID2551
AID215,BID673
AID215,BID805
AID215,BID812
AID216,BID2288
AID216,BID704
AID217,BID1650
AID217,BID2232
AID217,BID2528
AID218,BID1566
AID218,BID2340
AID219,BID1417
AID219,BID400
AID219,BID564
AID220,BID1467
AID220,BID568
AID220,BID599
AID221,BID265
AID221,BID2855
AID221,BID90
AID222,BID501
AID223,BID1152
AID223,BID2445
AID224,BID785
AID225,BID2024
AID225,BID2072
AID225,BID253
AID226,BID1553
AID226,BID2308
AID226,BID2791
AID227,BID2316
AID227,BID2441
AID228,BID1543
AID228,BID377
AID228,BID694
AID229,BID1146
AID229,BID2050
AID229,BID436
AID230,BID1951
AID230,BID566
AID230,BID817
AID231,BID1330
AID231,BID875
AID232,BID1428
AID233,BID1324
AID233,BID2093
AID233,BID2193
AID234,BID526
AID235,BID2428
AID236,BID1323
AID236,BID146
AID236,BID2854
AID237,BID2254
AID237,BID394
AID237,BID931
AID238,BID1389
AID238,BID2775
AID238,BID695
AID239,BID1959
AID239,BID358
AID239,BID922
AID240,BID154
AID240,BID62
AID241,BID2185
AID241,BID2861
AID241,BID725
AID242,BID1408
AID242,BID840
AID242,BID989
AID243,BID2714
AID243,BID487
AID244,BID1198
AID244,BID2317
AID245,BID1173
AID245,BID2736
AID245,BID814
AID246,BID1379
AID247,BID1325
AID248,BID1932
AID248,BID96
AID249,BID1701
AID250,BID2691
AID250,BID78
AID251,BID1849
AID252,BID2628
AID252,BID2772
AID253,BID2584
AID254,BID1813
AID255,BID2562
AID256,BID1376
AID256,BID270
AID256,BID2740
AID257,BID1259
AID257,BID2300
AID257,BID2347
AID258,BID1458
AID258,BID2534
AID258,BID2740
AID259,BID1320
AID260,BID511
AID261,BID713
AID262,BID2348
AID263,BID2280
AID264,BID2264
AID264,BID2694
AID264,BID2930
AID265,BID2115
AID265,BID457
AID266,BID1602
AID266,BID1898
AID266,BID929
AID267,BID1548
AID267,BID1884
AID267,BID2865
AID268,BID1322
AID269,BID177
AID269,BID695
AID270,BID2369
AID270,BID2482
AID270,BID833
AID271,BID2068
AID271,BID388
AID272,BID1179
AID272,BID2931
AID272,BID90
AID273,BID542
AID274,BID673
AID274,BID826
AID275,BID2154
AID275,BID2796
AID275,BID343
AID276,BID13
AID276,BID1675
AID276,BID2208
AID277,BID1603
AID277,BID2414
AID277,BID739
AID278,BID2668
AID278,BID2960
AID278,BID987
AID279,BID2943
AID280,BID1182
AID280,BID287
AID280,BID434
AID281,BID1294
AID281,BID2576
AID281,BID790
AID282,BID1811
AID282,BID914
AID283,BID1601
AID283,BID2122
AID283,BID2750
AID284,BID1420
AID284,BID1831
AID284,BID594
AID285,BID1018
AID285,BID160
AID285,BID2669
AID286,BID2528
AID287,BID1066
AID288,BID1338
AID288,BID692
AID288,BID749
AID289,BID1105
AID289,BID1718
AID289,BID625
AID290,BID1636
AID291,BID1252
AID291,BID2503
AID292,BID1886
AID292,BID2747
AID293,BID1988
AID293,BID721
AID294,BID520
AID295,BID2071
AID296,BID1431
AID296,BID2837
AID296,BID563
AID297,BID1933
AID298,BID2905
AID299,BID507
AID300,BID149
AID300,BID609
AID301,BID1566
AID301,BID209
AID302,BID2515
AID302,BID460
AID303,BID1086
AID303,BID186
AID303,BID697
AID304,BID1409
AID305,BID162
AID306,BID1505
AID307,BID1356
AID307,BID1951
AID307,BID431
AID308,BID233
AID308,BID2882
