AID,BID
AID1,BID1400
AID1,BID45
AID2,BID490
AID2,BID506
AID3,BID1608
AID3,BID2381
AID4,BID1547
AID4,BID335
AID5,BID131
AID5,BID1335
AID6,BID1488
AID6,BID1559
AID7,BID2127
AID7,BID913
AID8,BID1379
AID8,BID2339
AID9,BID1537
AID9,BID1950
AID10,BID890
AID10,BID919
AID11,BID1192
AID11,BID2742
AID12,BID1787
AID12,BID2761
AID13,BID1745
AID13,BID289
AID14,BID190
AID14,BID2701
AID15,BID1094
AID15,BID1947
AID16,BID2110
AID16,BID2281
AID17,BID1814
AID17,BID2575
AID18,BID1415
AID18,BID2381
AID19,BID1142
AID19,BID2322
AID20,BID165
AID20,BID2512
AID21,BID1804
AID21,BID2231
AID22,BID1371
AID22,BID2012
AID23,BID2381
AID23,BID2463
AID24,BID334
AID24,BID94
AID25,BID1254
AID25,BID643
AID26,BID240
AID26,BID2455
AID27,BID2560
AID27,BID536
AID28,BID2013
AID28,BID211
AID29,BID2031
AID29,BID2583
AID30,BID1879
AID30,BID424
AID31,BID1666
AID31,BID2473
AID32,BID185
AID32,BID991
AID33,BID2038
AID33,BID740
AID34,BID1177
AID34,BID2421
AID35,BID1867
AID35,BID2288
AID36,BID1182
AID36,BID938
AID37,BID1611
AID37,BID2088
AID38,BID1868
AID38,BID2332
AID39,BID2869
AID39,BID468
AID40,BID1080
AID40,BID989
AID41,BID1319
AID41,BID1905
AID42,BID1876
AID42,BID2571
AID43,BID1171
AID43,BID296
AID44,BID1178
AID44,BID1415
AID45,BID1790
AID45,BID2286
AID46,BID1530
AID46,BID2195
AID47,BID2917
AID47,BID333
AID48,BID130
AID48,BID2194
AID49,BID629
AID49,BID755
AID50,BID2106
AID50,BID567
AID51,BID1049
AID51,BID62
AID52,BID124
AID52,BID2100
AID53,BID1621
AID53,BID486
AID54,BID2407
AID54,BID2919
AID55,BID1315
AID55,BID1853
AID56,BID1048
AID56,BID2082
AID57,BID2607
AID57,BID326
AID58,BID1024
AID58,BID847
AID59,BID2152
AID59,BID2219
AID60,BID251
AID60,BID736
AID61,BID211
AID61,BID2808
AID62,BID1635
AID62,BID2946
AID63,BID131
AID63,BID2987
AID64,BID2817
AID64,BID470
AID65,BID2276
AID65,BID2611
AID66,BID1863
AID66,BID435
AID67,BID334
AID67,BID626
AID68,BID1770
AID68,BID2117
AID69,BID2304
AID69,BID299
AID70,BID259
AID70,BID2898
AID71,BID1377
AID71,BID1993
AID72,BID2378
AID72,BID2489
AID73,BID235
AID73,BID532
AID74,BID1028
AID74,BID2446
AID75,BID2282
AID75,BID2495
AID76,BID396
AID76,BID837
AID77,BID2573
AID77,BID633
AID78,BID2397
AID78,BID548
AID79,BID1695
AID79,BID2285
AID80,BID1535
AID80,BID542
AID81,BID2482
AID81,BID2883
AID82,BID124
AID82,BID18
AID83,BID1480
AID83,BID613
AID84,BID2159
AID84,BID918
AID85,BID2990
AID85,BID371
AID86,BID1073
AID86,BID1694
AID87,BID2214
AID87,BID2419
AID88,BID2229
AID88,BID786
AID89,BID2898
AID89,BID416
AID90,BID1404
AID90,BID1837
AID91,BID1378
AID91,BID2173
AID92,BID2653
AID92,BID2709
AID93,BID1904
AID93,BID441
AID94,BID1731
AID94,BID2118
AID95,BID1548
AID95,BID2460
AID96,BID1922
AID96,BID2597
AID97,BID279
AID97,BID306
AID98,BID214
AID98,BID2428
AID99,BID1738
AID99,BID2181
AID100,BID1755
AID100,BID1973
AID101,BID1462
AID101,BID2002
AID102,BID1010
AID102,BID35
AID103,BID2310
AID103,BID2608
AID104,BID2068
AID104,BID2311
AID105,BID2719
AID105,BID2755
AID106,BID1286
AID106,BID2904
AID107,BID1148
AID107,BID2018
AID108,BID1
AID108,BID2285
AID109,BID2128
AID109,BID994
AID110,BID553
AID110,BID610
AID111,BID1248
AID111,BID1757
AID112,BID2563
AID112,BID887
AID113,BID1934
AID113,BID2523
AID114,BID1963
AID114,BID249
AID115,BID1182
AID115,BID2860
AID116,BID130
AID116,BID1385
AID117,BID2782
AID117,BID2940
AID118,BID1872
AID118,BID446
AID119,BID2434
AID119,BID497
AID120,BID2535
AID120,BID62
AID121,BID1584
AID121,BID2711
AID122,BID3
AID122,BID951
AID123,BID2170
AID123,BID2485
AID124,BID502
AID124,BID891
AID125,BID712
AID125,BID931
AID126,BID2100
AID126,BID955
AID127,BID2288
AID127,BID2856
AID128,BID1239
AID128,BID1980
AID129,BID2938
AID129,BID401
AID130,BID74
AID130,BID932
AID131,BID2941
AID131,BID874
AID132,BID1312
AID132,BID2510
AID133,BID1409
AID133,BID1663
AID134,BID627
AID134,BID813
AID135,BID2308
AID135,BID434
AID136,BID1106
AID136,BID1997
AID137,BID2834
AID137,BID784
AID138,BID162
AID138,BID597
AID139,BID1713
AID139,BID951
AID140,BID1675
AID140,BID907
AID141,BID2288
AID141,BID2528
AID142,BID1106
AID142,BID1216
AID143,BID2204
AID143,BID785
AID144,BID2123
AID144,BID654
AID145,BID1024
AID145,BID2753
AID146,BID1439
AID146,BID2156
AID147,BID1174
AID147,BID523
AID148,BID2911
AID148,BID875
AID149,BID1785
AID149,BID630
AID150,BID1418
AID150,BID998
AID151,BID1167
AID151,BID1851
AID152,BID2788
AID152,BID630
AID153,BID1935
AID153,BID2519
AID154,BID1199
AID154,BID372
AID155,BID1950
AID155,BID839
AID156,BID740
AID156,BID809
AID157,BID149
AID157,BID881
AID158,BID2422
AID158,BID2972
AID159,BID2594
AID159,BID621
AID160,BID1918
AID160,BID2802
AID161,BID2412
AID161,BID2886
AID162,BID2811
AID162,BID2858
AID163,BID1279
AID163,BID2389
AID164,BID2671
AID164,BID929
AID165,BID2114
AID165,BID2882
AID166,BID1314
AID166,BID1393
AID167,BID1222
AID167,BID1661
AID168,BID2647
AID168,BID580
AID169,BID1645
AID169,BID2559
AID170,BID1295
AID170,BID2210
AID171,BID235
AID171,BID2801
AID172,BID1516
AID172,BID40
AID173,BID1227
AID173,BID1786
AID174,BID172
AID174,BID2944
AID175,BID1780
AID175,BID2717
AID176,BID2958
AID176,BID669
AID177,BID1980
AID177,BID2760
AID178,BID1651
AID178,BID2250
AID179,BID1907
AID179,BID250
AID180,BID1284
AID180,BID2375
AID181,BID2394
AID181,BID257
AID182,BID153
AID182,BID1950
AID183,BID2581
AID183,BID316
AID184,BID2820
AID184,BID95
AID185,BID881
AID185,BID938
AID186,BID1211
AID186,BID129
AID187,BID2231
AID187,BID2943
AID188,BID1145
AID188,BID628
AID189,BID1658
AID189,BID181
AID190,BID1282
AID190,BID712
AID191,BID102
AID191,BID107
AID192,BID65
AID192,BID724
AID193,BID42
AID193,BID47
AID194,BID1626
AID194,BID987
AID195,BID2128
AID195,BID541
AID196,BID1096
AID196,BID2477
AID197,BID2406
AID197,BID2427
AID198,BID2697
AID198,BID2706
AID199,BID1198
AID199,BID1396
AID200,BID2479
AID200,BID2575
AID201,BID1116
AID201,BID2926
AID202,BID1430
AID202,BID828
AID203,BID1496
AID203,BID318
AID204,BID248
AID204,BID2904
AID205,BID1189
AID205,BID2812
AID206,BID1526
AID206,BID1770
AID207,BID1507
AID207,BID852
AID208,BID2291
AID208,BID936
AID209,BID24
AID209,BID308
AID210,BID1362
AID210,BID2724
AID211,BID1165
AID211,BID2911
AID212,BID1573
AID212,BID2995
AID213,BID2146
AID213,BID2286
AID214,BID2873
AID214,BID356
AID215,BID178
AID215,BID583
AID216,BID1348
AID216,BID1558
AID217,BID2001
AID217,BID489
AID218,BID1777
AID218,BID2235
AID219,BID1162
AID219,BID2788
AID220,BID2632
AID220,BID2819
AID221,BID1355
AID221,BID1387
AID222,BID1277
AID222,BID1680
AID223,BID1130
AID223,BID2975
AID224,BID1964
AID224,BID2353
AID225,BID2483
AID225,BID2812
AID226,BID1071
AID226,BID13
AID227,BID1114
AID227,BID2168
AID228,BID1700
AID228,BID1780
AID229,BID2528
AID229,BID2803
AID230,BID1811
AID230,BID294
AID231,BID2517
AID231,BID585
AID232,BID1685
AID232,BID74
AID233,BID297
AID233,BID626
AID234,BID1766
AID234,BID2268
AID235,BID1852
AID235,BID401
AID236,BID1498
AID236,BID998
AID237,BID1798
AID237,BID2576
AID238,BID1282
AID238,BID2051
AID239,BID156
AID239,BID2803
AID240,BID1362
AID240,BID2973
AID241,BID2429
AID241,BID683
AID242,BID2007
AID242,BID2176
AID243,BID1757
AID243,BID346
AID244,BID620
AID244,BID840
AID245,BID1955
AID245,BID367
AID246,BID1722
AID246,BID2708
AID247,BID1457
AID247,BID2508
AID248,BID1938
AID248,BID878
AID249,BID2617
AID249,BID851
AID250,BID244
AID250,BID2964
AID251,BID17
AID251,BID430
AID252,BID586
AID252,BID999
AID253,BID2123
AID253,BID941
AID254,BID1558
AID254,BID1916
AID255,BID1033
AID255,BID86
AID256,BID491
AID256,BID72
AID257,BID1118
AID257,BID441
AID258,BID2530
AID258,BID464
AID259,BID2776
AID259,BID287
AID260,BID530
AID260,BID852
AID261,BID661
AID261,BID97
AID262,BID1613
AID262,BID1697
AID263,BID1916
AID263,BID2413
AID264,BID115
AID264,BID256
AID265,BID1791
AID265,BID393
AID266,BID1241
AID266,BID1694
AID267,BID662
AID267,BID730
AID268,BID2506
AID268,BID2898
AID269,BID1321
AID269,BID269
AID270,BID418
AID270,BID989
AID271,BID2375
AID271,BID823
AID272,BID1474
AID272,BID368
AID273,BID2447
AID273,BID2690
