"AID","DID"
"AID96","DID1133"
"AID1560","DID1133"
"AID2241","DID1133"
"AID775","DID1133"
"AID96","DID1334"
"AID1560","DID1334"
"AID2241","DID1334"
"AID775","DID1334"
"AID96","DID211"
"AID1560","DID211"
"AID2241","DID211"
"AID775","DID211"
"AID96","DID315"
"AID1560","DID315"
"AID2241","DID315"
"AID775","DID315"
"AID943","DID1298"
"AID1096","DID1298"
"AID1620","DID1298"
"AID2603","DID1298"
"AID2710","DID1298"
"AID617","DID1298"
"AID1352","DID1298"
"AID1778","DID1298"
"AID2599","DID1298"
"AID721","DID1298"
"AID956","DID1298"
"AID1108","DID1298"
"AID2758","DID1298"
"AID943","DID270"
"AID1096","DID270"
"AID1620","DID270"
"AID2603","DID270"
"AID2710","DID270"
"AID617","DID270"
"AID1352","DID270"
"AID1778","DID270"
"AID2599","DID270"
"AID721","DID270"
"AID956","DID270"
"AID1108","DID270"
"AID2758","DID270"
"AID943","DID390"
"AID1096","DID390"
"AID1620","DID390"
"AID2603","DID390"
"AID2710","DID390"
"AID617","DID390"
"AID1352","DID390"
"AID1778","DID390"
"AID2599","DID390"
"AID721","DID390"
"AID956","DID390"
"AID1108","DID390"
"AID2758","DID390"
"AID943","DID585"
"AID1096","DID585"
"AID1620","DID585"
"AID2603","DID585"
"AID2710","DID585"
"AID617","DID585"
"AID1352","DID585"
"AID1778","DID585"
"AID2599","DID585"
"AID721","DID585"
"AID956","DID585"
"AID1108","DID585"
"AID2758","DID585"
"AID943","DID662"
"AID1096","DID662"
"AID1620","DID662"
"AID2603","DID662"
"AID2710","DID662"
"AID617","DID662"
"AID1352","DID662"
"AID1778","DID662"
"AID2599","DID662"
"AID721","DID662"
"AID956","DID662"
"AID1108","DID662"
"AID2758","DID662"
"AID943","DID748"
"AID1096","DID748"
"AID1620","DID748"
"AID2603","DID748"
"AID2710","DID748"
"AID617","DID748"
"AID1352","DID748"
"AID1778","DID748"
"AID2599","DID748"
"AID721","DID748"
"AID956","DID748"
"AID1108","DID748"
"AID2758","DID748"
"AID2270","DID1160"
"AID494","DID1160"
"AID799","DID1160"
"AID2585","DID1160"
"AID2270","DID1206"
"AID494","DID1206"
"AID799","DID1206"
"AID2585","DID1206"
"AID2270","DID1345"
"AID494","DID1345"
"AID799","DID1345"
"AID2585","DID1345"
"AID2270","DID1439"
"AID494","DID1439"
"AID799","DID1439"
"AID2585","DID1439"
"AID2270","DID478"
"AID494","DID478"
"AID799","DID478"
"AID2585","DID478"
"AID2270","DID739"
"AID494","DID739"
"AID799","DID739"
"AID2585","DID739"
"AID430","DID1386"
"AID2142","DID1386"
"AID856","DID1386"
"AID1225","DID1386"
"AID2443","DID1386"
"AID438","DID1386"
"AID430","DID1433"
"AID2142","DID1433"
"AID856","DID1433"
"AID1225","DID1433"
"AID2443","DID1433"
"AID438","DID1433"
"AID510","DID147"
"AID1133","DID147"
"AID686","DID147"
"AID1253","DID147"
"AID510","DID215"
"AID1133","DID215"
"AID686","DID215"
"AID1253","DID215"
"AID510","DID359"
"AID1133","DID359"
"AID686","DID359"
"AID1253","DID359"
"AID510","DID540"
"AID1133","DID540"
"AID686","DID540"
"AID1253","DID540"
"AID510","DID883"
"AID1133","DID883"
"AID686","DID883"
"AID1253","DID883"
"AID1275","DID117"
"AID1154","DID117"
"AID2952","DID117"
"AID1391","DID1108"
"AID2605","DID1108"
"AID74","DID1108"
"AID284","DID1108"
"AID109","DID1108"
"AID396","DID1108"
"AID1391","DID25"
"AID2605","DID25"
"AID74","DID25"
"AID284","DID25"
"AID109","DID25"
"AID396","DID25"
"AID1391","DID274"
"AID2605","DID274"
"AID74","DID274"
"AID284","DID274"
"AID109","DID274"
"AID396","DID274"
"AID1391","DID586"
"AID2605","DID586"
"AID74","DID586"
"AID284","DID586"
"AID109","DID586"
"AID396","DID586"
"AID218","DID1158"
"AID953","DID1158"
"AID2171","DID1158"
"AID979","DID1158"
"AID218","DID371"
"AID953","DID371"
"AID2171","DID371"
"AID979","DID371"
"AID312","DID1259"
"AID752","DID1259"
"AID258","DID1259"
"AID369","DID1259"
"AID479","DID1259"
"AID2693","DID1259"
"AID119","DID1259"
"AID752","DID1259"
"AID2593","DID1259"
"AID539","DID1259"
"AID312","DID1411"
"AID752","DID1411"
"AID258","DID1411"
"AID369","DID1411"
"AID479","DID1411"
"AID2693","DID1411"
"AID119","DID1411"
"AID752","DID1411"
"AID2593","DID1411"
"AID539","DID1411"
"AID312","DID458"
"AID752","DID458"
"AID258","DID458"
"AID369","DID458"
"AID479","DID458"
"AID2693","DID458"
"AID119","DID458"
"AID752","DID458"
"AID2593","DID458"
"AID539","DID458"
"AID571","DID1414"
"AID1429","DID1414"
"AID2680","DID1414"
"AID2700","DID1414"
"AID571","DID147"
"AID1429","DID147"
"AID2680","DID147"
"AID2700","DID147"
"AID571","DID478"
"AID1429","DID478"
"AID2680","DID478"
"AID2700","DID478"
"AID571","DID854"
"AID1429","DID854"
"AID2680","DID854"
"AID2700","DID854"
"AID196","DID1070"
"AID944","DID1070"
"AID1137","DID1070"
"AID1918","DID1070"
"AID1936","DID1070"
"AID2736","DID1070"
"AID2919","DID1070"
"AID324","DID1070"
"AID463","DID1070"
"AID791","DID1070"
"AID173","DID1070"
"AID824","DID1070"
"AID1667","DID1070"
"AID2355","DID1070"
"AID196","DID1260"
"AID944","DID1260"
"AID1137","DID1260"
"AID1918","DID1260"
"AID1936","DID1260"
"AID2736","DID1260"
"AID2919","DID1260"
"AID324","DID1260"
"AID463","DID1260"
"AID791","DID1260"
"AID173","DID1260"
"AID824","DID1260"
"AID1667","DID1260"
"AID2355","DID1260"
"AID270","DID1189"
"AID1626","DID1189"
"AID52","DID1189"
"AID351","DID1398"
"AID1952","DID1398"
"AID2403","DID1398"
"AID427","DID1398"
"AID351","DID419"
"AID1952","DID419"
"AID2403","DID419"
"AID427","DID419"
