AID,BID
AID1,BID1538
AID1,BID2974
AID1,BID316
AID2,BID2085
AID2,BID363
AID3,BID2061
AID3,BID954
AID4,BID2896
AID5,BID1831
AID5,BID2085
AID5,BID568
AID6,BID2350
AID6,BID2686
AID7,BID2207
AID7,BID532
AID8,BID1933
AID9,BID1543
AID9,BID1956
AID9,BID315
AID10,BID153
AID10,BID2881
AID10,BID535
AID11,BID1280
AID11,BID2357
AID11,BID550
AID12,BID21
AID13,BID2469
AID14,BID1352
AID15,BID1970
AID15,BID2632
AID15,BID2660
AID16,BID167
AID16,BID2426
AID16,BID335
AID17,BID2632
AID17,BID2651
AID17,BID2714
AID18,BID1049
AID18,BID2428
AID18,BID682
AID19,BID1053
AID19,BID1321
AID19,BID317
AID20,BID1933
AID21,BID247
AID21,BID407
AID21,BID616
AID22,BID3
AID23,BID426
AID23,BID537
AID24,BID2352
AID25,BID263
AID26,BID1693
AID26,BID1936
AID27,BID726
AID28,BID1085
AID28,BID1561
AID29,BID1320
AID29,BID2419
AID30,BID2102
AID30,BID2553
AID31,BID1881
AID31,BID2869
AID31,BID597
AID32,BID1143
AID32,BID1514
AID33,BID1769
AID34,BID2304
AID35,BID1312
AID35,BID29
AID36,BID1137
AID36,BID2264
AID37,BID160
AID37,BID2771
AID38,BID145
AID38,BID2649
AID39,BID1448
AID39,BID2250
AID39,BID2855
AID40,BID1453
AID40,BID649
AID41,BID388
AID42,BID1182
AID42,BID1598
AID42,BID2410
AID43,BID303
AID44,BID1269
AID44,BID284
AID45,BID1134
AID46,BID1815
AID47,BID1987
AID47,BID374
AID48,BID1833
AID49,BID2643
AID49,BID440
AID50,BID2514
AID50,BID717
AID50,BID768
AID51,BID1973
AID52,BID143
AID52,BID1716
AID53,BID2564
AID54,BID1968
AID55,BID1355
AID55,BID2069
AID55,BID2475
AID56,BID1450
AID57,BID2884
AID58,BID1424
AID58,BID2218
AID59,BID1200
AID60,BID2974
AID61,BID1420
AID61,BID2221
AID61,BID2364
AID62,BID1571
AID62,BID2723
AID62,BID57
AID63,BID1782
AID64,BID2388
AID64,BID2937
AID64,BID830
AID65,BID2240
AID65,BID248
AID65,BID91
AID66,BID1923
AID67,BID2518
AID67,BID2612
AID68,BID2851
AID69,BID1248
AID69,BID1884
AID69,BID502
AID70,BID1098
AID70,BID1325
AID70,BID2039
