"AID","CID"
"AID1032","CID1"
"AID1089","CID1"
"AID399","CID2"
"AID980","CID2"
"AID11","CID3"
"AID306","CID3"
"AID1554","CID3"
"AID1251","CID3"
"AID643","CID4"
"AID1027","CID4"
"AID579","CID4"
"AID1731","CID5"
"AID1767","CID5"
"AID483","CID5"
"AID1866","CID5"
"AID81","CID6"
"AID541","CID6"
"AID981","CID6"
"AID1664","CID6"
"AID65","CID7"
"AID969","CID7"
"AID27","CID7"
"AID1373","CID7"
"AID1625","CID7"
"AID207","CID8"
"AID1791","CID8"
"AID371","CID9"
"AID335","CID9"
"AID114","CID10"
"AID577","CID10"
"AID1073","CID10"
"AID1167","CID10"
"AID1543","CID11"
"AID307","CID12"
"AID254","CID12"
"AID699","CID12"
"AID546","CID13"
"AID1588","CID13"
"AID144","CID13"
"AID961","CID13"
"AID1281","CID13"
"AID1419","CID14"
"AID349","CID14"
"AID1860","CID15"
"AID1912","CID15"
"AID1887","CID15"
"AID396","CID16"
"AID619","CID16"
"AID835","CID16"
"AID1386","CID16"
"AID1766","CID16"
"AID1900","CID16"
"AID122","CID16"
"AID175","CID16"
"AID251","CID17"
"AID266","CID17"
"AID867","CID17"
"AID605","CID18"
"AID1496","CID18"
"AID505","CID19"
"AID629","CID19"
"AID1489","CID19"
"AID662","CID19"
"AID1486","CID20"
"AID1213","CID21"
"AID1392","CID21"
"AID1709","CID21"
"AID751","CID21"
"AID1547","CID22"
"AID1807","CID22"
"AID655","CID22"
"AID1418","CID23"
"AID98","CID23"
"AID928","CID23"
"AID1956","CID23"
"AID696","CID24"
"AID386","CID24"
"AID1376","CID24"
"AID928","CID25"
"AID1939","CID25"
"AID1952","CID25"
"AID380","CID25"
"AID1607","CID25"
"AID256","CID26"
"AID320","CID26"
"AID593","CID26"
"AID682","CID26"
"AID1527","CID26"
"AID100","CID26"
"AID263","CID26"
"AID1662","CID26"
"AID240","CID27"
"AID831","CID27"
"AID710","CID28"
"AID1018","CID28"
"AID72","CID28"
"AID430","CID28"
"AID723","CID28"
"AID1154","CID28"
"AID1461","CID28"
"AID81","CID29"
"AID1327","CID29"
"AID1632","CID30"
"AID1644","CID30"
"AID133","CID31"
"AID1633","CID31"
"AID7","CID32"
"AID519","CID32"
"AID953","CID32"
"AID906","CID32"
"AID1328","CID32"
"AID1348","CID32"
"AID55","CID33"
"AID1338","CID33"
"AID373","CID34"
"AID1270","CID34"
"AID1738","CID34"
"AID1218","CID34"
"AID296","CID35"
"AID457","CID35"
"AID1887","CID35"
"AID1987","CID36"
"AID486","CID36"
"AID787","CID36"
"AID482","CID37"
"AID838","CID37"
"AID1732","CID37"
"AID248","CID37"
"AID1106","CID37"
"AID1630","CID37"
"AID669","CID38"
"AID762","CID38"
"AID965","CID38"
"AID356","CID39"
"AID1404","CID39"
"AID284","CID40"
"AID386","CID40"
"AID1917","CID40"
"AID1067","CID40"
"AID1070","CID40"
"AID711","CID41"
"AID1778","CID42"
"AID20","CID43"
"AID810","CID43"
"AID1491","CID43"
"AID681","CID43"
"AID1629","CID43"
"AID74","CID44"
"AID1601","CID44"
"AID1663","CID45"
"AID527","CID45"
"AID942","CID45"
"AID138","CID46"
"AID413","CID46"
"AID1741","CID46"
"AID1220","CID47"
"AID933","CID47"
"AID1660","CID47"
"AID250","CID48"
"AID1189","CID48"
"AID805","CID49"
"AID932","CID49"
"AID369","CID49"
"AID1219","CID49"
"AID1960","CID50"
"AID385","CID50"
"AID1955","CID51"
"AID969","CID51"
"AID1770","CID51"
"AID846","CID52"
"AID214","CID53"
"AID473","CID53"
"AID475","CID53"
"AID993","CID53"
"AID42","CID54"
"AID1416","CID54"
"AID748","CID55"
"AID1429","CID56"
"AID51","CID56"
"AID86","CID56"
"AID117","CID56"
"AID901","CID57"
"AID1526","CID57"
"AID396","CID57"
"AID619","CID57"
"AID835","CID57"
"AID1386","CID57"
"AID1766","CID57"
"AID1900","CID57"
"AID1297","CID58"
"AID1247","CID59"
"AID1399","CID59"
"AID1552","CID59"
"AID415","CID60"
"AID824","CID60"
"AID487","CID60"
"AID1099","CID60"
"AID1009","CID61"
"AID857","CID62"
"AID942","CID62"
"AID1394","CID62"
"AID1701","CID62"
"AID596","CID63"
"AID1326","CID63"
"AID1434","CID63"
"AID1566","CID63"
"AID1661","CID63"
"AID84","CID63"
"AID814","CID63"
"AID958","CID63"
"AID1199","CID63"
"AID1453","CID64"
"AID1930","CID64"
"AID576","CID64"
"AID62","CID65"
"AID317","CID65"
"AID407","CID65"
"AID834","CID65"
"AID857","CID65"
"AID217","CID66"
"AID406","CID66"
"AID106","CID67"
"AID877","CID67"
"AID1147","CID67"
"AID1831","CID67"
"AID179","CID68"
"AID1727","CID68"
"AID377","CID69"
"AID763","CID69"
"AID625","CID69"
"AID70","CID70"
"AID676","CID70"
"AID1404","CID70"
"AID1832","CID70"
"AID1968","CID70"
"AID1133","CID71"
"AID219","CID71"
"AID16","CID72"
"AID218","CID72"
"AID1577","CID72"
"AID243","CID72"
"AID876","CID72"
"AID929","CID73"
"AID627","CID74"
"AID641","CID74"
"AID692","CID74"
"AID1694","CID75"
"AID894","CID76"
"AID665","CID76"
"AID975","CID77"
"AID977","CID78"
"AID183","CID78"
"AID1424","CID78"
"AID177","CID79"
"AID1576","CID79"
"AID161","CID79"
"AID808","CID79"
"AID1506","CID79"
"AID84","CID81"
"AID1694","CID81"
"AID1734","CID81"
"AID1957","CID81"
"AID623","CID81"
"AID870","CID81"
"AID988","CID81"
"AID323","CID82"
"AID1004","CID82"
"AID1119","CID82"
"AID1269","CID82"
"AID1702","CID82"
"AID1056","CID83"
"AID1852","CID83"
"AID935","CID83"
"AID443","CID84"
"AID454","CID84"
"AID1710","CID84"
"AID106","CID84"
"AID1175","CID84"
"AID1925","CID84"
"AID891","CID85"
"AID1232","CID85"
"AID1835","CID85"
"AID1960","CID85"
"AID54","CID86"
"AID1111","CID86"
"AID188","CID88"
"AID1891","CID88"
"AID748","CID89"
"AID73","CID91"
"AID1663","CID91"
"AID845","CID91"
"AID1094","CID91"
"AID1515","CID91"
"AID525","CID92"
"AID169","CID92"
"AID174","CID92"
"AID765","CID93"
"AID1074","CID93"
"AID1337","CID93"
"AID1665","CID93"
"AID443","CID94"
"AID455","CID94"
"AID1777","CID94"
"AID384","CID94"
"AID1519","CID94"
"AID1525","CID94"
"AID1435","CID95"
"AID1528","CID95"
"AID858","CID96"
"AID1097","CID97"
"AID31","CID97"
"AID590","CID97"
"AID843","CID97"
"AID1568","CID97"
"AID70","CID98"
"AID193","CID98"
"AID1211","CID98"
"AID990","CID99"
"AID1141","CID99"
"AID1642","CID99"
"AID57","CID99"
"AID1413","CID99"
"AID1363","CID100"
"AID1999","CID100"
"AID1802","CID101"
"AID294","CID101"
"AID935","CID101"
"AID1886","CID101"
"AID1825","CID102"
"AID299","CID102"
"AID369","CID103"
"AID1219","CID103"
"AID612","CID103"
"AID808","CID103"
"AID1032","CID104"
"AID1959","CID104"
"AID1815","CID105"
"AID408","CID105"
"AID122","CID106"
"AID973","CID106"
"AID878","CID106"
"AID1513","CID106"
"AID1929","CID107"
"AID230","CID107"
"AID797","CID107"
"AID1643","CID107"
"AID667","CID108"
"AID240","CID109"
"AID232","CID109"
"AID1128","CID109"
"AID1510","CID109"
"AID709","CID110"
"AID1024","CID110"
"AID482","CID111"
"AID838","CID111"
"AID1732","CID111"
"AID215","CID111"
"AID768","CID111"
"AID1418","CID111"
"AID1493","CID111"
"AID1932","CID112"
"AID1386","CID112"
"AID412","CID113"
"AID1895","CID113"
"AID18","CID114"
"AID890","CID114"
"AID1257","CID114"
"AID95","CID115"
"AID1161","CID115"
"AID1102","CID115"
"AID933","CID116"
"AID1717","CID116"
"AID1761","CID116"
"AID119","CID117"
"AID739","CID117"
"AID448","CID117"
"AID746","CID117"
"AID1406","CID117"
"AID1425","CID117"
"AID219","CID118"
"AID1120","CID118"
"AID1311","CID118"
"AID74","CID119"
"AID1601","CID119"
"AID1052","CID119"
"AID1310","CID119"
"AID1693","CID119"
"AID1972","CID119"
"AID1989","CID119"
"AID892","CID120"
"AID1546","CID120"
"AID1595","CID120"
"AID1731","CID120"
"AID1767","CID120"
"AID113","CID121"
"AID346","CID121"
"AID1068","CID121"
"AID481","CID122"
"AID1992","CID122"
"AID1063","CID123"
"AID1724","CID123"
"AID370","CID123"
"AID1018","CID123"
"AID1195","CID123"
"AID1714","CID123"
"AID636","CID124"
"AID684","CID124"
"AID1428","CID124"
"AID1980","CID125"
"AID707","CID126"
"AID1955","CID126"
"AID1966","CID126"
"AID449","CID126"
"AID1064","CID126"
"AID1116","CID126"
"AID1133","CID126"
"AID929","CID127"
"AID1744","CID127"
"AID1864","CID127"
"AID1943","CID127"
"AID1048","CID127"
"AID1775","CID128"
"AID264","CID128"
"AID1183","CID129"
"AID146","CID130"
"AID183","CID130"
"AID812","CID130"
"AID921","CID130"
"AID1132","CID130"
"AID277","CID131"
"AID481","CID131"
"AID1603","CID131"
"AID1670","CID131"
"AID219","CID132"
"AID560","CID132"
"AID642","CID132"
"AID1348","CID132"
"AID1774","CID132"
"AID529","CID133"
"AID884","CID133"
"AID166","CID133"
"AID440","CID133"
"AID1365","CID133"
"AID1997","CID133"
"AID754","CID134"
"AID1866","CID134"
"AID815","CID134"
"AID766","CID135"
"AID1225","CID135"
"AID1072","CID135"
"AID635","CID137"
"AID211","CID137"
"AID465","CID137"
"AID797","CID137"
"AID764","CID138"
"AID432","CID138"
"AID1326","CID138"
"AID1443","CID138"
"AID423","CID139"
"AID261","CID139"
"AID1760","CID139"
"AID486","CID140"
"AID787","CID140"
"AID162","CID141"
"AID915","CID141"
"AID1181","CID142"
"AID1238","CID142"
"AID456","CID143"
"AID1728","CID143"
"AID1093","CID143"
"AID1124","CID143"
"AID1345","CID144"
"AID1941","CID144"
"AID1433","CID144"
"AID1773","CID144"
"AID1047","CID145"
"AID1090","CID147"
"AID557","CID148"
"AID660","CID148"
"AID680","CID148"
"AID766","CID148"
"AID264","CID149"
"AID67","CID150"
"AID875","CID150"
"AID1675","CID150"
"AID1852","CID150"
"AID600","CID150"
"AID1165","CID150"
"AID1510","CID150"
"AID590","CID151"
"AID1428","CID151"
"AID14","CID152"
"AID166","CID152"
"AID656","CID152"
"AID1546","CID152"
"AID1726","CID152"
"AID1915","CID152"
"AID995","CID152"
"AID88","CID153"
"AID400","CID153"
"AID853","CID153"
"AID1231","CID153"
"AID1883","CID154"
"AID260","CID155"
"AID1118","CID155"
"AID1806","CID155"
"AID234","CID156"
"AID851","CID156"
"AID458","CID157"
"AID563","CID157"
"AID152","CID158"
"AID1882","CID158"
"AID1973","CID158"
"AID187","CID159"
"AID149","CID159"
"AID237","CID159"
"AID592","CID159"
"AID1554","CID159"
"AID325","CID160"
"AID1785","CID160"
"AID1964","CID160"
"AID713","CID161"
"AID1432","CID161"
"AID271","CID162"
"AID852","CID163"
"AID1279","CID163"
"AID1327","CID163"
"AID261","CID164"
"AID1114","CID164"
"AID1295","CID164"
"AID278","CID164"
"AID574","CID166"
"AID1630","CID166"
"AID225","CID166"
"AID236","CID167"
"AID1298","CID167"
"AID109","CID167"
"AID864","CID167"
"AID1197","CID167"
"AID360","CID168"
"AID675","CID168"
"AID290","CID168"
"AID788","CID168"
"AID1683","CID168"
"AID37","CID169"
"AID313","CID169"
"AID407","CID169"
"AID1075","CID169"
"AID76","CID170"
"AID924","CID170"
"AID996","CID170"
"AID604","CID170"
"AID864","CID170"
"AID245","CID171"
"AID598","CID171"
"AID1144","CID171"
"AID391","CID172"
"AID962","CID172"
"AID512","CID173"
"AID1005","CID173"
"AID523","CID173"
"AID1364","CID173"
"AID878","CID174"
"AID934","CID174"
"AID1700","CID174"
"AID212","CID174"
"AID379","CID175"
"AID1868","CID175"
"AID22","CID175"
"AID1748","CID176"
"AID52","CID176"
"AID595","CID177"
"AID1441","CID177"
"AID1442","CID177"
"AID1272","CID177"
"AID1172","CID178"
"AID57","CID178"
"AID656","CID179"
"AID1341","CID180"
"AID869","CID181"
"AID874","CID181"
"AID259","CID182"
"AID1514","CID182"
"AID1768","CID182"
"AID64","CID183"
"AID1197","CID183"
"AID1372","CID184"
"AID1815","CID184"
"AID76","CID185"
"AID1173","CID185"
"AID1646","CID185"
"AID1766","CID185"
"AID242","CID186"
"AID1385","CID186"
"AID291","CID186"
"AID1985","CID186"
"AID1294","CID187"
"AID1416","CID187"
"AID1494","CID188"
"AID1699","CID188"
"AID613","CID189"
"AID772","CID189"
"AID1523","CID189"
"AID745","CID189"
"AID1017","CID189"
"AID36","CID190"
"AID354","CID190"
"AID1152","CID190"
"AID1529","CID190"
"AID1635","CID190"
"AID1691","CID190"
"AID268","CID191"
"AID1243","CID191"
"AID860","CID192"
"AID1639","CID192"
"AID1032","CID193"
"AID860","CID194"
"AID1587","CID194"
"AID26","CID194"
"AID35","CID194"
"AID111","CID194"
"AID1884","CID194"
"AID345","CID195"
"AID863","CID195"
"AID47","CID195"
"AID827","CID195"
"AID510","CID196"
"AID1275","CID196"
"AID1796","CID196"
"AID1863","CID196"
"AID579","CID197"
