"DID","AID"
"DID1038","AID296"
"DID1082","AID296"
"DID1233","AID296"
"DID1337","AID296"
"DID442","AID296"
"DID834","AID296"
"DID1038","AID430"
"DID1082","AID430"
"DID1233","AID430"
"DID1337","AID430"
"DID442","AID430"
"DID834","AID430"
"DID1038","AID667"
"DID1082","AID667"
"DID1233","AID667"
"DID1337","AID667"
"DID442","AID667"
"DID834","AID667"
"DID1038","AID1163"
"DID1082","AID1163"
"DID1233","AID1163"
"DID1337","AID1163"
"DID442","AID1163"
"DID834","AID1163"
"DID1038","AID793"
"DID1082","AID793"
"DID1233","AID793"
"DID1337","AID793"
"DID442","AID793"
"DID834","AID793"
"DID1038","AID843"
"DID1082","AID843"
"DID1233","AID843"
"DID1337","AID843"
"DID442","AID843"
"DID834","AID843"
"DID1038","AID1017"
"DID1082","AID1017"
"DID1233","AID1017"
"DID1337","AID1017"
"DID442","AID1017"
"DID834","AID1017"
"DID1038","AID1084"
"DID1082","AID1084"
"DID1233","AID1084"
"DID1337","AID1084"
"DID442","AID1084"
"DID834","AID1084"
"DID1038","AID1110"
"DID1082","AID1110"
"DID1233","AID1110"
"DID1337","AID1110"
"DID442","AID1110"
"DID834","AID1110"
"DID1038","AID1872"
"DID1082","AID1872"
"DID1233","AID1872"
"DID1337","AID1872"
"DID442","AID1872"
"DID834","AID1872"
"DID1493","AID757"
"DID268","AID757"
"DID1493","AID1932"
"DID268","AID1932"
"DID1493","AID2947"
"DID268","AID2947"
"DID1493","AID932"
"DID268","AID932"
"DID1493","AID2314"
"DID268","AID2314"
"DID1493","AID2802"
"DID268","AID2802"
"DID1493","AID2546"
"DID268","AID2546"
"DID1493","AID1642"
"DID268","AID1642"
"DID1493","AID1792"
"DID268","AID1792"
"DID1295","AID783"
"DID561","AID783"
"DID1295","AID1240"
"DID561","AID1240"
"DID1295","AID2751"
"DID561","AID2751"
"DID1454","AID1040"
"DID1454","AID1692"
"DID1454","AID1749"
"DID1276","AID146"
"DID473","AID146"
"DID602","AID146"
"DID712","AID146"
"DID762","AID146"
"DID820","AID146"
"DID1276","AID579"
"DID473","AID579"
"DID602","AID579"
"DID712","AID579"
"DID762","AID579"
"DID820","AID579"
"DID1276","AID1876"
"DID473","AID1876"
"DID602","AID1876"
"DID712","AID1876"
"DID762","AID1876"
"DID820","AID1876"
"DID1276","AID1938"
"DID473","AID1938"
"DID602","AID1938"
"DID712","AID1938"
"DID762","AID1938"
"DID820","AID1938"
"DID1138","AID1319"
"DID1452","AID1319"
"DID24","AID1319"
"DID34","AID1319"
"DID1138","AID1413"
"DID1452","AID1413"
"DID24","AID1413"
"DID34","AID1413"
"DID1138","AID1137"
"DID1452","AID1137"
"DID24","AID1137"
"DID34","AID1137"
"DID1138","AID2159"
"DID1452","AID2159"
"DID24","AID2159"
"DID34","AID2159"
"DID1138","AID2637"
"DID1452","AID2637"
"DID24","AID2637"
"DID34","AID2637"
"DID1138","AID1032"
"DID1452","AID1032"
"DID24","AID1032"
"DID34","AID1032"
"DID1138","AID2550"
"DID1452","AID2550"
"DID24","AID2550"
"DID34","AID2550"
"DID1138","AID332"
"DID1452","AID332"
"DID24","AID332"
"DID34","AID332"
"DID1138","AID2080"
"DID1452","AID2080"
"DID24","AID2080"
"DID34","AID2080"
"DID360","AID1952"
"DID360","AID1492"
"DID360","AID1506"
"DID1021","AID1306"
"DID1367","AID1306"
"DID577","AID1306"
"DID843","AID1306"
"DID920","AID1306"
"DID1021","AID2367"
"DID1367","AID2367"
"DID577","AID2367"
"DID843","AID2367"
"DID920","AID2367"
"DID1021","AID2502"
"DID1367","AID2502"
"DID577","AID2502"
"DID843","AID2502"
"DID920","AID2502"
"DID1021","AID2858"
"DID1367","AID2858"
"DID577","AID2858"
"DID843","AID2858"
"DID920","AID2858"
"DID1021","AID2867"
"DID1367","AID2867"
"DID577","AID2867"
"DID843","AID2867"
"DID920","AID2867"
"DID1021","AID160"
"DID1367","AID160"
"DID577","AID160"
"DID843","AID160"
"DID920","AID160"
"DID1021","AID2920"
"DID1367","AID2920"
"DID577","AID2920"
"DID843","AID2920"
"DID920","AID2920"
"DID1339","AID593"
"DID1339","AID873"
"DID1339","AID2292"
"DID1339","AID1082"
"DID1339","AID1947"
"DID1339","AID2036"
"DID563","AID62"
"DID563","AID585"
"DID563","AID671"
"DID563","AID699"
"DID563","AID2057"
"DID563","AID2062"
"DID563","AID1474"
"DID563","AID2674"
"DID563","AID75"
"DID563","AID1196"
"DID1398","AID1934"
"DID1425","AID1934"
"DID252","AID1934"
"DID1398","AID2225"
"DID1425","AID2225"
"DID252","AID2225"
"DID1398","AID363"
"DID1425","AID363"
"DID252","AID363"
"DID1398","AID1496"
"DID1425","AID1496"
"DID252","AID1496"
"DID1082","AID2086"
"DID1308","AID2086"
"DID937","AID2086"
"DID1082","AID183"
"DID1308","AID183"
"DID937","AID183"
"DID1082","AID1745"
"DID1308","AID1745"
"DID937","AID1745"
"DID1082","AID1929"
"DID1308","AID1929"
"DID937","AID1929"
"DID299","AID421"
"DID3","AID421"
"DID300","AID421"
"DID299","AID646"
"DID3","AID646"
"DID300","AID646"
"DID299","AID2030"
"DID3","AID2030"
"DID300","AID2030"
"DID299","AID2478"
"DID3","AID2478"
"DID300","AID2478"
"DID299","AID2582"
"DID3","AID2582"
"DID300","AID2582"
"DID299","AID2857"
"DID3","AID2857"
"DID300","AID2857"
"DID299","AID1023"
"DID3","AID1023"
"DID300","AID1023"
"DID299","AID1357"
"DID3","AID1357"
"DID300","AID1357"
"DID299","AID1781"
"DID3","AID1781"
"DID300","AID1781"
"DID299","AID1897"
