"DID","AID"
"DID161","AID125"
"DID355","AID125"
"DID49","AID125"
"DID56","AID125"
"DID572","AID125"
"DID924","AID125"
"DID161","AID461"
"DID355","AID461"
"DID49","AID461"
"DID56","AID461"
"DID572","AID461"
"DID924","AID461"
"DID161","AID1487"
"DID355","AID1487"
"DID49","AID1487"
"DID56","AID1487"
"DID572","AID1487"
"DID924","AID1487"
"DID161","AID761"
"DID355","AID761"
"DID49","AID761"
"DID56","AID761"
"DID572","AID761"
"DID924","AID761"
"DID161","AID832"
"DID355","AID832"
"DID49","AID832"
"DID56","AID832"
"DID572","AID832"
"DID924","AID832"
"DID161","AID1631"
"DID355","AID1631"
"DID49","AID1631"
"DID56","AID1631"
"DID572","AID1631"
"DID924","AID1631"
"DID115","AID195"
"DID308","AID195"
"DID327","AID195"
"DID418","AID195"
"DID604","AID195"
"DID892","AID195"
"DID115","AID1593"
"DID308","AID1593"
"DID327","AID1593"
"DID418","AID1593"
"DID604","AID1593"
"DID892","AID1593"
"DID115","AID1833"
"DID308","AID1833"
"DID327","AID1833"
"DID418","AID1833"
"DID604","AID1833"
"DID892","AID1833"
"DID115","AID1859"
"DID308","AID1859"
"DID327","AID1859"
"DID418","AID1859"
"DID604","AID1859"
"DID892","AID1859"
"DID115","AID1093"
"DID308","AID1093"
"DID327","AID1093"
"DID418","AID1093"
"DID604","AID1093"
"DID892","AID1093"
"DID115","AID26"
"DID308","AID26"
"DID327","AID26"
"DID418","AID26"
"DID604","AID26"
"DID892","AID26"
"DID115","AID50"
"DID308","AID50"
"DID327","AID50"
"DID418","AID50"
"DID604","AID50"
"DID892","AID50"
"DID115","AID139"
"DID308","AID139"
"DID327","AID139"
"DID418","AID139"
"DID604","AID139"
"DID892","AID139"
"DID115","AID600"
"DID308","AID600"
"DID327","AID600"
"DID418","AID600"
"DID604","AID600"
"DID892","AID600"
"DID115","AID849"
"DID308","AID849"
"DID327","AID849"
"DID418","AID849"
"DID604","AID849"
"DID892","AID849"
"DID132","AID1813"
"DID30","AID1813"
"DID357","AID1813"
"DID463","AID1813"
"DID513","AID1813"
"DID537","AID1813"
"DID132","AID211"
"DID30","AID211"
"DID357","AID211"
"DID463","AID211"
"DID513","AID211"
