CID,BID
CID1,BID1204
CID1,BID1738
CID2,BID1939
CID2,BID560
CID3,BID1114
CID3,BID2564
CID4,BID1192
CID4,BID721
CID5,BID2801
CID5,BID284
CID6,BID539
CID6,BID913
CID7,BID1704
CID7,BID37
CID8,BID1296
CID8,BID1464
CID9,BID1451
CID9,BID454
CID10,BID1279
CID10,BID2532
CID11,BID1029
CID11,BID1072
CID12,BID1588
CID12,BID2319
CID13,BID1935
CID13,BID2407
CID14,BID1265
CID14,BID2512
CID15,BID2117
CID15,BID703
CID16,BID1917
CID16,BID2712
CID17,BID2015
CID17,BID365
CID18,BID2675
CID18,BID348
CID19,BID1424
CID19,BID419
CID20,BID828
CID20,BID971
CID21,BID1217
CID21,BID2572
CID22,BID228
CID22,BID77
CID23,BID1436
CID23,BID2225
CID24,BID2837
CID24,BID2877
CID25,BID172
CID25,BID2214
CID26,BID2409
CID26,BID895
CID27,BID1687
CID27,BID1702
CID28,BID2965
CID28,BID782
CID29,BID2736
CID29,BID2892
CID30,BID2340
CID30,BID953
CID31,BID2905
CID31,BID629
CID32,BID1039
CID32,BID2184
CID33,BID1513
CID33,BID31
CID34,BID2502
CID34,BID583
CID35,BID1970
CID35,BID2154
CID36,BID1660
CID36,BID1934
CID37,BID2696
CID37,BID285
CID38,BID668
CID38,BID682
CID39,BID2952
CID39,BID401
CID40,BID315
CID40,BID557
CID41,BID1097
CID41,BID1802
CID42,BID1983
CID42,BID2006
CID43,BID2961
CID43,BID475
CID44,BID1699
CID44,BID274
CID45,BID1525
CID45,BID2384
CID46,BID1029
CID46,BID2954
CID47,BID1752
CID47,BID2964
CID48,BID2406
CID48,BID259
CID49,BID2413
CID49,BID513
CID50,BID2151
CID50,BID2729
CID51,BID1043
CID51,BID774
CID52,BID1441
CID52,BID2601
CID53,BID1920
CID53,BID315
CID54,BID2693
CID54,BID476
CID55,BID2626
CID55,BID63
CID56,BID1558
CID56,BID924
CID57,BID1868
CID57,BID2290
CID58,BID1422
CID58,BID63
CID59,BID2795
CID59,BID2941
CID60,BID2497
CID60,BID766
CID61,BID129
CID61,BID1623
CID62,BID143
CID62,BID605
CID63,BID1030
CID63,BID978
CID64,BID1095
CID64,BID2410
CID65,BID1714
CID65,BID2782
CID66,BID2000
CID66,BID627
CID67,BID1118
CID67,BID1482
CID68,BID1638
CID68,BID2296
CID69,BID1568
CID69,BID2053
CID70,BID148
CID70,BID794
CID71,BID1517
CID71,BID2444
CID72,BID1326
CID72,BID401
CID73,BID1173
CID73,BID925
CID74,BID323
CID74,BID346
CID75,BID2418
CID75,BID2988
CID76,BID1263
CID76,BID1548
CID77,BID2709
CID77,BID394
CID78,BID1704
CID78,BID2013
CID79,BID284
CID79,BID315
CID80,BID1530
CID80,BID317
CID81,BID1137
CID81,BID866
CID82,BID1108
CID82,BID2111
CID83,BID1076
CID83,BID2429
CID84,BID1336
CID84,BID2918
CID85,BID1361
CID85,BID725
CID86,BID1526
CID86,BID597
CID87,BID2464
CID87,BID763
CID88,BID1333
CID88,BID1385
CID89,BID1205
CID89,BID439
CID90,BID2407
CID90,BID566
CID91,BID2145
CID91,BID2305
CID92,BID294
CID92,BID38
CID93,BID2252
CID93,BID305
CID94,BID1600
CID94,BID1710
CID95,BID793
CID95,BID972
CID96,BID1124
CID96,BID2073
CID97,BID1903
CID97,BID694
CID98,BID2063
CID98,BID646
CID99,BID1398
CID99,BID2329
CID100,BID1357
CID100,BID2523
CID101,BID2739
CID101,BID95
CID102,BID1573
CID102,BID504
CID103,BID119
CID103,BID1399
CID104,BID1886
CID104,BID947
CID105,BID2867
CID105,BID959
CID106,BID2552
CID106,BID2916
CID107,BID1163
CID107,BID1322
CID108,BID2146
CID108,BID2505
CID109,BID1755
CID109,BID2583
CID110,BID61
CID110,BID709
CID111,BID1038
CID111,BID2346
CID112,BID2477
CID112,BID733
CID113,BID1200
CID113,BID1551
CID114,BID2458
CID114,BID2934
CID115,BID1101
CID115,BID2028
CID116,BID215
CID116,BID956
CID117,BID1505
CID117,BID209
CID118,BID1404
CID118,BID502
CID119,BID2131
CID119,BID2865
CID120,BID2310
CID120,BID2764
CID121,BID1872
CID121,BID593
CID122,BID2216
CID122,BID99
CID123,BID1562
CID123,BID1964
CID124,BID2204
CID124,BID936
CID125,BID1107
CID125,BID1569
CID126,BID1765
CID126,BID2125
CID127,BID142
CID127,BID548
CID128,BID2553
CID128,BID2565
CID129,BID2286
CID129,BID443
CID130,BID335
CID130,BID347
CID131,BID1196
CID131,BID2443
CID132,BID312
CID132,BID654
CID133,BID473
CID133,BID756
CID134,BID2746
CID134,BID671
CID135,BID2047
CID135,BID995
CID136,BID1224
CID136,BID2974
CID137,BID2055
CID137,BID2762
CID138,BID1140
CID138,BID1146
CID139,BID679
CID139,BID734
CID140,BID2313
CID140,BID2506
CID141,BID2619
CID141,BID299
CID142,BID1897
CID142,BID966
CID143,BID2343
CID143,BID2934
CID144,BID1815
CID144,BID2254
CID145,BID1101
CID145,BID1528
CID146,BID1322
CID146,BID2890
CID147,BID145
CID147,BID1564
CID148,BID1315
CID148,BID2961
CID149,BID2088
CID149,BID2480
CID150,BID2395
CID150,BID311
CID151,BID2154
CID151,BID989
CID152,BID2108
CID152,BID2385
CID153,BID156
CID153,BID185
CID154,BID1700
CID154,BID2899
CID155,BID1713
CID155,BID1880
CID156,BID2133
CID156,BID2322
CID157,BID1117
CID157,BID2302
CID158,BID462
CID158,BID740
CID159,BID2269
CID159,BID2578
CID160,BID2627
CID160,BID685
CID161,BID2344
CID161,BID2784
CID162,BID1233
CID162,BID2188
CID163,BID167
CID163,BID1758
CID164,BID1056
CID164,BID497
CID165,BID1679
CID165,BID174
CID166,BID1875
CID166,BID623
CID167,BID1078
CID167,BID297
CID168,BID1525
CID168,BID771
CID169,BID1064
CID169,BID133
CID170,BID1531
CID170,BID2126
CID171,BID1480
CID171,BID1626
CID172,BID1324
CID172,BID374
CID173,BID1266
CID173,BID1733
CID174,BID2368
CID174,BID732
CID175,BID2393
